Código región,Código provincia,Código comuna,Años de escolaridad promedio,edad_min,edad_max
5,57.0,5702.0,4.3,85,
5,57.0,5703.0,0,0,4.0
5,57.0,5703.0,1.5,5,9.0
5,57.0,5703.0,5.9,10,14.0
5,57.0,5703.0,10.5,15,19.0
5,57.0,5703.0,12.8,20,24.0
5,57.0,5703.0,13.3,25,29.0
5,57.0,5703.0,13.3,30,34.0
5,57.0,5703.0,12.7,35,39.0
5,57.0,5703.0,12.3,40,44.0
5,57.0,5703.0,11.6,45,49.0
5,57.0,5703.0,10.9,50,54.0
5,57.0,5703.0,10.1,55,59.0
5,57.0,5703.0,9.4,60,64.0
5,57.0,5703.0,8.5,65,69.0
5,57.0,5703.0,7.9,70,74.0
5,57.0,5703.0,6.7,75,79.0
5,57.0,5703.0,6.1,80,84.0
5,57.0,5703.0,5.5,85,
5,57.0,5704.0,0,0,4.0
5,57.0,5704.0,1.8,5,9.0
5,57.0,5704.0,6.3,10,14.0
5,57.0,5704.0,10.9,15,19.0
5,57.0,5704.0,13.1,20,24.0
5,57.0,5704.0,13.3,25,29.0
5,57.0,5704.0,13,30,34.0
5,57.0,5704.0,12.5,35,39.0
5,57.0,5704.0,11.9,40,44.0
5,57.0,5704.0,11.3,45,49.0
5,57.0,5704.0,10.5,50,54.0
5,57.0,5704.0,9.8,55,59.0
5,57.0,5704.0,8.7,60,64.0
5,57.0,5704.0,8.1,65,69.0
5,57.0,5704.0,7.3,70,74.0
5,57.0,5704.0,6.3,75,79.0
5,57.0,5704.0,5.7,80,84.0
5,57.0,5704.0,4.2,85,
5,57.0,5705.0,0,0,4.0
5,57.0,5705.0,1.5,5,9.0
5,57.0,5705.0,6,10,14.0
5,57.0,5705.0,10.7,15,19.0
5,57.0,5705.0,13.1,20,24.0
5,57.0,5705.0,13.4,25,29.0
5,57.0,5705.0,13.3,30,34.0
5,57.0,5705.0,13.3,35,39.0
5,57.0,5705.0,12.5,40,44.0
5,57.0,5705.0,12,45,49.0
5,57.0,5705.0,11.3,50,54.0
5,57.0,5705.0,10.3,55,59.0
5,57.0,5705.0,9.9,60,64.0
5,57.0,5705.0,9.3,65,69.0
5,57.0,5705.0,8.6,70,74.0
5,57.0,5705.0,7.3,75,79.0
5,57.0,5705.0,6.9,80,84.0
5,57.0,5705.0,5.5,85,
5,57.0,5706.0,0,0,4.0
5,57.0,5706.0,1.5,5,9.0
5,57.0,5706.0,6.1,10,14.0
5,57.0,5706.0,10.6,15,19.0
5,57.0,5706.0,12.9,20,24.0
5,57.0,5706.0,13.1,25,29.0
5,57.0,5706.0,13,30,34.0
5,57.0,5706.0,13,35,39.0
5,57.0,5706.0,12.2,40,44.0
5,57.0,5706.0,11.6,45,49.0
5,57.0,5706.0,11,50,54.0
5,57.0,5706.0,10,55,59.0
5,57.0,5706.0,9.2,60,64.0
5,57.0,5706.0,8.9,65,69.0
5,57.0,5706.0,7.8,70,74.0
5,57.0,5706.0,6.8,75,79.0
5,57.0,5706.0,5.9,80,84.0
5,57.0,5706.0,5.1,85,
5,58.0,5801.0,0,0,4.0
5,58.0,5801.0,1.4,5,9.0
5,58.0,5801.0,6,10,14.0
5,58.0,5801.0,10.7,15,19.0
5,58.0,5801.0,13.6,20,24.0
5,58.0,5801.0,14.4,25,29.0
5,58.0,5801.0,14.5,30,34.0
5,58.0,5801.0,14.4,35,39.0
5,58.0,5801.0,14.1,40,44.0
5,58.0,5801.0,13.8,45,49.0
5,58.0,5801.0,13.3,50,54.0
5,58.0,5801.0,12.6,55,59.0
5,58.0,5801.0,12,60,64.0
5,58.0,5801.0,11.6,65,69.0
5,58.0,5801.0,11.1,70,74.0
5,58.0,5801.0,10.3,75,79.0
5,58.0,5801.0,9.4,80,84.0
5,58.0,5801.0,8.8,85,
5,58.0,5802.0,0,0,4.0
5,58.0,5802.0,1.4,5,9.0
5,58.0,5802.0,5.9,10,14.0
5,58.0,5802.0,10.5,15,19.0
5,58.0,5802.0,13.1,20,24.0
5,58.0,5802.0,13.7,25,29.0
5,58.0,5802.0,13.7,30,34.0
5,58.0,5802.0,13.6,35,39.0
5,58.0,5802.0,13.2,40,44.0
5,58.0,5802.0,12.7,45,49.0
5,58.0,5802.0,12.2,50,54.0
5,58.0,5802.0,11.4,55,59.0
5,58.0,5802.0,10.8,60,64.0
5,58.0,5802.0,10.6,65,69.0
5,58.0,5802.0,10,70,74.0
5,58.0,5802.0,9.4,75,79.0
5,58.0,5802.0,8.3,80,84.0
5,58.0,5802.0,8,85,
5,58.0,5803.0,0,0,4.0
5,58.0,5803.0,1.4,5,9.0
5,58.0,5803.0,6,10,14.0
5,58.0,5803.0,10.7,15,19.0
5,58.0,5803.0,12.9,20,24.0
5,58.0,5803.0,13.4,25,29.0
5,58.0,5803.0,13.2,30,34.0
5,58.0,5803.0,12.9,35,39.0
5,58.0,5803.0,12.4,40,44.0
5,58.0,5803.0,12.1,45,49.0
5,58.0,5803.0,11.6,50,54.0
5,58.0,5803.0,10.8,55,59.0
5,58.0,5803.0,10.3,60,64.0
5,58.0,5803.0,10.1,65,69.0
5,58.0,5803.0,10.1,70,74.0
5,58.0,5803.0,9.8,75,79.0
5,58.0,5803.0,8.4,80,84.0
5,58.0,5803.0,8.6,85,
5,58.0,5804.0,0,0,4.0
5,58.0,5804.0,1.5,5,9.0
5,58.0,5804.0,6.1,10,14.0
5,58.0,5804.0,10.6,15,19.0
5,58.0,5804.0,13.5,20,24.0
5,58.0,5804.0,14.3,25,29.0
5,58.0,5804.0,14.4,30,34.0
5,58.0,5804.0,14.3,35,39.0
5,58.0,5804.0,14,40,44.0
5,58.0,5804.0,13.6,45,49.0
5,58.0,5804.0,13.1,50,54.0
5,58.0,5804.0,12.4,55,59.0
5,58.0,5804.0,11.8,60,64.0
5,58.0,5804.0,11.4,65,69.0
5,58.0,5804.0,11.1,70,74.0
5,58.0,5804.0,10.1,75,79.0
5,58.0,5804.0,9.3,80,84.0
5,58.0,5804.0,8.7,85,
13,131.0,13101.0,0,0,4.0
13,131.0,13101.0,1.4,5,9.0
13,131.0,13101.0,5.9,10,14.0
13,131.0,13101.0,10.7,15,19.0
13,131.0,13101.0,13.1,20,24.0
13,131.0,13101.0,14.3,25,29.0
13,131.0,13101.0,15,30,34.0
13,131.0,13101.0,15,35,39.0
13,131.0,13101.0,14.7,40,44.0
13,131.0,13101.0,14.3,45,49.0
13,131.0,13101.0,13.9,50,54.0
13,131.0,13101.0,13.3,55,59.0
13,131.0,13101.0,12.9,60,64.0
13,131.0,13101.0,12.7,65,69.0
13,131.0,13101.0,12.4,70,74.0
13,131.0,13101.0,11.6,75,79.0
13,131.0,13101.0,10.9,80,84.0
13,131.0,13101.0,10.1,85,
13,131.0,13102.0,0,0,4.0
13,131.0,13102.0,1.4,5,9.0
13,131.0,13102.0,6,10,14.0
13,131.0,13102.0,10.6,15,19.0
13,131.0,13102.0,12.8,20,24.0
13,131.0,13102.0,13.2,25,29.0
13,131.0,13102.0,13.3,30,34.0
13,131.0,13102.0,13,35,39.0
13,131.0,13102.0,12.5,40,44.0
13,131.0,13102.0,12.3,45,49.0
13,131.0,13102.0,11.7,50,54.0
13,131.0,13102.0,11.1,55,59.0
13,131.0,13102.0,10.5,60,64.0
13,131.0,13102.0,9.9,65,69.0
13,131.0,13102.0,9.2,70,74.0
13,131.0,13102.0,8.5,75,79.0
13,131.0,13102.0,8.1,80,84.0
13,131.0,13102.0,7.6,85,
13,131.0,13103.0,0,0,4.0
13,131.0,13103.0,1.5,5,9.0
13,131.0,13103.0,6,10,14.0
13,131.0,13103.0,10.6,15,19.0
13,131.0,13103.0,12.7,20,24.0
13,131.0,13103.0,12.8,25,29.0
13,131.0,13103.0,12.5,30,34.0
13,131.0,13103.0,12.2,35,39.0
13,131.0,13103.0,11.7,40,44.0
13,131.0,13103.0,11.2,45,49.0
13,131.0,13103.0,10.7,50,54.0
13,131.0,13103.0,10.1,55,59.0
13,131.0,13103.0,9.2,60,64.0
13,131.0,13103.0,8.4,65,69.0
13,131.0,13103.0,7.4,70,74.0
13,131.0,13103.0,6.4,75,79.0
13,131.0,13103.0,5.9,80,84.0
13,131.0,13103.0,5,85,
13,131.0,13104.0,0,0,4.0
13,131.0,13104.0,1.5,5,9.0
13,131.0,13104.0,5.9,10,14.0
13,131.0,13104.0,10.6,15,19.0
13,131.0,13104.0,13.1,20,24.0
13,131.0,13104.0,13.4,25,29.0
13,131.0,13104.0,13.2,30,34.0
13,131.0,13104.0,13,35,39.0
13,131.0,13104.0,12.7,40,44.0
13,131.0,13104.0,12.2,45,49.0
13,131.0,13104.0,11.9,50,54.0
13,131.0,13104.0,11.3,55,59.0
13,131.0,13104.0,10.5,60,64.0
13,131.0,13104.0,10.2,65,69.0
13,131.0,13104.0,9.2,70,74.0
13,131.0,13104.0,8.1,75,79.0
13,131.0,13104.0,7.4,80,84.0
13,131.0,13104.0,6.5,85,
13,131.0,13105.0,0,0,4.0
13,131.0,13105.0,1.4,5,9.0
13,131.0,13105.0,6,10,14.0
13,131.0,13105.0,10.6,15,19.0
13,131.0,13105.0,12.9,20,24.0
13,131.0,13105.0,13.1,25,29.0
13,131.0,13105.0,12.9,30,34.0
13,131.0,13105.0,12.6,35,39.0
13,131.0,13105.0,12.2,40,44.0
13,131.0,13105.0,11.8,45,49.0
13,131.0,13105.0,11.4,50,54.0
13,131.0,13105.0,10.6,55,59.0
13,131.0,13105.0,9.9,60,64.0
13,131.0,13105.0,9.3,65,69.0
13,131.0,13105.0,8.5,70,74.0
13,131.0,13105.0,7.6,75,79.0
13,131.0,13105.0,7,80,84.0
13,131.0,13105.0,6.4,85,
13,131.0,13106.0,0,0,4.0
13,131.0,13106.0,1.4,5,9.0
13,131.0,13106.0,5.9,10,14.0
13,131.0,13106.0,10.6,15,19.0
13,131.0,13106.0,12.7,20,24.0
13,131.0,13106.0,13.4,25,29.0
13,131.0,13106.0,13.8,30,34.0
13,131.0,13106.0,13.7,35,39.0
13,131.0,13106.0,13.3,40,44.0
13,131.0,13106.0,12.7,45,49.0
13,131.0,13106.0,12.3,50,54.0
13,131.0,13106.0,11.8,55,59.0
13,131.0,13106.0,11.2,60,64.0
13,131.0,13106.0,10.8,65,69.0
13,131.0,13106.0,10,70,74.0
13,131.0,13106.0,9.2,75,79.0
13,131.0,13106.0,8.2,80,84.0
13,131.0,13106.0,7.6,85,
13,131.0,13107.0,0,0,4.0
13,131.0,13107.0,1.4,5,9.0
13,131.0,13107.0,6,10,14.0
13,131.0,13107.0,10.6,15,19.0
13,131.0,13107.0,13.6,20,24.0
13,131.0,13107.0,14.1,25,29.0
13,131.0,13107.0,14.1,30,34.0
13,131.0,13107.0,14.4,35,39.0
13,131.0,13107.0,14.7,40,44.0
13,131.0,13107.0,14.4,45,49.0
13,131.0,13107.0,13.6,50,54.0
13,131.0,13107.0,12.4,55,59.0
13,131.0,13107.0,11.4,60,64.0
13,131.0,13107.0,10.4,65,69.0
13,131.0,13107.0,9.4,70,74.0
13,131.0,13107.0,8.2,75,79.0
13,131.0,13107.0,7.2,80,84.0
13,131.0,13107.0,6.5,85,
13,131.0,13108.0,0,0,4.0
13,131.0,13108.0,1.4,5,9.0
13,131.0,13108.0,5.9,10,14.0
13,131.0,13108.0,10.6,15,19.0
13,131.0,13108.0,12.9,20,24.0
13,131.0,13108.0,13.6,25,29.0
13,131.0,13108.0,13.9,30,34.0
13,131.0,13108.0,13.9,35,39.0
13,131.0,13108.0,13.5,40,44.0
13,131.0,13108.0,13.1,45,49.0
13,131.0,13108.0,12.7,50,54.0
13,131.0,13108.0,12.2,55,59.0
13,131.0,13108.0,11.8,60,64.0
13,131.0,13108.0,11.6,65,69.0
13,131.0,13108.0,11.1,70,74.0
13,131.0,13108.0,10.2,75,79.0
13,131.0,13108.0,9.7,80,84.0
13,131.0,13108.0,8.7,85,
13,131.0,13109.0,0,0,4.0
13,131.0,13109.0,1.5,5,9.0
13,131.0,13109.0,6,10,14.0
13,131.0,13109.0,10.6,15,19.0
13,131.0,13109.0,13.2,20,24.0
13,131.0,13109.0,14.1,25,29.0
13,131.0,13109.0,14.4,30,34.0
13,131.0,13109.0,14.4,35,39.0
13,131.0,13109.0,14,40,44.0
13,131.0,13109.0,13.6,45,49.0
13,131.0,13109.0,13.1,50,54.0
13,131.0,13109.0,12.5,55,59.0
13,131.0,13109.0,11.9,60,64.0
13,131.0,13109.0,11.4,65,69.0
13,131.0,13109.0,11.1,70,74.0
13,131.0,13109.0,10,75,79.0
13,131.0,13109.0,9.3,80,84.0
13,131.0,13109.0,8.5,85,
13,131.0,13110.0,0,0,4.0
13,131.0,13110.0,1.4,5,9.0
13,131.0,13110.0,5.9,10,14.0
13,131.0,13110.0,10.6,15,19.0
13,131.0,13110.0,13.5,20,24.0
13,131.0,13110.0,14.5,25,29.0
13,131.0,13110.0,14.7,30,34.0
13,131.0,13110.0,14.6,35,39.0
13,131.0,13110.0,14.2,40,44.0
13,131.0,13110.0,13.7,45,49.0
13,131.0,13110.0,13.1,50,54.0
13,131.0,13110.0,12.4,55,59.0
13,131.0,13110.0,11.9,60,64.0
13,131.0,13110.0,11.4,65,69.0
13,131.0,13110.0,10.7,70,74.0
13,131.0,13110.0,9.6,75,79.0
13,131.0,13110.0,8.9,80,84.0
13,131.0,13110.0,8,85,
13,131.0,13111.0,0,0,4.0
13,131.0,13111.0,1.5,5,9.0
13,131.0,13111.0,6,10,14.0
13,131.0,13111.0,10.7,15,19.0
13,131.0,13111.0,12.9,20,24.0
13,131.0,13111.0,13.3,25,29.0
13,131.0,13111.0,13,30,34.0
13,131.0,13111.0,12.7,35,39.0
13,131.0,13111.0,12.2,40,44.0
13,131.0,13111.0,11.6,45,49.0
13,131.0,13111.0,11.1,50,54.0
13,131.0,13111.0,10.5,55,59.0
13,131.0,13111.0,9.9,60,64.0
13,131.0,13111.0,9.3,65,69.0
13,131.0,13111.0,8.4,70,74.0
13,131.0,13111.0,7.2,75,79.0
13,131.0,13111.0,6.8,80,84.0
13,131.0,13111.0,6,85,
13,131.0,13112.0,0,0,4.0
13,131.0,13112.0,1.4,5,9.0
13,131.0,13112.0,5.9,10,14.0
13,131.0,13112.0,10.5,15,19.0
13,131.0,13112.0,12.5,20,24.0
13,131.0,13112.0,12.5,25,29.0
13,131.0,13112.0,12.1,30,34.0
13,131.0,13112.0,11.7,35,39.0
13,131.0,13112.0,11.1,40,44.0
13,131.0,13112.0,10.6,45,49.0
13,131.0,13112.0,10.2,50,54.0
13,131.0,13112.0,9.3,55,59.0
13,131.0,13112.0,8.4,60,64.0
13,131.0,13112.0,7.8,65,69.0
13,131.0,13112.0,6.9,70,74.0
13,131.0,13112.0,6.1,75,79.0
13,131.0,13112.0,5.5,80,84.0
13,131.0,13112.0,4.8,85,
13,131.0,13113.0,0,0,4.0
13,131.0,13113.0,1.3,5,9.0
13,131.0,13113.0,5.8,10,14.0
13,131.0,13113.0,10.6,15,19.0
13,131.0,13113.0,14.1,20,24.0
13,131.0,13113.0,15.6,25,29.0
13,131.0,13113.0,15.7,30,34.0
13,131.0,13113.0,16.1,35,39.0
13,131.0,13113.0,16.4,40,44.0
13,131.0,13113.0,16.3,45,49.0
13,131.0,13113.0,15.7,50,54.0
13,131.0,13113.0,15,55,59.0
13,131.0,13113.0,14.7,60,64.0
13,131.0,13113.0,14.7,65,69.0
13,131.0,13113.0,14.4,70,74.0
13,131.0,13113.0,13.2,75,79.0
13,131.0,13113.0,12.2,80,84.0
13,131.0,13113.0,11.2,85,
13,131.0,13114.0,0,0,4.0
13,131.0,13114.0,1.3,5,9.0
13,131.0,13114.0,5.8,10,14.0
13,131.0,13114.0,10.7,15,19.0
13,131.0,13114.0,14.4,20,24.0
13,131.0,13114.0,16.5,25,29.0
13,131.0,13114.0,16.9,30,34.0
13,131.0,13114.0,17,35,39.0
13,131.0,13114.0,17,40,44.0
13,131.0,13114.0,16.8,45,49.0
13,131.0,13114.0,16.3,50,54.0
13,131.0,13114.0,15.8,55,59.0
13,131.0,13114.0,15.3,60,64.0
13,131.0,13114.0,15.2,65,69.0
13,131.0,13114.0,15.1,70,74.0
13,131.0,13114.0,14.4,75,79.0
13,131.0,13114.0,13.7,80,84.0
13,131.0,13114.0,12.8,85,
13,131.0,13115.0,0,0,4.0
13,131.0,13115.0,1.4,5,9.0
13,131.0,13115.0,5.9,10,14.0
13,131.0,13115.0,10.6,15,19.0
13,131.0,13115.0,14.4,20,24.0
13,131.0,13115.0,15.6,25,29.0
13,131.0,13115.0,15.1,30,34.0
13,131.0,13115.0,15.7,35,39.0
13,131.0,13115.0,16,40,44.0
13,131.0,13115.0,15.9,45,49.0
13,131.0,13115.0,15.4,50,54.0
13,131.0,13115.0,14.5,55,59.0
13,131.0,13115.0,13.9,60,64.0
13,131.0,13115.0,13.6,65,69.0
13,131.0,13115.0,13.4,70,74.0
13,131.0,13115.0,12.9,75,79.0
13,131.0,13115.0,12.1,80,84.0
13,131.0,13115.0,11,85,
13,131.0,13116.0,0,0,4.0
13,131.0,13116.0,1.5,5,9.0
13,131.0,13116.0,6,10,14.0
13,131.0,13116.0,10.5,15,19.0
13,131.0,13116.0,12.7,20,24.0
13,131.0,13116.0,12.9,25,29.0
13,131.0,13116.0,12.4,30,34.0
13,131.0,13116.0,12,35,39.0
13,131.0,13116.0,11.5,40,44.0
13,131.0,13116.0,11,45,49.0
13,131.0,13116.0,10.7,50,54.0
13,131.0,13116.0,10,55,59.0
13,131.0,13116.0,9.3,60,64.0
13,131.0,13116.0,8.8,65,69.0
13,131.0,13116.0,7.8,70,74.0
13,131.0,13116.0,6.9,75,79.0
13,131.0,13116.0,6.2,80,84.0
13,131.0,13116.0,5.5,85,
13,131.0,13117.0,0,0,4.0
13,131.0,13117.0,1.4,5,9.0
13,131.0,13117.0,6,10,14.0
13,131.0,13117.0,10.6,15,19.0
13,131.0,13117.0,12.9,20,24.0
13,131.0,13117.0,13.2,25,29.0
13,131.0,13117.0,13.1,30,34.0
13,131.0,13117.0,12.8,35,39.0
13,131.0,13117.0,12.4,40,44.0
13,131.0,13117.0,11.9,45,49.0
13,131.0,13117.0,11.6,50,54.0
13,131.0,13117.0,11,55,59.0
13,131.0,13117.0,10.2,60,64.0
13,131.0,13117.0,9.7,65,69.0
13,131.0,13117.0,8.6,70,74.0
13,131.0,13117.0,7.8,75,79.0
13,131.0,13117.0,7.3,80,84.0
13,131.0,13117.0,6.9,85,
13,131.0,13118.0,0,0,4.0
13,131.0,13118.0,1.4,5,9.0
13,131.0,13118.0,6,10,14.0
13,131.0,13118.0,10.7,15,19.0
13,131.0,13118.0,13.7,20,24.0
13,131.0,13118.0,14.8,25,29.0
13,131.0,13118.0,15.2,30,34.0
13,131.0,13118.0,15.2,35,39.0
13,131.0,13118.0,14.9,40,44.0
13,131.0,13118.0,14.2,45,49.0
13,131.0,13118.0,13.7,50,54.0
13,131.0,13118.0,12.7,55,59.0
13,131.0,13118.0,12.2,60,64.0
13,131.0,13118.0,12,65,69.0
13,131.0,13118.0,11.6,70,74.0
13,131.0,13118.0,10.6,75,79.0
13,131.0,13118.0,9.6,80,84.0
13,131.0,13118.0,8.4,85,
13,131.0,13119.0,0,0,4.0
13,131.0,13119.0,1.4,5,9.0
13,131.0,13119.0,6,10,14.0
13,131.0,13119.0,10.7,15,19.0
13,131.0,13119.0,13.6,20,24.0
13,131.0,13119.0,14.4,25,29.0
13,131.0,13119.0,14.3,30,34.0
13,131.0,13119.0,14.1,35,39.0
13,131.0,13119.0,13.8,40,44.0
13,131.0,13119.0,13.3,45,49.0
13,131.0,13119.0,12.9,50,54.0
13,131.0,13119.0,12.2,55,59.0
13,131.0,13119.0,11.6,60,64.0
13,131.0,13119.0,11,65,69.0
13,131.0,13119.0,10.2,70,74.0
13,131.0,13119.0,9.2,75,79.0
13,131.0,13119.0,8.5,80,84.0
13,131.0,13119.0,7.3,85,
13,131.0,13120.0,0,0,4.0
13,131.0,13120.0,1.3,5,9.0
13,131.0,13120.0,5.9,10,14.0
13,131.0,13120.0,10.7,15,19.0
13,131.0,13120.0,14.1,20,24.0
13,131.0,13120.0,16.1,25,29.0
13,131.0,13120.0,16.7,30,34.0
13,131.0,13120.0,16.8,35,39.0
13,131.0,13120.0,16.8,40,44.0
13,131.0,13120.0,16.4,45,49.0
13,131.0,13120.0,16,50,54.0
13,131.0,13120.0,15.2,55,59.0
13,131.0,13120.0,14.5,60,64.0
13,131.0,13120.0,14.2,65,69.0
13,131.0,13120.0,14,70,74.0
13,131.0,13120.0,13.3,75,79.0
13,131.0,13120.0,12.6,80,84.0
13,131.0,13120.0,11.1,85,
13,131.0,13121.0,0,0,4.0
13,131.0,13121.0,1.5,5,9.0
13,131.0,13121.0,6,10,14.0
13,131.0,13121.0,10.7,15,19.0
13,131.0,13121.0,13.1,20,24.0
13,131.0,13121.0,13.4,25,29.0
13,131.0,13121.0,13.1,30,34.0
13,131.0,13121.0,12.8,35,39.0
13,131.0,13121.0,12.3,40,44.0
13,131.0,13121.0,12.1,45,49.0
13,131.0,13121.0,11.7,50,54.0
13,131.0,13121.0,11,55,59.0
13,131.0,13121.0,10.3,60,64.0
13,131.0,13121.0,9.8,65,69.0
13,131.0,13121.0,9.3,70,74.0
13,131.0,13121.0,8.5,75,79.0
13,131.0,13121.0,7.7,80,84.0
13,131.0,13121.0,6.6,85,
13,131.0,13122.0,0,0,4.0
13,131.0,13122.0,1.5,5,9.0
13,131.0,13122.0,6,10,14.0
13,131.0,13122.0,10.6,15,19.0
13,131.0,13122.0,13.4,20,24.0
13,131.0,13122.0,13.9,25,29.0
13,131.0,13122.0,13.5,30,34.0
13,131.0,13122.0,13.7,35,39.0
13,131.0,13122.0,13.6,40,44.0
13,131.0,13122.0,13.3,45,49.0
13,131.0,13122.0,12.7,50,54.0
13,131.0,13122.0,12,55,59.0
13,131.0,13122.0,11.4,60,64.0
13,131.0,13122.0,10.6,65,69.0
13,131.0,13122.0,9.4,70,74.0
13,131.0,13122.0,8.1,75,79.0
13,131.0,13122.0,7.4,80,84.0
13,131.0,13122.0,6.7,85,
13,131.0,13123.0,0,0,4.0
13,131.0,13123.0,1.3,5,9.0
13,131.0,13123.0,5.8,10,14.0
13,131.0,13123.0,10.9,15,19.0
13,131.0,13123.0,14.4,20,24.0
13,131.0,13123.0,16.6,25,29.0
13,131.0,13123.0,17.1,30,34.0
13,131.0,13123.0,17.3,35,39.0
13,131.0,13123.0,17.4,40,44.0
13,131.0,13123.0,17.1,45,49.0
13,131.0,13123.0,16.8,50,54.0
13,131.0,13123.0,16.2,55,59.0
13,131.0,13123.0,15.8,60,64.0
13,131.0,13123.0,15.4,65,69.0
13,131.0,13123.0,15.3,70,74.0
13,131.0,13123.0,14.9,75,79.0
13,131.0,13123.0,14.2,80,84.0
13,131.0,13123.0,13.1,85,
13,131.0,13124.0,0,0,4.0
13,131.0,13124.0,1.5,5,9.0
13,131.0,13124.0,6,10,14.0
13,131.0,13124.0,10.7,15,19.0
13,131.0,13124.0,13.2,20,24.0
13,131.0,13124.0,13.7,25,29.0
13,131.0,13124.0,13.5,30,34.0
13,131.0,13124.0,13.3,35,39.0
13,131.0,13124.0,13,40,44.0
13,131.0,13124.0,12.6,45,49.0
13,131.0,13124.0,12,50,54.0
13,131.0,13124.0,11.2,55,59.0
13,131.0,13124.0,10.3,60,64.0
13,131.0,13124.0,9.5,65,69.0
13,131.0,13124.0,8.4,70,74.0
13,131.0,13124.0,7.3,75,79.0
13,131.0,13124.0,6.5,80,84.0
13,131.0,13124.0,5.9,85,
13,131.0,13125.0,0,0,4.0
13,131.0,13125.0,1.4,5,9.0
13,131.0,13125.0,6.1,10,14.0
13,131.0,13125.0,10.6,15,19.0
13,131.0,13125.0,13.3,20,24.0
13,131.0,13125.0,13.7,25,29.0
13,131.0,13125.0,13.4,30,34.0
13,131.0,13125.0,13.2,35,39.0
13,131.0,13125.0,13,40,44.0
13,131.0,13125.0,12.8,45,49.0
13,131.0,13125.0,12.3,50,54.0
13,131.0,13125.0,11.6,55,59.0
13,131.0,13125.0,10.7,60,64.0
13,131.0,13125.0,10,65,69.0
13,131.0,13125.0,9.2,70,74.0
13,131.0,13125.0,8.3,75,79.0
13,131.0,13125.0,7.4,80,84.0
13,131.0,13125.0,6.4,85,
13,131.0,13126.0,0,0,4.0
13,131.0,13126.0,1.4,5,9.0
13,131.0,13126.0,6,10,14.0
13,131.0,13126.0,10.6,15,19.0
13,131.0,13126.0,13,20,24.0
13,131.0,13126.0,13.6,25,29.0
13,131.0,13126.0,13.7,30,34.0
13,131.0,13126.0,13.6,35,39.0
13,131.0,13126.0,13.3,40,44.0
13,131.0,13126.0,12.8,45,49.0
13,131.0,13126.0,12.4,50,54.0
13,131.0,13126.0,11.8,55,59.0
13,131.0,13126.0,11.2,60,64.0
13,131.0,13126.0,10.7,65,69.0
13,131.0,13126.0,9.9,70,74.0
13,131.0,13126.0,9.2,75,79.0
13,131.0,13126.0,8.4,80,84.0
13,131.0,13126.0,7.7,85,
13,131.0,13127.0,0,0,4.0
13,131.0,13127.0,1.5,5,9.0
13,131.0,13127.0,6,10,14.0
13,131.0,13127.0,10.6,15,19.0
13,131.0,13127.0,12.9,20,24.0
13,131.0,13127.0,13.3,25,29.0
13,131.0,13127.0,13.3,30,34.0
13,131.0,13127.0,13.1,35,39.0
13,131.0,13127.0,12.7,40,44.0
13,131.0,13127.0,12.3,45,49.0
13,131.0,13127.0,11.9,50,54.0
13,131.0,13127.0,11.3,55,59.0
13,131.0,13127.0,10.6,60,64.0
13,131.0,13127.0,10,65,69.0
13,131.0,13127.0,9.3,70,74.0
13,131.0,13127.0,8.4,75,79.0
13,131.0,13127.0,7.8,80,84.0
13,131.0,13127.0,7,85,
13,131.0,13128.0,0,0,4.0
13,131.0,13128.0,1.4,5,9.0
13,131.0,13128.0,6,10,14.0
13,131.0,13128.0,10.6,15,19.0
13,131.0,13128.0,12.9,20,24.0
13,131.0,13128.0,13.1,25,29.0
13,131.0,13128.0,12.8,30,34.0
13,131.0,13128.0,12.6,35,39.0
13,131.0,13128.0,12.2,40,44.0
13,131.0,13128.0,11.6,45,49.0
13,131.0,13128.0,11,50,54.0
13,131.0,13128.0,10.3,55,59.0
13,131.0,13128.0,9.6,60,64.0
13,131.0,13128.0,8.9,65,69.0
13,131.0,13128.0,8.1,70,74.0
13,131.0,13128.0,7.1,75,79.0
13,131.0,13128.0,6.5,80,84.0
13,131.0,13128.0,6,85,
13,131.0,13129.0,0,0,4.0
13,131.0,13129.0,1.5,5,9.0
13,131.0,13129.0,6,10,14.0
13,131.0,13129.0,10.6,15,19.0
13,131.0,13129.0,13.2,20,24.0
13,131.0,13129.0,13.9,25,29.0
13,131.0,13129.0,13.9,30,34.0
13,131.0,13129.0,13.6,35,39.0
13,131.0,13129.0,13.2,40,44.0
13,131.0,13129.0,12.8,45,49.0
13,131.0,13129.0,12.4,50,54.0
13,131.0,13129.0,11.7,55,59.0
13,131.0,13129.0,11,60,64.0
13,131.0,13129.0,10.4,65,69.0
13,131.0,13129.0,9.6,70,74.0
13,131.0,13129.0,8.6,75,79.0
13,131.0,13129.0,8.2,80,84.0
13,131.0,13129.0,7.1,85,
13,131.0,13130.0,0,0,4.0
13,131.0,13130.0,1.4,5,9.0
13,131.0,13130.0,6,10,14.0
13,131.0,13130.0,10.7,15,19.0
13,131.0,13130.0,13.5,20,24.0
13,131.0,13130.0,14.9,25,29.0
13,131.0,13130.0,15.5,30,34.0
13,131.0,13130.0,15.6,35,39.0
13,131.0,13130.0,15.3,40,44.0
13,131.0,13130.0,14.8,45,49.0
13,131.0,13130.0,14.4,50,54.0
13,131.0,13130.0,13.7,55,59.0
13,131.0,13130.0,13,60,64.0
