Código región,Código provincia,Código comuna,Años de escolaridad promedio,edad_min,edad_max
4,42.0,4202.0,6.2,10,14.0
4,42.0,4202.0,10.6,15,19.0
4,42.0,4202.0,12.8,20,24.0
4,42.0,4202.0,13,25,29.0
4,42.0,4202.0,12.6,30,34.0
4,42.0,4202.0,12.1,35,39.0
4,42.0,4202.0,11,40,44.0
4,42.0,4202.0,10.2,45,49.0
4,42.0,4202.0,9.4,50,54.0
4,42.0,4202.0,8.3,55,59.0
4,42.0,4202.0,7.5,60,64.0
4,42.0,4202.0,7,65,69.0
4,42.0,4202.0,5.9,70,74.0
4,42.0,4202.0,4.7,75,79.0
4,42.0,4202.0,3.7,80,84.0
4,42.0,4202.0,2.6,85,
4,42.0,4203.0,0,0,4.0
4,42.0,4203.0,1.5,5,9.0
4,42.0,4203.0,6.1,10,14.0
4,42.0,4203.0,10.5,15,19.0
4,42.0,4203.0,12.6,20,24.0
4,42.0,4203.0,13,25,29.0
4,42.0,4203.0,13.3,30,34.0
4,42.0,4203.0,12.8,35,39.0
4,42.0,4203.0,12.3,40,44.0
4,42.0,4203.0,11.8,45,49.0
4,42.0,4203.0,10.8,50,54.0
4,42.0,4203.0,10,55,59.0
4,42.0,4203.0,9.5,60,64.0
4,42.0,4203.0,9.3,65,69.0
4,42.0,4203.0,8.4,70,74.0
4,42.0,4203.0,7.3,75,79.0
4,42.0,4203.0,6.1,80,84.0
4,42.0,4203.0,5.3,85,
4,42.0,4204.0,0,0,4.0
4,42.0,4204.0,1.5,5,9.0
4,42.0,4204.0,6.1,10,14.0
4,42.0,4204.0,10.4,15,19.0
4,42.0,4204.0,12.8,20,24.0
4,42.0,4204.0,13.2,25,29.0
4,42.0,4204.0,13.2,30,34.0
4,42.0,4204.0,12.7,35,39.0
4,42.0,4204.0,12.1,40,44.0
4,42.0,4204.0,11.3,45,49.0
4,42.0,4204.0,10.5,50,54.0
4,42.0,4204.0,9.6,55,59.0
4,42.0,4204.0,9.2,60,64.0
4,42.0,4204.0,8.5,65,69.0
4,42.0,4204.0,7.5,70,74.0
4,42.0,4204.0,6.1,75,79.0
4,42.0,4204.0,5.3,80,84.0
4,42.0,4204.0,4,85,
4,43.0,4301.0,0,0,4.0
4,43.0,4301.0,1.5,5,9.0
4,43.0,4301.0,6,10,14.0
4,43.0,4301.0,10.5,15,19.0
4,43.0,4301.0,12.8,20,24.0
4,43.0,4301.0,13.2,25,29.0
4,43.0,4301.0,13.1,30,34.0
4,43.0,4301.0,12.8,35,39.0
4,43.0,4301.0,12.2,40,44.0
4,43.0,4301.0,11.6,45,49.0
4,43.0,4301.0,11,50,54.0
4,43.0,4301.0,10.3,55,59.0
4,43.0,4301.0,9.8,60,64.0
4,43.0,4301.0,9.2,65,69.0
4,43.0,4301.0,8.4,70,74.0
4,43.0,4301.0,7,75,79.0
4,43.0,4301.0,6,80,84.0
4,43.0,4301.0,5.3,85,
4,43.0,4302.0,0,0,4.0
4,43.0,4302.0,1.5,5,9.0
4,43.0,4302.0,6.1,10,14.0
4,43.0,4302.0,10.6,15,19.0
4,43.0,4302.0,13.2,20,24.0
4,43.0,4302.0,13.4,25,29.0
4,43.0,4302.0,13.1,30,34.0
4,43.0,4302.0,12.4,35,39.0
4,43.0,4302.0,11.5,40,44.0
4,43.0,4302.0,10.5,45,49.0
4,43.0,4302.0,10,50,54.0
4,43.0,4302.0,9,55,59.0
4,43.0,4302.0,8.5,60,64.0
4,43.0,4302.0,8.1,65,69.0
4,43.0,4302.0,7,70,74.0
4,43.0,4302.0,6,75,79.0
4,43.0,4302.0,4.6,80,84.0
4,43.0,4302.0,3.7,85,
4,43.0,4303.0,0,0,4.0
4,43.0,4303.0,1.6,5,9.0
4,43.0,4303.0,6.1,10,14.0
4,43.0,4303.0,10.6,15,19.0
4,43.0,4303.0,12.6,20,24.0
4,43.0,4303.0,12.6,25,29.0
4,43.0,4303.0,12.1,30,34.0
4,43.0,4303.0,11.8,35,39.0
4,43.0,4303.0,10.9,40,44.0
4,43.0,4303.0,10.1,45,49.0
4,43.0,4303.0,9.4,50,54.0
4,43.0,4303.0,8.7,55,59.0
4,43.0,4303.0,7.8,60,64.0
4,43.0,4303.0,7.5,65,69.0
4,43.0,4303.0,6.3,70,74.0
4,43.0,4303.0,5,75,79.0
4,43.0,4303.0,4.3,80,84.0
4,43.0,4303.0,3.6,85,
4,43.0,4304.0,0,0,4.0
4,43.0,4304.0,1.6,5,9.0
4,43.0,4304.0,6.1,10,14.0
4,43.0,4304.0,10.6,15,19.0
4,43.0,4304.0,12.8,20,24.0
4,43.0,4304.0,12.8,25,29.0
4,43.0,4304.0,12.6,30,34.0
4,43.0,4304.0,11.9,35,39.0
4,43.0,4304.0,11.2,40,44.0
4,43.0,4304.0,10.3,45,49.0
4,43.0,4304.0,9.9,50,54.0
4,43.0,4304.0,9,55,59.0
4,43.0,4304.0,8.5,60,64.0
4,43.0,4304.0,7.9,65,69.0
4,43.0,4304.0,6.7,70,74.0
4,43.0,4304.0,5.7,75,79.0
4,43.0,4304.0,4.4,80,84.0
4,43.0,4304.0,3.1,85,
4,43.0,4305.0,0,0,4.0
4,43.0,4305.0,1.5,5,9.0
4,43.0,4305.0,6,10,14.0
4,43.0,4305.0,10.7,15,19.0
4,43.0,4305.0,13,20,24.0
4,43.0,4305.0,13,25,29.0
4,43.0,4305.0,12.1,30,34.0
4,43.0,4305.0,11.4,35,39.0
4,43.0,4305.0,11,40,44.0
4,43.0,4305.0,10.2,45,49.0
4,43.0,4305.0,10.1,50,54.0
4,43.0,4305.0,9.2,55,59.0
4,43.0,4305.0,7.9,60,64.0
4,43.0,4305.0,7.6,65,69.0
4,43.0,4305.0,6.2,70,74.0
4,43.0,4305.0,5.5,75,79.0
4,43.0,4305.0,4,80,84.0
4,43.0,4305.0,3.1,85,
5,51.0,5101.0,0,0,4.0
5,51.0,5101.0,1.5,5,9.0
5,51.0,5101.0,5.9,10,14.0
5,51.0,5101.0,10.7,15,19.0
5,51.0,5101.0,13.4,20,24.0
5,51.0,5101.0,14.1,25,29.0
5,51.0,5101.0,14.2,30,34.0
5,51.0,5101.0,14.1,35,39.0
5,51.0,5101.0,13.7,40,44.0
5,51.0,5101.0,13.3,45,49.0
5,51.0,5101.0,12.7,50,54.0
5,51.0,5101.0,11.9,55,59.0
5,51.0,5101.0,11.2,60,64.0
5,51.0,5101.0,10.8,65,69.0
5,51.0,5101.0,10.3,70,74.0
5,51.0,5101.0,9.5,75,79.0
5,51.0,5101.0,8.9,80,84.0
5,51.0,5101.0,8.2,85,
5,51.0,5102.0,0,0,4.0
5,51.0,5102.0,1.4,5,9.0
5,51.0,5102.0,6,10,14.0
5,51.0,5102.0,10.5,15,19.0
5,51.0,5102.0,13.1,20,24.0
5,51.0,5102.0,13.5,25,29.0
5,51.0,5102.0,13.5,30,34.0
5,51.0,5102.0,13.3,35,39.0
5,51.0,5102.0,12.7,40,44.0
5,51.0,5102.0,12.2,45,49.0
5,51.0,5102.0,11.7,50,54.0
5,51.0,5102.0,10.6,55,59.0
5,51.0,5102.0,10.2,60,64.0
5,51.0,5102.0,9.9,65,69.0
5,51.0,5102.0,8.9,70,74.0
5,51.0,5102.0,7.8,75,79.0
5,51.0,5102.0,6.9,80,84.0
5,51.0,5102.0,6.2,85,
5,51.0,5103.0,0,0,4.0
5,51.0,5103.0,1.4,5,9.0
5,51.0,5103.0,6,10,14.0
5,51.0,5103.0,10.6,15,19.0
5,51.0,5103.0,13.8,20,24.0
5,51.0,5103.0,15,25,29.0
5,51.0,5103.0,15.4,30,34.0
5,51.0,5103.0,15.4,35,39.0
5,51.0,5103.0,15.2,40,44.0
5,51.0,5103.0,14.8,45,49.0
5,51.0,5103.0,14.3,50,54.0
5,51.0,5103.0,13.6,55,59.0
5,51.0,5103.0,13,60,64.0
5,51.0,5103.0,12.7,65,69.0
5,51.0,5103.0,12.5,70,74.0
5,51.0,5103.0,11.4,75,79.0
5,51.0,5103.0,10.6,80,84.0
5,51.0,5103.0,9.6,85,
5,51.0,5104.0,0,0,4.0
5,51.0,5104.0,1.3,5,9.0
5,51.0,5104.0,5.5,10,14.0
5,51.0,5104.0,10,15,19.0
5,51.0,5104.0,14.3,20,24.0
5,51.0,5104.0,14,25,29.0
5,51.0,5104.0,14.3,30,34.0
5,51.0,5104.0,14.1,35,39.0
5,51.0,5104.0,14,40,44.0
5,51.0,5104.0,13.1,45,49.0
5,51.0,5104.0,12.8,50,54.0
5,51.0,5104.0,11.8,55,59.0
5,51.0,5104.0,10.6,60,64.0
5,51.0,5104.0,10.1,65,69.0
5,51.0,5104.0,9.5,70,74.0
5,51.0,5104.0,7.1,75,79.0
5,51.0,5104.0,5.1,80,84.0
5,51.0,5104.0,5.5,85,
5,51.0,5105.0,0,0,4.0
5,51.0,5105.0,1.6,5,9.0
5,51.0,5105.0,6,10,14.0
5,51.0,5105.0,10.4,15,19.0
5,51.0,5105.0,12.9,20,24.0
5,51.0,5105.0,13.2,25,29.0
5,51.0,5105.0,13.4,30,34.0
5,51.0,5105.0,13.3,35,39.0
5,51.0,5105.0,13.1,40,44.0
5,51.0,5105.0,12.2,45,49.0
5,51.0,5105.0,11.8,50,54.0
5,51.0,5105.0,11.1,55,59.0
5,51.0,5105.0,10.4,60,64.0
5,51.0,5105.0,10.3,65,69.0
5,51.0,5105.0,9.3,70,74.0
5,51.0,5105.0,8.9,75,79.0
5,51.0,5105.0,8.2,80,84.0
5,51.0,5105.0,6.9,85,
5,51.0,5107.0,0,0,4.0
5,51.0,5107.0,1.4,5,9.0
5,51.0,5107.0,6,10,14.0
5,51.0,5107.0,10.5,15,19.0
5,51.0,5107.0,12.9,20,24.0
5,51.0,5107.0,13.4,25,29.0
5,51.0,5107.0,13.3,30,34.0
5,51.0,5107.0,13.1,35,39.0
5,51.0,5107.0,12.9,40,44.0
5,51.0,5107.0,12.6,45,49.0
5,51.0,5107.0,12.1,50,54.0
5,51.0,5107.0,11.5,55,59.0
5,51.0,5107.0,10.9,60,64.0
5,51.0,5107.0,10.4,65,69.0
5,51.0,5107.0,9.6,70,74.0
5,51.0,5107.0,8.9,75,79.0
5,51.0,5107.0,7.9,80,84.0
5,51.0,5107.0,6.8,85,
5,51.0,5109.0,0,0,4.0
5,51.0,5109.0,1.5,5,9.0
5,51.0,5109.0,6,10,14.0
5,51.0,5109.0,10.8,15,19.0
5,51.0,5109.0,13.6,20,24.0
5,51.0,5109.0,14.5,25,29.0
5,51.0,5109.0,14.7,30,34.0
5,51.0,5109.0,14.6,35,39.0
5,51.0,5109.0,14.3,40,44.0
5,51.0,5109.0,13.9,45,49.0
5,51.0,5109.0,13.4,50,54.0
5,51.0,5109.0,12.6,55,59.0
5,51.0,5109.0,12.1,60,64.0
5,51.0,5109.0,12,65,69.0
5,51.0,5109.0,11.5,70,74.0
5,51.0,5109.0,11,75,79.0
5,51.0,5109.0,10.2,80,84.0
5,51.0,5109.0,9.5,85,
5,52.0,5201.0,0,0,4.0
5,52.0,5201.0,1.5,5,9.0
5,52.0,5201.0,6.2,10,14.0
5,52.0,5201.0,9.7,15,19.0
5,52.0,5201.0,12.4,20,24.0
5,52.0,5201.0,13.1,25,29.0
5,52.0,5201.0,13.9,30,34.0
5,52.0,5201.0,13.9,35,39.0
5,52.0,5201.0,14,40,44.0
5,52.0,5201.0,13.4,45,49.0
5,52.0,5201.0,12.5,50,54.0
5,52.0,5201.0,12.5,55,59.0
5,52.0,5201.0,11.3,60,64.0
5,52.0,5201.0,10.7,65,69.0
5,52.0,5201.0,10.1,70,74.0
5,52.0,5201.0,10.1,75,79.0
5,52.0,5201.0,10.2,80,84.0
5,52.0,5201.0,8.3,85,
5,53.0,5301.0,0,0,4.0
5,53.0,5301.0,1.5,5,9.0
5,53.0,5301.0,6,10,14.0
5,53.0,5301.0,10.5,15,19.0
5,53.0,5301.0,13.1,20,24.0
5,53.0,5301.0,13.8,25,29.0
5,53.0,5301.0,14,30,34.0
5,53.0,5301.0,13.6,35,39.0
5,53.0,5301.0,13.5,40,44.0
5,53.0,5301.0,13.1,45,49.0
5,53.0,5301.0,12.7,50,54.0
5,53.0,5301.0,11.8,55,59.0
5,53.0,5301.0,11.1,60,64.0
5,53.0,5301.0,10.6,65,69.0
5,53.0,5301.0,10,70,74.0
5,53.0,5301.0,9.3,75,79.0
5,53.0,5301.0,8.6,80,84.0
5,53.0,5301.0,7.6,85,
5,53.0,5302.0,0,0,4.0
5,53.0,5302.0,1.3,5,9.0
5,53.0,5302.0,6,10,14.0
5,53.0,5302.0,10.5,15,19.0
5,53.0,5302.0,12.9,20,24.0
5,53.0,5302.0,13.4,25,29.0
5,53.0,5302.0,13.6,30,34.0
5,53.0,5302.0,13.5,35,39.0
5,53.0,5302.0,13.4,40,44.0
5,53.0,5302.0,12.8,45,49.0
5,53.0,5302.0,11.9,50,54.0
5,53.0,5302.0,10.7,55,59.0
5,53.0,5302.0,10,60,64.0
5,53.0,5302.0,9.6,65,69.0
5,53.0,5302.0,8.2,70,74.0
5,53.0,5302.0,7.6,75,79.0
5,53.0,5302.0,6.5,80,84.0
5,53.0,5302.0,6.8,85,
5,53.0,5303.0,0,0,4.0
5,53.0,5303.0,1.5,5,9.0
5,53.0,5303.0,6.2,10,14.0
5,53.0,5303.0,10.7,15,19.0
5,53.0,5303.0,13,20,24.0
5,53.0,5303.0,13.7,25,29.0
5,53.0,5303.0,13.4,30,34.0
5,53.0,5303.0,13.8,35,39.0
5,53.0,5303.0,13.4,40,44.0
5,53.0,5303.0,13,45,49.0
5,53.0,5303.0,11.8,50,54.0
5,53.0,5303.0,10.8,55,59.0
5,53.0,5303.0,9.6,60,64.0
5,53.0,5303.0,9.2,65,69.0
5,53.0,5303.0,8.9,70,74.0
5,53.0,5303.0,7.3,75,79.0
5,53.0,5303.0,6.9,80,84.0
5,53.0,5303.0,6.2,85,
5,53.0,5304.0,0,0,4.0
5,53.0,5304.0,1.6,5,9.0
5,53.0,5304.0,6.1,10,14.0
5,53.0,5304.0,10.7,15,19.0
5,53.0,5304.0,13.4,20,24.0
5,53.0,5304.0,13.7,25,29.0
5,53.0,5304.0,13.7,30,34.0
5,53.0,5304.0,13.7,35,39.0
5,53.0,5304.0,13.4,40,44.0
5,53.0,5304.0,12.6,45,49.0
5,53.0,5304.0,11.8,50,54.0
5,53.0,5304.0,10.7,55,59.0
5,53.0,5304.0,9.6,60,64.0
5,53.0,5304.0,9.1,65,69.0
5,53.0,5304.0,8.3,70,74.0
5,53.0,5304.0,7,75,79.0
5,53.0,5304.0,6.1,80,84.0
5,53.0,5304.0,5.1,85,
5,54.0,5401.0,0,0,4.0
5,54.0,5401.0,1.4,5,9.0
5,54.0,5401.0,6,10,14.0
5,54.0,5401.0,10.6,15,19.0
5,54.0,5401.0,13,20,24.0
5,54.0,5401.0,13.5,25,29.0
5,54.0,5401.0,13.4,30,34.0
5,54.0,5401.0,13.1,35,39.0
5,54.0,5401.0,12.5,40,44.0
5,54.0,5401.0,11.7,45,49.0
5,54.0,5401.0,11,50,54.0
5,54.0,5401.0,10.4,55,59.0
5,54.0,5401.0,9.8,60,64.0
5,54.0,5401.0,9.2,65,69.0
5,54.0,5401.0,8.2,70,74.0
5,54.0,5401.0,7.1,75,79.0
5,54.0,5401.0,6,80,84.0
5,54.0,5401.0,5.1,85,
5,54.0,5402.0,0,0,4.0
5,54.0,5402.0,1.4,5,9.0
5,54.0,5402.0,6.2,10,14.0
5,54.0,5402.0,10.7,15,19.0
5,54.0,5402.0,13.2,20,24.0
5,54.0,5402.0,13.4,25,29.0
5,54.0,5402.0,13,30,34.0
5,54.0,5402.0,12.5,35,39.0
5,54.0,5402.0,11.8,40,44.0
5,54.0,5402.0,11.4,45,49.0
5,54.0,5402.0,10.5,50,54.0
5,54.0,5402.0,9.7,55,59.0
5,54.0,5402.0,9,60,64.0
5,54.0,5402.0,8.5,65,69.0
5,54.0,5402.0,6.9,70,74.0
5,54.0,5402.0,5.7,75,79.0
5,54.0,5402.0,4.9,80,84.0
5,54.0,5402.0,3.5,85,
5,54.0,5403.0,0,0,4.0
5,54.0,5403.0,1.5,5,9.0
5,54.0,5403.0,6,10,14.0
5,54.0,5403.0,10.3,15,19.0
5,54.0,5403.0,12.7,20,24.0
5,54.0,5403.0,13.6,25,29.0
5,54.0,5403.0,13.4,30,34.0
5,54.0,5403.0,12.8,35,39.0
5,54.0,5403.0,12.8,40,44.0
5,54.0,5403.0,12,45,49.0
5,54.0,5403.0,11.3,50,54.0
5,54.0,5403.0,10.7,55,59.0
5,54.0,5403.0,10.3,60,64.0
5,54.0,5403.0,10,65,69.0
5,54.0,5403.0,9.6,70,74.0
5,54.0,5403.0,8.7,75,79.0
5,54.0,5403.0,7.7,80,84.0
5,54.0,5403.0,6.3,85,
5,54.0,5404.0,0,0,4.0
5,54.0,5404.0,1.6,5,9.0
5,54.0,5404.0,6.4,10,14.0
5,54.0,5404.0,10.9,15,19.0
5,54.0,5404.0,13.4,20,24.0
5,54.0,5404.0,13.5,25,29.0
5,54.0,5404.0,13.3,30,34.0
5,54.0,5404.0,12.7,35,39.0
5,54.0,5404.0,12.2,40,44.0
5,54.0,5404.0,11.1,45,49.0
5,54.0,5404.0,10.3,50,54.0
5,54.0,5404.0,9.5,55,59.0
5,54.0,5404.0,8.8,60,64.0
5,54.0,5404.0,8.7,65,69.0
5,54.0,5404.0,7.2,70,74.0
5,54.0,5404.0,6,75,79.0
5,54.0,5404.0,4.8,80,84.0
5,54.0,5404.0,4.6,85,
5,54.0,5405.0,0,0,4.0
5,54.0,5405.0,1.6,5,9.0
5,54.0,5405.0,6.1,10,14.0
5,54.0,5405.0,10.6,15,19.0
5,54.0,5405.0,13,20,24.0
5,54.0,5405.0,13.6,25,29.0
5,54.0,5405.0,13.8,30,34.0
5,54.0,5405.0,13.7,35,39.0
5,54.0,5405.0,13.3,40,44.0
5,54.0,5405.0,12.7,45,49.0
5,54.0,5405.0,11.8,50,54.0
5,54.0,5405.0,10.9,55,59.0
5,54.0,5405.0,10.1,60,64.0
5,54.0,5405.0,10.2,65,69.0
5,54.0,5405.0,9.8,70,74.0
5,54.0,5405.0,9,75,79.0
5,54.0,5405.0,8.4,80,84.0
5,54.0,5405.0,6.8,85,
5,55.0,5501.0,0,0,4.0
5,55.0,5501.0,1.4,5,9.0
5,55.0,5501.0,6,10,14.0
5,55.0,5501.0,10.5,15,19.0
5,55.0,5501.0,13,20,24.0
5,55.0,5501.0,13.8,25,29.0
5,55.0,5501.0,13.8,30,34.0
5,55.0,5501.0,13.6,35,39.0
5,55.0,5501.0,13.3,40,44.0
5,55.0,5501.0,12.8,45,49.0
5,55.0,5501.0,12.1,50,54.0
5,55.0,5501.0,11.3,55,59.0
5,55.0,5501.0,10.7,60,64.0
5,55.0,5501.0,10.3,65,69.0
5,55.0,5501.0,9.7,70,74.0
5,55.0,5501.0,8.8,75,79.0
5,55.0,5501.0,8,80,84.0
5,55.0,5501.0,7.3,85,
5,55.0,5502.0,0,0,4.0
5,55.0,5502.0,1.5,5,9.0
5,55.0,5502.0,6.1,10,14.0
5,55.0,5502.0,10.7,15,19.0
5,55.0,5502.0,13.1,20,24.0
5,55.0,5502.0,13.4,25,29.0
5,55.0,5502.0,13.4,30,34.0
5,55.0,5502.0,12.8,35,39.0
5,55.0,5502.0,12.4,40,44.0
5,55.0,5502.0,12,45,49.0
5,55.0,5502.0,11.6,50,54.0
5,55.0,5502.0,10.7,55,59.0
5,55.0,5502.0,10,60,64.0
5,55.0,5502.0,9.5,65,69.0
5,55.0,5502.0,8.6,70,74.0
5,55.0,5502.0,7.6,75,79.0
5,55.0,5502.0,7.2,80,84.0
5,55.0,5502.0,6.3,85,
5,55.0,5503.0,0,0,4.0
5,55.0,5503.0,1.4,5,9.0
5,55.0,5503.0,6.2,10,14.0
5,55.0,5503.0,10.7,15,19.0
5,55.0,5503.0,13,20,24.0
5,55.0,5503.0,13.3,25,29.0
5,55.0,5503.0,13.1,30,34.0
5,55.0,5503.0,12.6,35,39.0
5,55.0,5503.0,12,40,44.0
5,55.0,5503.0,11.3,45,49.0
5,55.0,5503.0,10.4,50,54.0
5,55.0,5503.0,9.3,55,59.0
5,55.0,5503.0,8.6,60,64.0
5,55.0,5503.0,8,65,69.0
5,55.0,5503.0,7.4,70,74.0
5,55.0,5503.0,6.5,75,79.0
5,55.0,5503.0,5.4,80,84.0
5,55.0,5503.0,4.9,85,
5,55.0,5504.0,0,0,4.0
5,55.0,5504.0,1.4,5,9.0
5,55.0,5504.0,6.1,10,14.0
5,55.0,5504.0,10.7,15,19.0
5,55.0,5504.0,13.7,20,24.0
5,55.0,5504.0,14.6,25,29.0
5,55.0,5504.0,14.5,30,34.0
5,55.0,5504.0,14.5,35,39.0
5,55.0,5504.0,14.4,40,44.0
5,55.0,5504.0,13.7,45,49.0
5,55.0,5504.0,12.9,50,54.0
5,55.0,5504.0,11.9,55,59.0
5,55.0,5504.0,11,60,64.0
5,55.0,5504.0,10.5,65,69.0
5,55.0,5504.0,9.7,70,74.0
5,55.0,5504.0,8.7,75,79.0
5,55.0,5504.0,7.7,80,84.0
5,55.0,5504.0,7.5,85,
5,55.0,5506.0,0,0,4.0
5,55.0,5506.0,1.6,5,9.0
5,55.0,5506.0,6.2,10,14.0
5,55.0,5506.0,10.8,15,19.0
5,55.0,5506.0,13.2,20,24.0
5,55.0,5506.0,13.4,25,29.0
5,55.0,5506.0,13.1,30,34.0
5,55.0,5506.0,12.7,35,39.0
5,55.0,5506.0,12.1,40,44.0
5,55.0,5506.0,11.7,45,49.0
5,55.0,5506.0,11,50,54.0
5,55.0,5506.0,10,55,59.0
5,55.0,5506.0,9.2,60,64.0
5,55.0,5506.0,8.5,65,69.0
5,55.0,5506.0,7.8,70,74.0
5,55.0,5506.0,6.7,75,79.0
5,55.0,5506.0,5.6,80,84.0
5,55.0,5506.0,5,85,
5,56.0,5601.0,0,0,4.0
5,56.0,5601.0,1.5,5,9.0
5,56.0,5601.0,6,10,14.0
5,56.0,5601.0,10.6,15,19.0
5,56.0,5601.0,12.9,20,24.0
5,56.0,5601.0,13.3,25,29.0
5,56.0,5601.0,13.3,30,34.0
5,56.0,5601.0,13,35,39.0
5,56.0,5601.0,12.5,40,44.0
5,56.0,5601.0,12.1,45,49.0
5,56.0,5601.0,11.6,50,54.0
5,56.0,5601.0,11,55,59.0
5,56.0,5601.0,10.3,60,64.0
5,56.0,5601.0,9.9,65,69.0
5,56.0,5601.0,9.2,70,74.0
5,56.0,5601.0,8.2,75,79.0
5,56.0,5601.0,7.2,80,84.0
5,56.0,5601.0,6.8,85,
5,56.0,5602.0,0,0,4.0
5,56.0,5602.0,1.4,5,9.0
5,56.0,5602.0,5.9,10,14.0
5,56.0,5602.0,10.5,15,19.0
5,56.0,5602.0,12.8,20,24.0
5,56.0,5602.0,13.9,25,29.0
5,56.0,5602.0,14,30,34.0
5,56.0,5602.0,14.5,35,39.0
5,56.0,5602.0,14.1,40,44.0
5,56.0,5602.0,13.6,45,49.0
5,56.0,5602.0,12.9,50,54.0
5,56.0,5602.0,12.3,55,59.0
5,56.0,5602.0,12.1,60,64.0
5,56.0,5602.0,12,65,69.0
5,56.0,5602.0,12.2,70,74.0
5,56.0,5602.0,11.5,75,79.0
5,56.0,5602.0,10.9,80,84.0
5,56.0,5602.0,9.1,85,
5,56.0,5603.0,0,0,4.0
5,56.0,5603.0,1.6,5,9.0
5,56.0,5603.0,6.1,10,14.0
5,56.0,5603.0,10.5,15,19.0
5,56.0,5603.0,12.6,20,24.0
5,56.0,5603.0,12.7,25,29.0
5,56.0,5603.0,12.6,30,34.0
5,56.0,5603.0,12.4,35,39.0
5,56.0,5603.0,12.1,40,44.0
5,56.0,5603.0,11.6,45,49.0
5,56.0,5603.0,11.2,50,54.0
5,56.0,5603.0,10.4,55,59.0
5,56.0,5603.0,9.8,60,64.0
5,56.0,5603.0,9.3,65,69.0
5,56.0,5603.0,8.9,70,74.0
5,56.0,5603.0,8.1,75,79.0
5,56.0,5603.0,7.6,80,84.0
5,56.0,5603.0,7,85,
5,56.0,5604.0,0,0,4.0
5,56.0,5604.0,1.5,5,9.0
5,56.0,5604.0,6,10,14.0
5,56.0,5604.0,10.5,15,19.0
5,56.0,5604.0,12.8,20,24.0
5,56.0,5604.0,13.5,25,29.0
5,56.0,5604.0,13.8,30,34.0
5,56.0,5604.0,13.7,35,39.0
5,56.0,5604.0,13.5,40,44.0
5,56.0,5604.0,13,45,49.0
5,56.0,5604.0,12.5,50,54.0
5,56.0,5604.0,12,55,59.0
5,56.0,5604.0,11.4,60,64.0
5,56.0,5604.0,11.5,65,69.0
5,56.0,5604.0,11,70,74.0
5,56.0,5604.0,10.4,75,79.0
5,56.0,5604.0,9.3,80,84.0
5,56.0,5604.0,8.6,85,
5,56.0,5605.0,0,0,4.0
5,56.0,5605.0,1.6,5,9.0
5,56.0,5605.0,5.9,10,14.0
5,56.0,5605.0,10.6,15,19.0
5,56.0,5605.0,12.8,20,24.0
5,56.0,5605.0,13.3,25,29.0
5,56.0,5605.0,13.5,30,34.0
5,56.0,5605.0,13.3,35,39.0
5,56.0,5605.0,12.7,40,44.0
5,56.0,5605.0,12.7,45,49.0
5,56.0,5605.0,12.1,50,54.0
5,56.0,5605.0,11.5,55,59.0
5,56.0,5605.0,11.1,60,64.0
5,56.0,5605.0,10.8,65,69.0
5,56.0,5605.0,10.3,70,74.0
5,56.0,5605.0,9.5,75,79.0
5,56.0,5605.0,9.1,80,84.0
5,56.0,5605.0,8.2,85,
5,56.0,5606.0,0,0,4.0
5,56.0,5606.0,1.4,5,9.0
5,56.0,5606.0,6,10,14.0
5,56.0,5606.0,10.5,15,19.0
5,56.0,5606.0,13.5,20,24.0
5,56.0,5606.0,14.3,25,29.0
5,56.0,5606.0,14.4,30,34.0
5,56.0,5606.0,14.6,35,39.0
5,56.0,5606.0,14.3,40,44.0
5,56.0,5606.0,13.3,45,49.0
5,56.0,5606.0,12.3,50,54.0
5,56.0,5606.0,11.7,55,59.0
5,56.0,5606.0,11.3,60,64.0
5,56.0,5606.0,11.4,65,69.0
5,56.0,5606.0,11,70,74.0
5,56.0,5606.0,10.4,75,79.0
5,56.0,5606.0,9.3,80,84.0
5,56.0,5606.0,8.4,85,
5,57.0,5701.0,0,0,4.0
5,57.0,5701.0,1.4,5,9.0
5,57.0,5701.0,5.9,10,14.0
5,57.0,5701.0,10.4,15,19.0
5,57.0,5701.0,12.9,20,24.0
5,57.0,5701.0,13.4,25,29.0
5,57.0,5701.0,13.4,30,34.0
5,57.0,5701.0,13.2,35,39.0
5,57.0,5701.0,13,40,44.0
5,57.0,5701.0,12.5,45,49.0
5,57.0,5701.0,12,50,54.0
5,57.0,5701.0,11.3,55,59.0
5,57.0,5701.0,10.7,60,64.0
5,57.0,5701.0,10.2,65,69.0
5,57.0,5701.0,9.5,70,74.0
5,57.0,5701.0,8.6,75,79.0
5,57.0,5701.0,7.8,80,84.0
5,57.0,5701.0,7.3,85,
5,57.0,5702.0,0,0,4.0
5,57.0,5702.0,1.7,5,9.0
5,57.0,5702.0,6.1,10,14.0
5,57.0,5702.0,10.7,15,19.0
5,57.0,5702.0,13,20,24.0
5,57.0,5702.0,13.1,25,29.0
5,57.0,5702.0,12.6,30,34.0
5,57.0,5702.0,12.2,35,39.0
5,57.0,5702.0,11.6,40,44.0
5,57.0,5702.0,11.1,45,49.0
5,57.0,5702.0,10.6,50,54.0
5,57.0,5702.0,9.7,55,59.0
5,57.0,5702.0,8.8,60,64.0
5,57.0,5702.0,7.9,65,69.0
5,57.0,5702.0,7.2,70,74.0
5,57.0,5702.0,5.8,75,79.0
5,57.0,5702.0,5.1,80,84.0
