Código región,Código provincia,Código comuna,Grupos de edad,Población censada,Hombres,Mujeres
9,91.0,9113.0,60 a 64,479.0,229.0,250.0
9,91.0,9113.0,65 a 69,419.0,204.0,215.0
9,91.0,9113.0,70 a 74,288.0,151.0,137.0
9,91.0,9113.0,75 a 79,195.0,94.0,101.0
9,91.0,9113.0,80 a 84,153.0,70.0,83.0
9,91.0,9113.0,85 o más,136.0,57.0,79.0
9,91.0,9114.0,0 a 4,1223.0,622.0,601.0
9,91.0,9114.0,5 a 9,1673.0,846.0,827.0
9,91.0,9114.0,10 a 14,1901.0,1011.0,890.0
9,91.0,9114.0,15 a 19,1792.0,897.0,895.0
9,91.0,9114.0,20 a 24,1693.0,875.0,818.0
9,91.0,9114.0,25 a 29,1684.0,809.0,875.0
9,91.0,9114.0,30 a 34,1886.0,885.0,1001.0
9,91.0,9114.0,35 a 39,1774.0,837.0,937.0
9,91.0,9114.0,40 a 44,1775.0,816.0,959.0
9,91.0,9114.0,45 a 49,1617.0,769.0,848.0
9,91.0,9114.0,50 a 54,1897.0,879.0,1018.0
9,91.0,9114.0,55 a 59,1838.0,877.0,961.0
9,91.0,9114.0,60 a 64,1719.0,789.0,930.0
9,91.0,9114.0,65 a 69,1433.0,716.0,717.0
9,91.0,9114.0,70 a 74,1115.0,528.0,587.0
9,91.0,9114.0,75 a 79,855.0,370.0,485.0
9,91.0,9114.0,80 a 84,606.0,262.0,344.0
9,91.0,9114.0,85 o más,560.0,200.0,360.0
9,91.0,9115.0,0 a 4,1620.0,843.0,777.0
9,91.0,9115.0,5 a 9,2260.0,1147.0,1113.0
9,91.0,9115.0,10 a 14,2303.0,1177.0,1126.0
9,91.0,9115.0,15 a 19,1946.0,1001.0,945.0
9,91.0,9115.0,20 a 24,1720.0,864.0,856.0
9,91.0,9115.0,25 a 29,2398.0,1179.0,1219.0
9,91.0,9115.0,30 a 34,2748.0,1323.0,1425.0
9,91.0,9115.0,35 a 39,2549.0,1220.0,1329.0
9,91.0,9115.0,40 a 44,2398.0,1145.0,1253.0
9,91.0,9115.0,45 a 49,2149.0,1070.0,1079.0
9,91.0,9115.0,50 a 54,2088.0,967.0,1121.0
9,91.0,9115.0,55 a 59,1973.0,942.0,1031.0
9,91.0,9115.0,60 a 64,1815.0,878.0,937.0
9,91.0,9115.0,65 a 69,1510.0,707.0,803.0
9,91.0,9115.0,70 a 74,1082.0,513.0,569.0
9,91.0,9115.0,75 a 79,813.0,390.0,423.0
9,91.0,9115.0,80 a 84,527.0,231.0,296.0
9,91.0,9115.0,85 o más,422.0,170.0,252.0
9,91.0,9116.0,0 a 4,591.0,301.0,290.0
9,91.0,9116.0,5 a 9,811.0,376.0,435.0
9,91.0,9116.0,10 a 14,950.0,464.0,486.0
9,91.0,9116.0,15 a 19,890.0,450.0,440.0
9,91.0,9116.0,20 a 24,690.0,353.0,337.0
9,91.0,9116.0,25 a 29,654.0,314.0,340.0
9,91.0,9116.0,30 a 34,812.0,374.0,438.0
9,91.0,9116.0,35 a 39,813.0,376.0,437.0
9,91.0,9116.0,40 a 44,798.0,405.0,393.0
9,91.0,9116.0,45 a 49,798.0,380.0,418.0
9,91.0,9116.0,50 a 54,807.0,391.0,416.0
9,91.0,9116.0,55 a 59,900.0,435.0,465.0
9,91.0,9116.0,60 a 64,882.0,465.0,417.0
9,91.0,9116.0,65 a 69,800.0,415.0,385.0
9,91.0,9116.0,70 a 74,596.0,280.0,316.0
9,91.0,9116.0,75 a 79,477.0,232.0,245.0
9,91.0,9116.0,80 a 84,331.0,154.0,177.0
9,91.0,9116.0,85 o más,277.0,110.0,167.0
9,91.0,9117.0,0 a 4,685.0,331.0,354.0
9,91.0,9117.0,5 a 9,955.0,484.0,471.0
9,91.0,9117.0,10 a 14,1148.0,566.0,582.0
9,91.0,9117.0,15 a 19,969.0,476.0,493.0
9,91.0,9117.0,20 a 24,762.0,386.0,376.0
9,91.0,9117.0,25 a 29,791.0,401.0,390.0
9,91.0,9117.0,30 a 34,1023.0,495.0,528.0
9,91.0,9117.0,35 a 39,997.0,475.0,522.0
9,91.0,9117.0,40 a 44,923.0,463.0,460.0
9,91.0,9117.0,45 a 49,935.0,476.0,459.0
9,91.0,9117.0,50 a 54,1180.0,597.0,583.0
9,91.0,9117.0,55 a 59,1076.0,541.0,535.0
9,91.0,9117.0,60 a 64,1074.0,536.0,538.0
9,91.0,9117.0,65 a 69,1054.0,539.0,515.0
9,91.0,9117.0,70 a 74,718.0,369.0,349.0
9,91.0,9117.0,75 a 79,588.0,291.0,297.0
9,91.0,9117.0,80 a 84,400.0,180.0,220.0
9,91.0,9117.0,85 o más,361.0,152.0,209.0
9,91.0,9118.0,0 a 4,432.0,210.0,222.0
9,91.0,9118.0,5 a 9,603.0,311.0,292.0
9,91.0,9118.0,10 a 14,674.0,369.0,305.0
9,91.0,9118.0,15 a 19,704.0,336.0,368.0
9,91.0,9118.0,20 a 24,576.0,280.0,296.0
9,91.0,9118.0,25 a 29,564.0,281.0,283.0
9,91.0,9118.0,30 a 34,610.0,299.0,311.0
9,91.0,9118.0,35 a 39,607.0,279.0,328.0
9,91.0,9118.0,40 a 44,588.0,277.0,311.0
9,91.0,9118.0,45 a 49,575.0,286.0,289.0
9,91.0,9118.0,50 a 54,767.0,384.0,383.0
9,91.0,9118.0,55 a 59,748.0,361.0,387.0
9,91.0,9118.0,60 a 64,723.0,369.0,354.0
9,91.0,9118.0,65 a 69,602.0,310.0,292.0
9,91.0,9118.0,70 a 74,444.0,219.0,225.0
9,91.0,9118.0,75 a 79,354.0,169.0,185.0
9,91.0,9118.0,80 a 84,237.0,103.0,134.0
9,91.0,9118.0,85 o más,233.0,98.0,135.0
9,91.0,9119.0,0 a 4,1563.0,750.0,813.0
9,91.0,9119.0,5 a 9,2196.0,1114.0,1082.0
9,91.0,9119.0,10 a 14,2360.0,1216.0,1144.0
9,91.0,9119.0,15 a 19,2362.0,1215.0,1147.0
9,91.0,9119.0,20 a 24,2075.0,1012.0,1063.0
9,91.0,9119.0,25 a 29,2041.0,1014.0,1027.0
9,91.0,9119.0,30 a 34,2379.0,1130.0,1249.0
9,91.0,9119.0,35 a 39,2103.0,1000.0,1103.0
9,91.0,9119.0,40 a 44,2056.0,993.0,1063.0
9,91.0,9119.0,45 a 49,2047.0,984.0,1063.0
9,91.0,9119.0,50 a 54,2232.0,1079.0,1153.0
9,91.0,9119.0,55 a 59,2028.0,991.0,1037.0
9,91.0,9119.0,60 a 64,1809.0,918.0,891.0
9,91.0,9119.0,65 a 69,1457.0,679.0,778.0
9,91.0,9119.0,70 a 74,1098.0,525.0,573.0
9,91.0,9119.0,75 a 79,812.0,383.0,429.0
9,91.0,9119.0,80 a 84,495.0,202.0,293.0
9,91.0,9119.0,85 o más,462.0,181.0,281.0
9,91.0,9120.0,0 a 4,3446.0,1758.0,1688.0
9,91.0,9120.0,5 a 9,4832.0,2459.0,2373.0
9,91.0,9120.0,10 a 14,4912.0,2526.0,2386.0
9,91.0,9120.0,15 a 19,4401.0,2302.0,2099.0
9,91.0,9120.0,20 a 24,3646.0,1839.0,1807.0
9,91.0,9120.0,25 a 29,4344.0,2116.0,2228.0
9,91.0,9120.0,30 a 34,5272.0,2534.0,2738.0
9,91.0,9120.0,35 a 39,5116.0,2398.0,2718.0
9,91.0,9120.0,40 a 44,4797.0,2240.0,2557.0
9,91.0,9120.0,45 a 49,4192.0,2009.0,2183.0
9,91.0,9120.0,50 a 54,4400.0,2121.0,2279.0
9,91.0,9120.0,55 a 59,4497.0,2107.0,2390.0
9,91.0,9120.0,60 a 64,4035.0,1896.0,2139.0
9,91.0,9120.0,65 a 69,3403.0,1670.0,1733.0
9,91.0,9120.0,70 a 74,2416.0,1159.0,1257.0
9,91.0,9120.0,75 a 79,1800.0,806.0,994.0
9,91.0,9120.0,80 a 84,1199.0,493.0,706.0
9,91.0,9120.0,85 o más,1029.0,374.0,655.0
9,91.0,9121.0,0 a 4,665.0,357.0,308.0
9,91.0,9121.0,5 a 9,964.0,497.0,467.0
9,91.0,9121.0,10 a 14,1054.0,555.0,499.0
9,91.0,9121.0,15 a 19,949.0,488.0,461.0
9,91.0,9121.0,20 a 24,840.0,416.0,424.0
9,91.0,9121.0,25 a 29,832.0,410.0,422.0
9,91.0,9121.0,30 a 34,870.0,413.0,457.0
9,91.0,9121.0,35 a 39,896.0,437.0,459.0
9,91.0,9121.0,40 a 44,839.0,395.0,444.0
9,91.0,9121.0,45 a 49,751.0,343.0,408.0
9,91.0,9121.0,50 a 54,802.0,425.0,377.0
9,91.0,9121.0,55 a 59,859.0,422.0,437.0
9,91.0,9121.0,60 a 64,797.0,401.0,396.0
9,91.0,9121.0,65 a 69,669.0,339.0,330.0
9,91.0,9121.0,70 a 74,500.0,264.0,236.0
9,91.0,9121.0,75 a 79,363.0,185.0,178.0
9,91.0,9121.0,80 a 84,250.0,118.0,132.0
9,91.0,9121.0,85 o más,267.0,113.0,154.0
9,92.0,9201.0,0 a 4,2546.0,1294.0,1252.0
9,92.0,9201.0,5 a 9,3470.0,1825.0,1645.0
9,92.0,9201.0,10 a 14,3791.0,1929.0,1862.0
9,92.0,9201.0,15 a 19,3644.0,1888.0,1756.0
9,92.0,9201.0,20 a 24,3080.0,1539.0,1541.0
9,92.0,9201.0,25 a 29,3624.0,1758.0,1866.0
9,92.0,9201.0,30 a 34,4199.0,2001.0,2198.0
9,92.0,9201.0,35 a 39,3828.0,1789.0,2039.0
9,92.0,9201.0,40 a 44,3419.0,1508.0,1911.0
9,92.0,9201.0,45 a 49,3186.0,1459.0,1727.0
9,92.0,9201.0,50 a 54,3406.0,1566.0,1840.0
9,92.0,9201.0,55 a 59,3376.0,1530.0,1846.0
9,92.0,9201.0,60 a 64,3230.0,1448.0,1782.0
9,92.0,9201.0,65 a 69,2675.0,1277.0,1398.0
9,92.0,9201.0,70 a 74,2042.0,899.0,1143.0
9,92.0,9201.0,75 a 79,1521.0,672.0,849.0
9,92.0,9201.0,80 a 84,1042.0,418.0,624.0
9,92.0,9201.0,85 o más,943.0,343.0,600.0
9,92.0,9202.0,0 a 4,1157.0,574.0,583.0
9,92.0,9202.0,5 a 9,1517.0,773.0,744.0
9,92.0,9202.0,10 a 14,1892.0,979.0,913.0
9,92.0,9202.0,15 a 19,1800.0,943.0,857.0
9,92.0,9202.0,20 a 24,1568.0,763.0,805.0
9,92.0,9202.0,25 a 29,1484.0,717.0,767.0
9,92.0,9202.0,30 a 34,1766.0,836.0,930.0
9,92.0,9202.0,35 a 39,1645.0,758.0,887.0
9,92.0,9202.0,40 a 44,1530.0,696.0,834.0
9,92.0,9202.0,45 a 49,1452.0,650.0,802.0
9,92.0,9202.0,50 a 54,1605.0,780.0,825.0
9,92.0,9202.0,55 a 59,1610.0,765.0,845.0
9,92.0,9202.0,60 a 64,1538.0,758.0,780.0
9,92.0,9202.0,65 a 69,1292.0,628.0,664.0
9,92.0,9202.0,70 a 74,926.0,428.0,498.0
9,92.0,9202.0,75 a 79,665.0,314.0,351.0
9,92.0,9202.0,80 a 84,477.0,219.0,258.0
9,92.0,9202.0,85 o más,379.0,150.0,229.0
9,92.0,9203.0,0 a 4,774.0,390.0,384.0
9,92.0,9203.0,5 a 9,1196.0,633.0,563.0
9,92.0,9203.0,10 a 14,1215.0,633.0,582.0
9,92.0,9203.0,15 a 19,1185.0,607.0,578.0
9,92.0,9203.0,20 a 24,984.0,508.0,476.0
9,92.0,9203.0,25 a 29,1059.0,513.0,546.0
9,92.0,9203.0,30 a 34,1237.0,590.0,647.0
9,92.0,9203.0,35 a 39,1198.0,589.0,609.0
9,92.0,9203.0,40 a 44,1227.0,569.0,658.0
9,92.0,9203.0,45 a 49,1061.0,485.0,576.0
9,92.0,9203.0,50 a 54,1322.0,615.0,707.0
9,92.0,9203.0,55 a 59,1294.0,620.0,674.0
9,92.0,9203.0,60 a 64,1268.0,608.0,660.0
9,92.0,9203.0,65 a 69,1079.0,508.0,571.0
9,92.0,9203.0,70 a 74,894.0,402.0,492.0
9,92.0,9203.0,75 a 79,675.0,300.0,375.0
9,92.0,9203.0,80 a 84,466.0,208.0,258.0
9,92.0,9203.0,85 o más,402.0,166.0,236.0
9,92.0,9204.0,0 a 4,413.0,213.0,200.0
9,92.0,9204.0,5 a 9,553.0,266.0,287.0
9,92.0,9204.0,10 a 14,605.0,304.0,301.0
9,92.0,9204.0,15 a 19,599.0,302.0,297.0
9,92.0,9204.0,20 a 24,481.0,259.0,222.0
9,92.0,9204.0,25 a 29,481.0,227.0,254.0
9,92.0,9204.0,30 a 34,512.0,240.0,272.0
9,92.0,9204.0,35 a 39,470.0,225.0,245.0
9,92.0,9204.0,40 a 44,503.0,247.0,256.0
9,92.0,9204.0,45 a 49,466.0,222.0,244.0
9,92.0,9204.0,50 a 54,519.0,236.0,283.0
9,92.0,9204.0,55 a 59,462.0,216.0,246.0
9,92.0,9204.0,60 a 64,441.0,201.0,240.0
9,92.0,9204.0,65 a 69,378.0,191.0,187.0
9,92.0,9204.0,70 a 74,327.0,162.0,165.0
9,92.0,9204.0,75 a 79,236.0,114.0,122.0
9,92.0,9204.0,80 a 84,150.0,67.0,83.0
9,92.0,9204.0,85 o más,134.0,58.0,76.0
9,92.0,9205.0,0 a 4,586.0,278.0,308.0
9,92.0,9205.0,5 a 9,733.0,373.0,360.0
9,92.0,9205.0,10 a 14,755.0,370.0,385.0
9,92.0,9205.0,15 a 19,659.0,365.0,294.0
9,92.0,9205.0,20 a 24,645.0,322.0,323.0
9,92.0,9205.0,25 a 29,719.0,366.0,353.0
9,92.0,9205.0,30 a 34,708.0,342.0,366.0
9,92.0,9205.0,35 a 39,609.0,302.0,307.0
9,92.0,9205.0,40 a 44,649.0,301.0,348.0
9,92.0,9205.0,45 a 49,629.0,339.0,290.0
9,92.0,9205.0,50 a 54,725.0,362.0,363.0
9,92.0,9205.0,55 a 59,649.0,319.0,330.0
9,92.0,9205.0,60 a 64,594.0,296.0,298.0
9,92.0,9205.0,65 a 69,546.0,286.0,260.0
9,92.0,9205.0,70 a 74,349.0,187.0,162.0
9,92.0,9205.0,75 a 79,293.0,139.0,154.0
9,92.0,9205.0,80 a 84,191.0,101.0,90.0
9,92.0,9205.0,85 o más,208.0,77.0,131.0
9,92.0,9206.0,0 a 4,384.0,198.0,186.0
9,92.0,9206.0,5 a 9,445.0,232.0,213.0
9,92.0,9206.0,10 a 14,485.0,247.0,238.0
9,92.0,9206.0,15 a 19,471.0,232.0,239.0
9,92.0,9206.0,20 a 24,398.0,204.0,194.0
9,92.0,9206.0,25 a 29,431.0,205.0,226.0
9,92.0,9206.0,30 a 34,479.0,235.0,244.0
9,92.0,9206.0,35 a 39,479.0,209.0,270.0
9,92.0,9206.0,40 a 44,456.0,226.0,230.0
9,92.0,9206.0,45 a 49,440.0,206.0,234.0
9,92.0,9206.0,50 a 54,540.0,254.0,286.0
9,92.0,9206.0,55 a 59,515.0,269.0,246.0
9,92.0,9206.0,60 a 64,511.0,269.0,242.0
9,92.0,9206.0,65 a 69,411.0,221.0,190.0
9,92.0,9206.0,70 a 74,330.0,162.0,168.0
9,92.0,9206.0,75 a 79,272.0,144.0,128.0
9,92.0,9206.0,80 a 84,159.0,70.0,89.0
9,92.0,9206.0,85 o más,142.0,53.0,89.0
9,92.0,9207.0,0 a 4,435.0,223.0,212.0
9,92.0,9207.0,5 a 9,603.0,309.0,294.0
9,92.0,9207.0,10 a 14,632.0,342.0,290.0
9,92.0,9207.0,15 a 19,664.0,339.0,325.0
9,92.0,9207.0,20 a 24,529.0,274.0,255.0
9,92.0,9207.0,25 a 29,555.0,255.0,300.0
9,92.0,9207.0,30 a 34,568.0,270.0,298.0
9,92.0,9207.0,35 a 39,558.0,263.0,295.0
9,92.0,9207.0,40 a 44,626.0,303.0,323.0
9,92.0,9207.0,45 a 49,571.0,291.0,280.0
9,92.0,9207.0,50 a 54,652.0,337.0,315.0
9,92.0,9207.0,55 a 59,676.0,351.0,325.0
9,92.0,9207.0,60 a 64,601.0,318.0,283.0
9,92.0,9207.0,65 a 69,495.0,266.0,229.0
9,92.0,9207.0,70 a 74,398.0,218.0,180.0
9,92.0,9207.0,75 a 79,303.0,156.0,147.0
9,92.0,9207.0,80 a 84,209.0,98.0,111.0
9,92.0,9207.0,85 o más,178.0,78.0,100.0
9,92.0,9208.0,0 a 4,566.0,275.0,291.0
9,92.0,9208.0,5 a 9,819.0,405.0,414.0
9,92.0,9208.0,10 a 14,874.0,452.0,422.0
9,92.0,9208.0,15 a 19,810.0,396.0,414.0
9,92.0,9208.0,20 a 24,641.0,304.0,337.0
9,92.0,9208.0,25 a 29,745.0,349.0,396.0
9,92.0,9208.0,30 a 34,885.0,426.0,459.0
9,92.0,9208.0,35 a 39,742.0,344.0,398.0
9,92.0,9208.0,40 a 44,777.0,348.0,429.0
9,92.0,9208.0,45 a 49,705.0,328.0,377.0
9,92.0,9208.0,50 a 54,791.0,381.0,410.0
9,92.0,9208.0,55 a 59,877.0,390.0,487.0
9,92.0,9208.0,60 a 64,857.0,423.0,434.0
9,92.0,9208.0,65 a 69,691.0,330.0,361.0
9,92.0,9208.0,70 a 74,515.0,253.0,262.0
9,92.0,9208.0,75 a 79,355.0,156.0,199.0
9,92.0,9208.0,80 a 84,262.0,119.0,143.0
9,92.0,9208.0,85 o más,272.0,114.0,158.0
9,92.0,9209.0,0 a 4,558.0,279.0,279.0
9,92.0,9209.0,5 a 9,704.0,356.0,348.0
9,92.0,9209.0,10 a 14,750.0,386.0,364.0
9,92.0,9209.0,15 a 19,725.0,382.0,343.0
9,92.0,9209.0,20 a 24,651.0,317.0,334.0
9,92.0,9209.0,25 a 29,605.0,264.0,341.0
9,92.0,9209.0,30 a 34,796.0,350.0,446.0
9,92.0,9209.0,35 a 39,705.0,334.0,371.0
9,92.0,9209.0,40 a 44,701.0,337.0,364.0
9,92.0,9209.0,45 a 49,652.0,310.0,342.0
9,92.0,9209.0,50 a 54,743.0,350.0,393.0
9,92.0,9209.0,55 a 59,749.0,375.0,374.0
9,92.0,9209.0,60 a 64,693.0,329.0,364.0
9,92.0,9209.0,65 a 69,553.0,274.0,279.0
9,92.0,9209.0,70 a 74,445.0,220.0,225.0
9,92.0,9209.0,75 a 79,324.0,148.0,176.0
9,92.0,9209.0,80 a 84,178.0,82.0,96.0
9,92.0,9209.0,85 o más,154.0,57.0,97.0
9,92.0,9210.0,0 a 4,906.0,470.0,436.0
9,92.0,9210.0,5 a 9,1233.0,641.0,592.0
9,92.0,9210.0,10 a 14,1321.0,679.0,642.0
9,92.0,9210.0,15 a 19,1231.0,623.0,608.0
9,92.0,9210.0,20 a 24,1100.0,542.0,558.0
9,92.0,9210.0,25 a 29,1141.0,552.0,589.0
9,92.0,9210.0,30 a 34,1222.0,555.0,667.0
9,92.0,9210.0,35 a 39,1113.0,488.0,625.0
9,92.0,9210.0,40 a 44,1151.0,540.0,611.0
9,92.0,9210.0,45 a 49,1075.0,465.0,610.0
9,92.0,9210.0,50 a 54,1142.0,543.0,599.0
9,92.0,9210.0,55 a 59,1360.0,631.0,729.0
9,92.0,9210.0,60 a 64,1370.0,667.0,703.0
9,92.0,9210.0,65 a 69,1086.0,522.0,564.0
9,92.0,9210.0,70 a 74,861.0,391.0,470.0
9,92.0,9210.0,75 a 79,643.0,300.0,343.0
9,92.0,9210.0,80 a 84,496.0,201.0,295.0
9,92.0,9210.0,85 o más,422.0,161.0,261.0
9,92.0,9211.0,0 a 4,1665.0,842.0,823.0
9,92.0,9211.0,5 a 9,2245.0,1179.0,1066.0
9,92.0,9211.0,10 a 14,2308.0,1183.0,1125.0
9,92.0,9211.0,15 a 19,2227.0,1181.0,1046.0
9,92.0,9211.0,20 a 24,2054.0,1049.0,1005.0
9,92.0,9211.0,25 a 29,2218.0,1087.0,1131.0
9,92.0,9211.0,30 a 34,2461.0,1198.0,1263.0
9,92.0,9211.0,35 a 39,2348.0,1097.0,1251.0
9,92.0,9211.0,40 a 44,2098.0,982.0,1116.0
9,92.0,9211.0,45 a 49,2080.0,985.0,1095.0
9,92.0,9211.0,50 a 54,2207.0,1049.0,1158.0
9,92.0,9211.0,55 a 59,2451.0,1133.0,1318.0
9,92.0,9211.0,60 a 64,2243.0,1038.0,1205.0
9,92.0,9211.0,65 a 69,1831.0,895.0,936.0
9,92.0,9211.0,70 a 74,1492.0,679.0,813.0
9,92.0,9211.0,75 a 79,1140.0,496.0,644.0
9,92.0,9211.0,80 a 84,734.0,300.0,434.0
9,92.0,9211.0,85 o más,662.0,227.0,435.0
14,141.0,14101.0,0 a 4,6974.0,3546.0,3428.0
14,141.0,14101.0,5 a 9,9651.0,4883.0,4768.0
14,141.0,14101.0,10 a 14,10852.0,5545.0,5307.0
14,141.0,14101.0,15 a 19,11760.0,5890.0,5870.0
14,141.0,14101.0,20 a 24,13920.0,6869.0,7051.0
14,141.0,14101.0,25 a 29,13293.0,6810.0,6483.0
14,141.0,14101.0,30 a 34,13994.0,7014.0,6980.0
14,141.0,14101.0,35 a 39,12617.0,6150.0,6467.0
14,141.0,14101.0,40 a 44,11724.0,5591.0,6133.0
14,141.0,14101.0,45 a 49,10172.0,4820.0,5352.0
14,141.0,14101.0,50 a 54,10235.0,4777.0,5458.0
14,141.0,14101.0,55 a 59,10581.0,4922.0,5659.0
14,141.0,14101.0,60 a 64,10098.0,4590.0,5508.0
14,141.0,14101.0,65 a 69,8054.0,3767.0,4287.0
14,141.0,14101.0,70 a 74,6082.0,2648.0,3434.0
14,141.0,14101.0,75 a 79,4446.0,1870.0,2576.0
14,141.0,14101.0,80 a 84,2924.0,1146.0,1778.0
14,141.0,14101.0,85 o más,2666.0,822.0,1844.0
14,141.0,14102.0,0 a 4,215.0,107.0,108.0
14,141.0,14102.0,5 a 9,283.0,133.0,150.0
14,141.0,14102.0,10 a 14,367.0,172.0,195.0
14,141.0,14102.0,15 a 19,352.0,194.0,158.0
14,141.0,14102.0,20 a 24,307.0,163.0,144.0
14,141.0,14102.0,25 a 29,304.0,161.0,143.0
14,141.0,14102.0,30 a 34,374.0,176.0,198.0
14,141.0,14102.0,35 a 39,379.0,180.0,199.0
14,141.0,14102.0,40 a 44,277.0,133.0,144.0
14,141.0,14102.0,45 a 49,289.0,139.0,150.0
14,141.0,14102.0,50 a 54,411.0,210.0,201.0
14,141.0,14102.0,55 a 59,483.0,249.0,234.0
14,141.0,14102.0,60 a 64,412.0,200.0,212.0
14,141.0,14102.0,65 a 69,364.0,196.0,168.0
14,141.0,14102.0,70 a 74,262.0,147.0,115.0
14,141.0,14102.0,75 a 79,168.0,83.0,85.0
14,141.0,14102.0,80 a 84,142.0,57.0,85.0
14,141.0,14102.0,85 o más,112.0,46.0,66.0
14,141.0,14103.0,0 a 4,775.0,383.0,392.0
14,141.0,14103.0,5 a 9,1080.0,550.0,530.0
14,141.0,14103.0,10 a 14,1205.0,600.0,605.0
14,141.0,14103.0,15 a 19,1154.0,626.0,528.0
14,141.0,14103.0,20 a 24,1104.0,569.0,535.0
14,141.0,14103.0,25 a 29,1119.0,542.0,577.0
14,141.0,14103.0,30 a 34,1160.0,545.0,615.0
14,141.0,14103.0,35 a 39,1093.0,513.0,580.0
14,141.0,14103.0,40 a 44,1059.0,479.0,580.0
14,141.0,14103.0,45 a 49,1004.0,483.0,521.0
14,141.0,14103.0,50 a 54,1086.0,518.0,568.0
14,141.0,14103.0,55 a 59,1195.0,563.0,632.0
14,141.0,14103.0,60 a 64,1119.0,521.0,598.0
14,141.0,14103.0,65 a 69,882.0,419.0,463.0
14,141.0,14103.0,70 a 74,679.0,334.0,345.0
14,141.0,14103.0,75 a 79,488.0,229.0,259.0
14,141.0,14103.0,80 a 84,347.0,135.0,212.0
14,141.0,14103.0,85 o más,327.0,124.0,203.0
14,141.0,14104.0,0 a 4,1034.0,538.0,496.0
14,141.0,14104.0,5 a 9,1288.0,633.0,655.0
14,141.0,14104.0,10 a 14,1578.0,780.0,798.0
14,141.0,14104.0,15 a 19,1473.0,792.0,681.0
14,141.0,14104.0,20 a 24,1320.0,675.0,645.0
14,141.0,14104.0,25 a 29,1354.0,676.0,678.0
14,141.0,14104.0,30 a 34,1526.0,758.0,768.0
14,141.0,14104.0,35 a 39,1526.0,711.0,815.0
14,141.0,14104.0,40 a 44,1340.0,638.0,702.0
14,141.0,14104.0,45 a 49,1310.0,664.0,646.0
14,141.0,14104.0,50 a 54,1451.0,741.0,710.0
14,141.0,14104.0,55 a 59,1433.0,685.0,748.0
14,141.0,14104.0,60 a 64,1430.0,678.0,752.0
14,141.0,14104.0,65 a 69,1140.0,600.0,540.0
14,141.0,14104.0,70 a 74,843.0,409.0,434.0
14,141.0,14104.0,75 a 79,631.0,318.0,313.0
14,141.0,14104.0,80 a 84,427.0,182.0,245.0
14,141.0,14104.0,85 o más,327.0,118.0,209.0
14,141.0,14105.0,0 a 4,378.0,187.0,191.0
14,141.0,14105.0,5 a 9,490.0,246.0,244.0
14,141.0,14105.0,10 a 14,573.0,287.0,286.0
14,141.0,14105.0,15 a 19,585.0,292.0,293.0
14,141.0,14105.0,20 a 24,504.0,236.0,268.0
14,141.0,14105.0,25 a 29,470.0,238.0,232.0
14,141.0,14105.0,30 a 34,656.0,325.0,331.0
14,141.0,14105.0,35 a 39,562.0,265.0,297.0
14,141.0,14105.0,40 a 44,490.0,243.0,247.0
14,141.0,14105.0,45 a 49,426.0,211.0,215.0
14,141.0,14105.0,50 a 54,488.0,244.0,244.0
14,141.0,14105.0,55 a 59,602.0,286.0,316.0
14,141.0,14105.0,60 a 64,531.0,252.0,279.0
14,141.0,14105.0,65 a 69,449.0,238.0,211.0
14,141.0,14105.0,70 a 74,328.0,158.0,170.0
14,141.0,14105.0,75 a 79,239.0,115.0,124.0
14,141.0,14105.0,80 a 84,173.0,76.0,97.0
14,141.0,14105.0,85 o más,130.0,48.0,82.0
14,141.0,14106.0,0 a 4,1211.0,583.0,628.0
14,141.0,14106.0,5 a 9,1543.0,811.0,732.0
14,141.0,14106.0,10 a 14,1824.0,889.0,935.0
14,141.0,14106.0,15 a 19,1772.0,891.0,881.0
14,141.0,14106.0,20 a 24,1478.0,753.0,725.0
14,141.0,14106.0,25 a 29,1584.0,767.0,817.0
14,141.0,14106.0,30 a 34,1720.0,787.0,933.0
14,141.0,14106.0,35 a 39,1470.0,738.0,732.0
14,141.0,14106.0,40 a 44,1435.0,663.0,772.0
14,141.0,14106.0,45 a 49,1347.0,616.0,731.0
14,141.0,14106.0,50 a 54,1456.0,695.0,761.0
14,141.0,14106.0,55 a 59,1513.0,756.0,757.0
14,141.0,14106.0,60 a 64,1334.0,646.0,688.0
14,141.0,14106.0,65 a 69,1082.0,546.0,536.0
14,141.0,14106.0,70 a 74,822.0,427.0,395.0
14,141.0,14106.0,75 a 79,615.0,283.0,332.0
14,141.0,14106.0,80 a 84,418.0,187.0,231.0
14,141.0,14106.0,85 o más,349.0,142.0,207.0
14,141.0,14107.0,0 a 4,904.0,472.0,432.0
14,141.0,14107.0,5 a 9,1162.0,596.0,566.0
14,141.0,14107.0,10 a 14,1415.0,723.0,692.0
14,141.0,14107.0,15 a 19,1382.0,714.0,668.0
14,141.0,14107.0,20 a 24,1230.0,605.0,625.0
14,141.0,14107.0,25 a 29,1224.0,574.0,650.0
14,141.0,14107.0,30 a 34,1355.0,638.0,717.0
14,141.0,14107.0,35 a 39,1263.0,596.0,667.0
14,141.0,14107.0,40 a 44,1183.0,554.0,629.0
14,141.0,14107.0,45 a 49,1178.0,578.0,600.0
14,141.0,14107.0,50 a 54,1275.0,596.0,679.0
14,141.0,14107.0,55 a 59,1466.0,713.0,753.0
14,141.0,14107.0,60 a 64,1315.0,624.0,691.0
