Código región,Código provincia,Código comuna,Grupos de edad,Población censada,Hombres,Mujeres
5,54.0,5405.0,35 a 39,590.0,285.0,305.0
5,54.0,5405.0,40 a 44,562.0,283.0,279.0
5,54.0,5405.0,45 a 49,521.0,252.0,269.0
5,54.0,5405.0,50 a 54,455.0,215.0,240.0
5,54.0,5405.0,55 a 59,454.0,225.0,229.0
5,54.0,5405.0,60 a 64,586.0,279.0,307.0
5,54.0,5405.0,65 a 69,484.0,237.0,247.0
5,54.0,5405.0,70 a 74,399.0,183.0,216.0
5,54.0,5405.0,75 a 79,252.0,125.0,127.0
5,54.0,5405.0,80 a 84,182.0,82.0,100.0
5,54.0,5405.0,85 o más,156.0,64.0,92.0
5,55.0,5501.0,0 a 4,4410.0,2285.0,2125.0
5,55.0,5501.0,5 a 9,5971.0,3053.0,2918.0
5,55.0,5501.0,10 a 14,6709.0,3421.0,3288.0
5,55.0,5501.0,15 a 19,6346.0,3238.0,3108.0
5,55.0,5501.0,20 a 24,6368.0,3283.0,3085.0
5,55.0,5501.0,25 a 29,7016.0,3558.0,3458.0
5,55.0,5501.0,30 a 34,7832.0,3902.0,3930.0
5,55.0,5501.0,35 a 39,7217.0,3494.0,3723.0
5,55.0,5501.0,40 a 44,6553.0,3194.0,3359.0
5,55.0,5501.0,45 a 49,5767.0,2746.0,3021.0
5,55.0,5501.0,50 a 54,5685.0,2646.0,3039.0
5,55.0,5501.0,55 a 59,5623.0,2528.0,3095.0
5,55.0,5501.0,60 a 64,5863.0,2618.0,3245.0
5,55.0,5501.0,65 a 69,5020.0,2269.0,2751.0
5,55.0,5501.0,70 a 74,3858.0,1765.0,2093.0
5,55.0,5501.0,75 a 79,2889.0,1261.0,1628.0
5,55.0,5501.0,80 a 84,1901.0,800.0,1101.0
5,55.0,5501.0,85 o más,1725.0,560.0,1165.0
5,55.0,5502.0,0 a 4,2364.0,1213.0,1151.0
5,55.0,5502.0,5 a 9,3138.0,1577.0,1561.0
5,55.0,5502.0,10 a 14,3567.0,1824.0,1743.0
5,55.0,5502.0,15 a 19,3525.0,1812.0,1713.0
5,55.0,5502.0,20 a 24,3458.0,1734.0,1724.0
5,55.0,5502.0,25 a 29,3641.0,1833.0,1808.0
5,55.0,5502.0,30 a 34,3774.0,1868.0,1906.0
5,55.0,5502.0,35 a 39,3484.0,1732.0,1752.0
5,55.0,5502.0,40 a 44,3279.0,1588.0,1691.0
5,55.0,5502.0,45 a 49,2927.0,1412.0,1515.0
5,55.0,5502.0,50 a 54,3039.0,1406.0,1633.0
5,55.0,5502.0,55 a 59,3142.0,1492.0,1650.0
5,55.0,5502.0,60 a 64,3167.0,1445.0,1722.0
5,55.0,5502.0,65 a 69,2721.0,1270.0,1451.0
5,55.0,5502.0,70 a 74,2010.0,926.0,1084.0
5,55.0,5502.0,75 a 79,1510.0,648.0,862.0
5,55.0,5502.0,80 a 84,1033.0,428.0,605.0
5,55.0,5502.0,85 o más,852.0,305.0,547.0
5,55.0,5503.0,0 a 4,1018.0,513.0,505.0
5,55.0,5503.0,5 a 9,1213.0,587.0,626.0
5,55.0,5503.0,10 a 14,1357.0,654.0,703.0
5,55.0,5503.0,15 a 19,1261.0,645.0,616.0
5,55.0,5503.0,20 a 24,1286.0,657.0,629.0
5,55.0,5503.0,25 a 29,1389.0,728.0,661.0
5,55.0,5503.0,30 a 34,1468.0,707.0,761.0
5,55.0,5503.0,35 a 39,1372.0,682.0,690.0
5,55.0,5503.0,40 a 44,1240.0,621.0,619.0
5,55.0,5503.0,45 a 49,1149.0,553.0,596.0
5,55.0,5503.0,50 a 54,1236.0,593.0,643.0
5,55.0,5503.0,55 a 59,1285.0,621.0,664.0
5,55.0,5503.0,60 a 64,1262.0,626.0,636.0
5,55.0,5503.0,65 a 69,922.0,458.0,464.0
5,55.0,5503.0,70 a 74,705.0,355.0,350.0
5,55.0,5503.0,75 a 79,518.0,267.0,251.0
5,55.0,5503.0,80 a 84,337.0,152.0,185.0
5,55.0,5503.0,85 o más,268.0,99.0,169.0
5,55.0,5504.0,0 a 4,1255.0,620.0,635.0
5,55.0,5504.0,5 a 9,1804.0,919.0,885.0
5,55.0,5504.0,10 a 14,1977.0,1036.0,941.0
5,55.0,5504.0,15 a 19,1697.0,863.0,834.0
5,55.0,5504.0,20 a 24,1549.0,803.0,746.0
5,55.0,5504.0,25 a 29,1464.0,716.0,748.0
5,55.0,5504.0,30 a 34,2028.0,982.0,1046.0
5,55.0,5504.0,35 a 39,2221.0,1020.0,1201.0
5,55.0,5504.0,40 a 44,2094.0,976.0,1118.0
5,55.0,5504.0,45 a 49,1667.0,801.0,866.0
5,55.0,5504.0,50 a 54,1470.0,706.0,764.0
5,55.0,5504.0,55 a 59,1371.0,596.0,775.0
5,55.0,5504.0,60 a 64,1286.0,601.0,685.0
5,55.0,5504.0,65 a 69,1010.0,466.0,544.0
5,55.0,5504.0,70 a 74,797.0,371.0,426.0
5,55.0,5504.0,75 a 79,569.0,252.0,317.0
5,55.0,5504.0,80 a 84,359.0,141.0,218.0
5,55.0,5504.0,85 o más,321.0,124.0,197.0
5,55.0,5506.0,0 a 4,973.0,491.0,482.0
5,55.0,5506.0,5 a 9,1378.0,702.0,676.0
5,55.0,5506.0,10 a 14,1492.0,751.0,741.0
5,55.0,5506.0,15 a 19,1537.0,813.0,724.0
5,55.0,5506.0,20 a 24,1449.0,753.0,696.0
5,55.0,5506.0,25 a 29,1590.0,786.0,804.0
5,55.0,5506.0,30 a 34,1416.0,718.0,698.0
5,55.0,5506.0,35 a 39,1421.0,721.0,700.0
5,55.0,5506.0,40 a 44,1287.0,616.0,671.0
5,55.0,5506.0,45 a 49,1347.0,615.0,732.0
5,55.0,5506.0,50 a 54,1462.0,712.0,750.0
5,55.0,5506.0,55 a 59,1535.0,736.0,799.0
5,55.0,5506.0,60 a 64,1508.0,720.0,788.0
5,55.0,5506.0,65 a 69,1226.0,604.0,622.0
5,55.0,5506.0,70 a 74,945.0,476.0,469.0
5,55.0,5506.0,75 a 79,691.0,301.0,390.0
5,55.0,5506.0,80 a 84,457.0,196.0,261.0
5,55.0,5506.0,85 o más,422.0,138.0,284.0
5,56.0,5601.0,0 a 4,4525.0,2285.0,2240.0
5,56.0,5601.0,5 a 9,6366.0,3271.0,3095.0
5,56.0,5601.0,10 a 14,6936.0,3510.0,3426.0
5,56.0,5601.0,15 a 19,6514.0,3422.0,3092.0
5,56.0,5601.0,20 a 24,6272.0,3265.0,3007.0
5,56.0,5601.0,25 a 29,6660.0,3393.0,3267.0
5,56.0,5601.0,30 a 34,7543.0,3743.0,3800.0
5,56.0,5601.0,35 a 39,7161.0,3544.0,3617.0
5,56.0,5601.0,40 a 44,6391.0,3047.0,3344.0
5,56.0,5601.0,45 a 49,5814.0,2774.0,3040.0
5,56.0,5601.0,50 a 54,5839.0,2820.0,3019.0
5,56.0,5601.0,55 a 59,6072.0,2846.0,3226.0
5,56.0,5601.0,60 a 64,6094.0,2702.0,3392.0
5,56.0,5601.0,65 a 69,5048.0,2361.0,2687.0
5,56.0,5601.0,70 a 74,3677.0,1682.0,1995.0
5,56.0,5601.0,75 a 79,2645.0,1149.0,1496.0
5,56.0,5601.0,80 a 84,1715.0,652.0,1063.0
5,56.0,5601.0,85 o más,1498.0,506.0,992.0
5,56.0,5602.0,0 a 4,656.0,336.0,320.0
5,56.0,5602.0,5 a 9,875.0,454.0,421.0
5,56.0,5602.0,10 a 14,885.0,440.0,445.0
5,56.0,5602.0,15 a 19,753.0,403.0,350.0
5,56.0,5602.0,20 a 24,709.0,390.0,319.0
5,56.0,5602.0,25 a 29,787.0,380.0,407.0
5,56.0,5602.0,30 a 34,977.0,474.0,503.0
5,56.0,5602.0,35 a 39,1049.0,498.0,551.0
5,56.0,5602.0,40 a 44,1058.0,492.0,566.0
5,56.0,5602.0,45 a 49,999.0,477.0,522.0
5,56.0,5602.0,50 a 54,1010.0,496.0,514.0
5,56.0,5602.0,55 a 59,1065.0,489.0,576.0
5,56.0,5602.0,60 a 64,1241.0,553.0,688.0
5,56.0,5602.0,65 a 69,1276.0,579.0,697.0
5,56.0,5602.0,70 a 74,1100.0,484.0,616.0
5,56.0,5602.0,75 a 79,797.0,383.0,414.0
5,56.0,5602.0,80 a 84,489.0,216.0,273.0
5,56.0,5602.0,85 o más,350.0,129.0,221.0
5,56.0,5603.0,0 a 4,1092.0,588.0,504.0
5,56.0,5603.0,5 a 9,1523.0,762.0,761.0
5,56.0,5603.0,10 a 14,1703.0,866.0,837.0
5,56.0,5603.0,15 a 19,1517.0,810.0,707.0
5,56.0,5603.0,20 a 24,1420.0,713.0,707.0
5,56.0,5603.0,25 a 29,1397.0,674.0,723.0
5,56.0,5603.0,30 a 34,1599.0,814.0,785.0
5,56.0,5603.0,35 a 39,1617.0,776.0,841.0
5,56.0,5603.0,40 a 44,1511.0,745.0,766.0
5,56.0,5603.0,45 a 49,1434.0,715.0,719.0
5,56.0,5603.0,50 a 54,1452.0,716.0,736.0
5,56.0,5603.0,55 a 59,1571.0,742.0,829.0
5,56.0,5603.0,60 a 64,1705.0,795.0,910.0
5,56.0,5603.0,65 a 69,1644.0,792.0,852.0
5,56.0,5603.0,70 a 74,1334.0,630.0,704.0
5,56.0,5603.0,75 a 79,979.0,451.0,528.0
5,56.0,5603.0,80 a 84,642.0,279.0,363.0
5,56.0,5603.0,85 o más,459.0,175.0,284.0
5,56.0,5604.0,0 a 4,775.0,427.0,348.0
5,56.0,5604.0,5 a 9,1059.0,522.0,537.0
5,56.0,5604.0,10 a 14,1091.0,543.0,548.0
5,56.0,5604.0,15 a 19,1012.0,513.0,499.0
5,56.0,5604.0,20 a 24,847.0,432.0,415.0
5,56.0,5604.0,25 a 29,1009.0,498.0,511.0
5,56.0,5604.0,30 a 34,1212.0,608.0,604.0
5,56.0,5604.0,35 a 39,1264.0,616.0,648.0
5,56.0,5604.0,40 a 44,1171.0,571.0,600.0
5,56.0,5604.0,45 a 49,1047.0,481.0,566.0
5,56.0,5604.0,50 a 54,1127.0,543.0,584.0
5,56.0,5604.0,55 a 59,1203.0,569.0,634.0
5,56.0,5604.0,60 a 64,1389.0,597.0,792.0
5,56.0,5604.0,65 a 69,1462.0,680.0,782.0
5,56.0,5604.0,70 a 74,1236.0,585.0,651.0
5,56.0,5604.0,75 a 79,991.0,452.0,539.0
5,56.0,5604.0,80 a 84,624.0,270.0,354.0
5,56.0,5604.0,85 o más,452.0,181.0,271.0
5,56.0,5605.0,0 a 4,646.0,325.0,321.0
5,56.0,5605.0,5 a 9,858.0,418.0,440.0
5,56.0,5605.0,10 a 14,902.0,449.0,453.0
5,56.0,5605.0,15 a 19,771.0,392.0,379.0
5,56.0,5605.0,20 a 24,677.0,351.0,326.0
5,56.0,5605.0,25 a 29,789.0,398.0,391.0
5,56.0,5605.0,30 a 34,1041.0,506.0,535.0
5,56.0,5605.0,35 a 39,1006.0,510.0,496.0
5,56.0,5605.0,40 a 44,960.0,512.0,448.0
5,56.0,5605.0,45 a 49,873.0,434.0,439.0
5,56.0,5605.0,50 a 54,965.0,494.0,471.0
5,56.0,5605.0,55 a 59,1122.0,525.0,597.0
5,56.0,5605.0,60 a 64,1367.0,610.0,757.0
5,56.0,5605.0,65 a 69,1363.0,613.0,750.0
5,56.0,5605.0,70 a 74,1200.0,569.0,631.0
5,56.0,5605.0,75 a 79,823.0,404.0,419.0
5,56.0,5605.0,80 a 84,533.0,247.0,286.0
5,56.0,5605.0,85 o más,364.0,158.0,206.0
5,56.0,5606.0,0 a 4,635.0,318.0,317.0
5,56.0,5606.0,5 a 9,863.0,432.0,431.0
5,56.0,5606.0,10 a 14,884.0,449.0,435.0
5,56.0,5606.0,15 a 19,760.0,403.0,357.0
5,56.0,5606.0,20 a 24,571.0,268.0,303.0
5,56.0,5606.0,25 a 29,676.0,350.0,326.0
5,56.0,5606.0,30 a 34,805.0,380.0,425.0
5,56.0,5606.0,35 a 39,1012.0,473.0,539.0
5,56.0,5606.0,40 a 44,985.0,464.0,521.0
5,56.0,5606.0,45 a 49,910.0,428.0,482.0
5,56.0,5606.0,50 a 54,851.0,443.0,408.0
5,56.0,5606.0,55 a 59,876.0,418.0,458.0
5,56.0,5606.0,60 a 64,869.0,423.0,446.0
5,56.0,5606.0,65 a 69,840.0,403.0,437.0
5,56.0,5606.0,70 a 74,630.0,311.0,319.0
5,56.0,5606.0,75 a 79,465.0,231.0,234.0
5,56.0,5606.0,80 a 84,292.0,152.0,140.0
5,56.0,5606.0,85 o más,247.0,91.0,156.0
5,57.0,5701.0,0 a 4,4017.0,2027.0,1990.0
5,57.0,5701.0,5 a 9,5204.0,2675.0,2529.0
5,57.0,5701.0,10 a 14,5763.0,2927.0,2836.0
5,57.0,5701.0,15 a 19,5306.0,2676.0,2630.0
5,57.0,5701.0,20 a 24,5396.0,2722.0,2674.0
5,57.0,5701.0,25 a 29,6099.0,3052.0,3047.0
5,57.0,5701.0,30 a 34,6669.0,3337.0,3332.0
5,57.0,5701.0,35 a 39,6233.0,3059.0,3174.0
5,57.0,5701.0,40 a 44,5579.0,2721.0,2858.0
5,57.0,5701.0,45 a 49,4790.0,2283.0,2507.0
5,57.0,5701.0,50 a 54,4701.0,2249.0,2452.0
5,57.0,5701.0,55 a 59,4804.0,2223.0,2581.0
5,57.0,5701.0,60 a 64,4644.0,2085.0,2559.0
5,57.0,5701.0,65 a 69,3750.0,1768.0,1982.0
5,57.0,5701.0,70 a 74,2864.0,1290.0,1574.0
5,57.0,5701.0,75 a 79,2031.0,872.0,1159.0
5,57.0,5701.0,80 a 84,1371.0,553.0,818.0
5,57.0,5701.0,85 o más,1192.0,402.0,790.0
5,57.0,5702.0,0 a 4,616.0,309.0,307.0
5,57.0,5702.0,5 a 9,856.0,426.0,430.0
5,57.0,5702.0,10 a 14,973.0,491.0,482.0
5,57.0,5702.0,15 a 19,914.0,458.0,456.0
5,57.0,5702.0,20 a 24,827.0,438.0,389.0
5,57.0,5702.0,25 a 29,857.0,435.0,422.0
5,57.0,5702.0,30 a 34,945.0,442.0,503.0
5,57.0,5702.0,35 a 39,947.0,462.0,485.0
5,57.0,5702.0,40 a 44,916.0,423.0,493.0
5,57.0,5702.0,45 a 49,926.0,457.0,469.0
5,57.0,5702.0,50 a 54,912.0,441.0,471.0
5,57.0,5702.0,55 a 59,892.0,424.0,468.0
5,57.0,5702.0,60 a 64,887.0,415.0,472.0
5,57.0,5702.0,65 a 69,733.0,366.0,367.0
5,57.0,5702.0,70 a 74,601.0,302.0,299.0
5,57.0,5702.0,75 a 79,425.0,202.0,223.0
5,57.0,5702.0,80 a 84,309.0,147.0,162.0
5,57.0,5702.0,85 o más,224.0,90.0,134.0
5,57.0,5703.0,0 a 4,1296.0,678.0,618.0
5,57.0,5703.0,5 a 9,1760.0,886.0,874.0
5,57.0,5703.0,10 a 14,1926.0,1031.0,895.0
5,57.0,5703.0,15 a 19,1572.0,821.0,751.0
5,57.0,5703.0,20 a 24,1540.0,768.0,772.0
5,57.0,5703.0,25 a 29,1700.0,870.0,830.0
5,57.0,5703.0,30 a 34,1945.0,911.0,1034.0
5,57.0,5703.0,35 a 39,1890.0,944.0,946.0
5,57.0,5703.0,40 a 44,1613.0,783.0,830.0
5,57.0,5703.0,45 a 49,1544.0,713.0,831.0
5,57.0,5703.0,50 a 54,1616.0,768.0,848.0
5,57.0,5703.0,55 a 59,1647.0,822.0,825.0
5,57.0,5703.0,60 a 64,1563.0,773.0,790.0
5,57.0,5703.0,65 a 69,1314.0,615.0,699.0
5,57.0,5703.0,70 a 74,979.0,463.0,516.0
5,57.0,5703.0,75 a 79,722.0,330.0,392.0
5,57.0,5703.0,80 a 84,455.0,197.0,258.0
5,57.0,5703.0,85 o más,402.0,165.0,237.0
5,57.0,5704.0,0 a 4,328.0,169.0,159.0
5,57.0,5704.0,5 a 9,488.0,271.0,217.0
5,57.0,5704.0,10 a 14,497.0,265.0,232.0
5,57.0,5704.0,15 a 19,534.0,249.0,285.0
5,57.0,5704.0,20 a 24,450.0,223.0,227.0
5,57.0,5704.0,25 a 29,452.0,231.0,221.0
5,57.0,5704.0,30 a 34,502.0,236.0,266.0
5,57.0,5704.0,35 a 39,510.0,237.0,273.0
5,57.0,5704.0,40 a 44,485.0,245.0,240.0
5,57.0,5704.0,45 a 49,480.0,228.0,252.0
5,57.0,5704.0,50 a 54,478.0,235.0,243.0
5,57.0,5704.0,55 a 59,491.0,235.0,256.0
5,57.0,5704.0,60 a 64,473.0,215.0,258.0
5,57.0,5704.0,65 a 69,383.0,203.0,180.0
5,57.0,5704.0,70 a 74,286.0,147.0,139.0
5,57.0,5704.0,75 a 79,230.0,100.0,130.0
5,57.0,5704.0,80 a 84,111.0,56.0,55.0
5,57.0,5704.0,85 o más,91.0,37.0,54.0
5,57.0,5705.0,0 a 4,744.0,378.0,366.0
5,57.0,5705.0,5 a 9,1112.0,575.0,537.0
5,57.0,5705.0,10 a 14,1196.0,586.0,610.0
5,57.0,5705.0,15 a 19,1063.0,546.0,517.0
5,57.0,5705.0,20 a 24,1063.0,550.0,513.0
5,57.0,5705.0,25 a 29,1132.0,592.0,540.0
5,57.0,5705.0,30 a 34,1195.0,562.0,633.0
5,57.0,5705.0,35 a 39,1127.0,544.0,583.0
5,57.0,5705.0,40 a 44,1135.0,555.0,580.0
5,57.0,5705.0,45 a 49,1023.0,504.0,519.0
5,57.0,5705.0,50 a 54,1113.0,549.0,564.0
5,57.0,5705.0,55 a 59,1215.0,571.0,644.0
5,57.0,5705.0,60 a 64,1166.0,576.0,590.0
5,57.0,5705.0,65 a 69,969.0,489.0,480.0
5,57.0,5705.0,70 a 74,747.0,356.0,391.0
5,57.0,5705.0,75 a 79,562.0,273.0,289.0
5,57.0,5705.0,80 a 84,414.0,184.0,230.0
5,57.0,5705.0,85 o más,360.0,141.0,219.0
5,57.0,5706.0,0 a 4,637.0,329.0,308.0
5,57.0,5706.0,5 a 9,944.0,465.0,479.0
5,57.0,5706.0,10 a 14,1132.0,580.0,552.0
5,57.0,5706.0,15 a 19,1007.0,524.0,483.0
5,57.0,5706.0,20 a 24,972.0,494.0,478.0
5,57.0,5706.0,25 a 29,998.0,497.0,501.0
5,57.0,5706.0,30 a 34,1032.0,495.0,537.0
5,57.0,5706.0,35 a 39,1029.0,475.0,554.0
5,57.0,5706.0,40 a 44,1008.0,473.0,535.0
5,57.0,5706.0,45 a 49,894.0,405.0,489.0
5,57.0,5706.0,50 a 54,914.0,441.0,473.0
5,57.0,5706.0,55 a 59,1064.0,494.0,570.0
5,57.0,5706.0,60 a 64,1037.0,480.0,557.0
5,57.0,5706.0,65 a 69,824.0,417.0,407.0
5,57.0,5706.0,70 a 74,652.0,322.0,330.0
5,57.0,5706.0,75 a 79,430.0,198.0,232.0
5,57.0,5706.0,80 a 84,314.0,142.0,172.0
5,57.0,5706.0,85 o más,246.0,94.0,152.0
5,58.0,5801.0,0 a 4,6323.0,3180.0,3143.0
5,58.0,5801.0,5 a 9,9091.0,4701.0,4390.0
5,58.0,5801.0,10 a 14,10043.0,5060.0,4983.0
5,58.0,5801.0,15 a 19,10233.0,5341.0,4892.0
5,58.0,5801.0,20 a 24,11054.0,5670.0,5384.0
5,58.0,5801.0,25 a 29,11559.0,5779.0,5780.0
5,58.0,5801.0,30 a 34,12255.0,6080.0,6175.0
5,58.0,5801.0,35 a 39,11348.0,5563.0,5785.0
5,58.0,5801.0,40 a 44,10659.0,5079.0,5580.0
5,58.0,5801.0,45 a 49,9933.0,4668.0,5265.0
5,58.0,5801.0,50 a 54,10306.0,4749.0,5557.0
5,58.0,5801.0,55 a 59,10505.0,4696.0,5809.0
5,58.0,5801.0,60 a 64,10535.0,4689.0,5846.0
5,58.0,5801.0,65 a 69,8962.0,3997.0,4965.0
5,58.0,5801.0,70 a 74,6993.0,3078.0,3915.0
5,58.0,5801.0,75 a 79,5433.0,2276.0,3157.0
5,58.0,5801.0,80 a 84,3760.0,1404.0,2356.0
5,58.0,5801.0,85 o más,3567.0,1139.0,2428.0
5,58.0,5802.0,0 a 4,2715.0,1427.0,1288.0
5,58.0,5802.0,5 a 9,3618.0,1828.0,1790.0
5,58.0,5802.0,10 a 14,3968.0,2062.0,1906.0
5,58.0,5802.0,15 a 19,3729.0,1948.0,1781.0
5,58.0,5802.0,20 a 24,3491.0,1806.0,1685.0
5,58.0,5802.0,25 a 29,3750.0,1882.0,1868.0
5,58.0,5802.0,30 a 34,4409.0,2143.0,2266.0
5,58.0,5802.0,35 a 39,3949.0,1965.0,1984.0
5,58.0,5802.0,40 a 44,3865.0,1871.0,1994.0
5,58.0,5802.0,45 a 49,3460.0,1647.0,1813.0
5,58.0,5802.0,50 a 54,3527.0,1697.0,1830.0
5,58.0,5802.0,55 a 59,3477.0,1630.0,1847.0
5,58.0,5802.0,60 a 64,3342.0,1546.0,1796.0
5,58.0,5802.0,65 a 69,2791.0,1318.0,1473.0
5,58.0,5802.0,70 a 74,2089.0,924.0,1165.0
5,58.0,5802.0,75 a 79,1741.0,767.0,974.0
5,58.0,5802.0,80 a 84,1158.0,508.0,650.0
5,58.0,5802.0,85 o más,1066.0,379.0,687.0
5,58.0,5803.0,0 a 4,908.0,474.0,434.0
5,58.0,5803.0,5 a 9,1235.0,611.0,624.0
5,58.0,5803.0,10 a 14,1195.0,617.0,578.0
5,58.0,5803.0,15 a 19,1174.0,547.0,627.0
5,58.0,5803.0,20 a 24,1165.0,586.0,579.0
5,58.0,5803.0,25 a 29,1265.0,614.0,651.0
5,58.0,5803.0,30 a 34,1290.0,638.0,652.0
5,58.0,5803.0,35 a 39,1311.0,649.0,662.0
5,58.0,5803.0,40 a 44,1366.0,676.0,690.0
5,58.0,5803.0,45 a 49,1198.0,577.0,621.0
5,58.0,5803.0,50 a 54,1183.0,579.0,604.0
5,58.0,5803.0,55 a 59,1309.0,661.0,648.0
5,58.0,5803.0,60 a 64,1341.0,625.0,716.0
5,58.0,5803.0,65 a 69,1240.0,601.0,639.0
5,58.0,5803.0,70 a 74,940.0,438.0,502.0
5,58.0,5803.0,75 a 79,762.0,375.0,387.0
5,58.0,5803.0,80 a 84,483.0,219.0,264.0
5,58.0,5803.0,85 o más,413.0,181.0,232.0
5,58.0,5804.0,0 a 4,6053.0,3081.0,2972.0
5,58.0,5804.0,5 a 9,8704.0,4532.0,4172.0
5,58.0,5804.0,10 a 14,9712.0,4858.0,4854.0
5,58.0,5804.0,15 a 19,9087.0,4653.0,4434.0
5,58.0,5804.0,20 a 24,9328.0,4661.0,4667.0
5,58.0,5804.0,25 a 29,9961.0,4950.0,5011.0
5,58.0,5804.0,30 a 34,11155.0,5420.0,5735.0
5,58.0,5804.0,35 a 39,10383.0,5019.0,5364.0
5,58.0,5804.0,40 a 44,9761.0,4538.0,5223.0
5,58.0,5804.0,45 a 49,8515.0,3852.0,4663.0
5,58.0,5804.0,50 a 54,8336.0,3761.0,4575.0
5,58.0,5804.0,55 a 59,8394.0,3736.0,4658.0
5,58.0,5804.0,60 a 64,8431.0,3623.0,4808.0
5,58.0,5804.0,65 a 69,7191.0,3129.0,4062.0
5,58.0,5804.0,70 a 74,5369.0,2351.0,3018.0
5,58.0,5804.0,75 a 79,3931.0,1607.0,2324.0
5,58.0,5804.0,80 a 84,2734.0,1061.0,1673.0
5,58.0,5804.0,85 o más,2526.0,797.0,1729.0
13,131.0,13101.0,0 a 4,17889.0,9152.0,8737.0
13,131.0,13101.0,5 a 9,19044.0,9548.0,9496.0
13,131.0,13101.0,10 a 14,18769.0,9388.0,9381.0
13,131.0,13101.0,15 a 19,20363.0,10327.0,10036.0
13,131.0,13101.0,20 a 24,36171.0,18513.0,17658.0
13,131.0,13101.0,25 a 29,51350.0,27192.0,24158.0
13,131.0,13101.0,30 a 34,61778.0,33305.0,28473.0
13,131.0,13101.0,35 a 39,51082.0,27916.0,23166.0
13,131.0,13101.0,40 a 44,38472.0,20749.0,17723.0
13,131.0,13101.0,45 a 49,28479.0,14680.0,13799.0
13,131.0,13101.0,50 a 54,23750.0,11508.0,12242.0
13,131.0,13101.0,55 a 59,19203.0,9022.0,10181.0
13,131.0,13101.0,60 a 64,17069.0,7789.0,9280.0
13,131.0,13101.0,65 a 69,12594.0,5430.0,7164.0
13,131.0,13101.0,70 a 74,8650.0,3676.0,4974.0
13,131.0,13101.0,75 a 79,6108.0,2437.0,3671.0
13,131.0,13101.0,80 a 84,4259.0,1552.0,2707.0
13,131.0,13101.0,85 o más,3826.0,1053.0,2773.0
13,131.0,13102.0,0 a 4,4434.0,2265.0,2169.0
13,131.0,13102.0,5 a 9,5604.0,2953.0,2651.0
13,131.0,13102.0,10 a 14,5824.0,3013.0,2811.0
13,131.0,13102.0,15 a 19,5674.0,2884.0,2790.0
13,131.0,13102.0,20 a 24,6239.0,3180.0,3059.0
13,131.0,13102.0,25 a 29,6553.0,3264.0,3289.0
13,131.0,13102.0,30 a 34,7147.0,3564.0,3583.0
13,131.0,13102.0,35 a 39,6536.0,3250.0,3286.0
13,131.0,13102.0,40 a 44,5829.0,2834.0,2995.0
13,131.0,13102.0,45 a 49,5303.0,2586.0,2717.0
13,131.0,13102.0,50 a 54,5411.0,2554.0,2857.0
13,131.0,13102.0,55 a 59,4870.0,2314.0,2556.0
13,131.0,13102.0,60 a 64,4558.0,2142.0,2416.0
13,131.0,13102.0,65 a 69,3405.0,1461.0,1944.0
13,131.0,13102.0,70 a 74,2625.0,1104.0,1521.0
13,131.0,13102.0,75 a 79,2178.0,850.0,1328.0
13,131.0,13102.0,80 a 84,1578.0,570.0,1008.0
13,131.0,13102.0,85 o más,1273.0,428.0,845.0
13,131.0,13103.0,0 a 4,6347.0,3157.0,3190.0
13,131.0,13103.0,5 a 9,7808.0,3949.0,3859.0
13,131.0,13103.0,10 a 14,8211.0,4180.0,4031.0
13,131.0,13103.0,15 a 19,8370.0,4214.0,4156.0
13,131.0,13103.0,20 a 24,9328.0,4774.0,4554.0
13,131.0,13103.0,25 a 29,9850.0,5000.0,4850.0
13,131.0,13103.0,30 a 34,9948.0,5098.0,4850.0
13,131.0,13103.0,35 a 39,8585.0,4338.0,4247.0
13,131.0,13103.0,40 a 44,7722.0,3864.0,3858.0
13,131.0,13103.0,45 a 49,7657.0,3788.0,3869.0
13,131.0,13103.0,50 a 54,8820.0,4408.0,4412.0
13,131.0,13103.0,55 a 59,8342.0,4069.0,4273.0
13,131.0,13103.0,60 a 64,7529.0,3596.0,3933.0
13,131.0,13103.0,65 a 69,5633.0,2601.0,3032.0
13,131.0,13103.0,70 a 74,4634.0,2017.0,2617.0
13,131.0,13103.0,75 a 79,3963.0,1656.0,2307.0
13,131.0,13103.0,80 a 84,2580.0,1034.0,1546.0
13,131.0,13103.0,85 o más,1923.0,586.0,1337.0
13,131.0,13104.0,0 a 4,5304.0,2684.0,2620.0
13,131.0,13104.0,5 a 9,7070.0,3626.0,3444.0
13,131.0,13104.0,10 a 14,7734.0,3914.0,3820.0
13,131.0,13104.0,15 a 19,7646.0,3924.0,3722.0
13,131.0,13104.0,20 a 24,8431.0,4340.0,4091.0
13,131.0,13104.0,25 a 29,9301.0,4783.0,4518.0
13,131.0,13104.0,30 a 34,9481.0,4824.0,4657.0
13,131.0,13104.0,35 a 39,8621.0,4378.0,4243.0
13,131.0,13104.0,40 a 44,7617.0,3808.0,3809.0
13,131.0,13104.0,45 a 49,7158.0,3487.0,3671.0
13,131.0,13104.0,50 a 54,7831.0,3814.0,4017.0
13,131.0,13104.0,55 a 59,8131.0,3791.0,4340.0
13,131.0,13104.0,60 a 64,8014.0,3870.0,4144.0
13,131.0,13104.0,65 a 69,5868.0,2672.0,3196.0
13,131.0,13104.0,70 a 74,4379.0,1884.0,2495.0
