Periodo,Comuna,Cantidad_40%,Cantidad_41-50%,Cantidad_51-60%,Cantidad_61-70,Cantidad_71-80%,Cantidad_81-90%,Cantidad_91-100%,Totales_por_comuna
201806,9113,5075,621,417,333,271,281,86,7084
201806,9114,15727,1849,1354,1242,1222,1311,442,23147
201806,9203,11969,1236,863,760,807,848,343,16826
201806,10104,8000,1069,783,552,470,565,195,11634
201806,9204,7435,551,345,251,272,241,78,9173
201806,9115,14612,2565,1899,1609,1438,1697,549,24369
201806,9205,8837,496,393,290,289,374,154,10833
201806,10103,2681,300,266,235,204,267,106,4059
201806,9206,5300,606,445,389,274,334,97,7445
201806,9207,7149,591,480,348,269,273,96,9206
201806,8412,3884,372,229,176,123,112,82,4978
201806,9102,19261,1602,1080,810,699,798,318,24568
201806,9116,10771,677,444,289,254,294,104,12833
201806,9208,9371,875,456,526,413,501,266,12408
201806,8413,11814,1371,893,700,648,715,240,16381
201806,9103,13156,1532,996,724,605,639,246,17898
201806,9117,13199,824,554,403,337,433,151,15901
201806,9118,7848,535,325,299,293,398,157,9855
201806,9209,6486,1061,800,656,651,467,124,10245
201806,8414,7722,759,560,536,575,617,272,11041
201806,9119,18793,2364,1661,1473,1279,1115,423,27108
201806,9210,13182,1338,890,775,786,975,341,18287
201806,9104,6847,495,353,248,223,252,87,8505
201806,9120,33343,4570,3025,2816,2706,3085,1185,50730
201806,9211,20461,2961,2282,2020,1793,2041,825,32383
201806,8415,4093,413,350,330,255,263,86,5790
201806,9105,17512,2069,1504,1154,960,894,280,24373
201806,9106,10426,847,434,332,292,359,109,12799
201806,9107,10050,1126,896,685,654,741,294,14446
201806,9121,10052,647,548,410,353,319,104,12433
201806,8207,8938,636,370,251,324,311,139,10969
201806,8303,16633,2553,2011,1861,1746,1594,585,26983
201806,8405,18232,2204,1571,1077,942,831,268,25125
201806,8406,17038,2786,2063,1626,1833,1733,580,27659
201806,8111,30174,4700,3902,3284,3513,3347,1158,50078
201806,8304,11918,2284,1982,1737,1607,1874,546,21948
201806,8311,9465,1140,873,770,699,763,295,14005
201806,8312,9217,1206,973,843,807,840,336,14222
201806,8112,40914,8452,6962,7163,7880,9081,3508,83960
201806,8305,18589,2425,1893,1586,1387,1338,376,27594
201806,8407,9324,897,638,567,407,523,166,12522
201806,8306,14051,2549,2162,1888,1883,2029,604,25166
201806,8313,13521,1665,1310,1125,977,936,313,19847
201806,8408,4193,338,242,189,167,173,87,5389
201806,8201,16966,2090,1604,1291,1290,1537,765,25543
201806,8411,7719,852,577,482,398,485,191,10704
201806,8307,5976,1004,798,698,586,513,173,9748
201806,8314,5676,287,180,138,126,283,60,6750
201806,8401,84144,14601,11187,9892,10537,12551,5250,148162
201806,8409,8105,906,628,433,401,341,143,10957
201806,8410,5891,713,622,413,423,364,135,8561
201806,8308,2820,291,221,149,153,150,49,3833
201806,8309,6211,960,797,622,568,456,169,9783
201806,8202,19979,3222,2796,2335,2336,2744,1083,34495
201806,8310,2098,381,320,307,271,212,67,3656
201806,8109,9159,1165,1022,863,696,576,237,13718
201806,8110,62285,12263,10644,10153,11454,13537,5346,125682
201806,8203,23703,2616,1931,1463,1491,1611,610,33425
201806,8301,94328,17104,13828,12714,12247,13409,5421,169051
201806,8402,13036,2145,1673,1340,1231,1294,496,21215
201806,8204,4336,412,302,199,224,206,96,5775
201806,8403,3640,339,227,188,147,201,83,4825
201806,8205,18320,3521,2853,2434,2204,1975,776,32083
201806,8404,9621,1597,1107,984,829,778,199,15115
201806,8206,14093,1929,1556,1155,1045,966,313,21057
201806,8302,2825,316,198,209,270,259,91,4168
201806,13123,6920,1765,1599,1812,2126,6441,3251,23914
201806,13124,88776,18786,15926,14976,16632,20714,6238,182048
201806,13105,72933,12738,9968,8660,8952,9939,2506,125696
201806,13111,57714,11675,9056,8749,8609,10443,2997,109243
201806,13118,31724,7329,5875,6182,6559,10050,3390,71109
201806,13119,150654,36845,30480,32338,38565,60286,19670,368838
201806,13106,46534,9773,8208,7748,8011,10666,3068,94008
201806,13112,100973,17627,13752,12148,11173,10861,2584,169118
201806,13125,61308,14808,12614,13257,14668,20309,6350,143314
201806,13126,42317,9051,7373,7122,7447,10058,2847,86215
201806,13113,11957,2918,2792,2818,2985,5335,1961,30766
201806,13107,31071,6609,5506,5178,4853,6810,2523,62550
201806,13114,18136,5470,4783,6232,7068,26593,19088,87370
201806,13120,22852,5592,4799,5286,5806,13258,5611,63204
201806,13108,27401,5807,4851,4773,4826,6827,2148,56633
201806,13115,13685,3389,2998,3052,2711,4148,1276,31259
201806,13121,47973,9606,7905,7524,7022,9116,2725,91871
201806,13104,49630,10839,8934,8749,8578,10545,2882,100157
201806,13109,24711,5153,3987,3980,4596,6685,2012,51124
201806,13116,50892,9539,7257,6126,5753,5911,1461,86939
201806,13110,107162,21768,17603,18000,19315,28391,9342,221581
201806,13117,43278,8637,6915,6390,6381,8014,2514,82129
201806,13122,83895,14403,11541,10395,9727,10795,2976,143732
201806,10301,74814,12311,9807,8980,8049,9160,3079,126200
201806,10302,5549,839,654,502,417,351,69,8381
201806,10303,12946,1814,1253,1108,894,915,311,19241
201806,10307,7192,943,600,491,440,408,103,10177
201806,13101,59702,12131,10595,10905,11411,17623,6656,129023
201806,10202,24833,3925,2864,2368,2200,2567,1012,39769
201806,10401,2471,357,234,301,246,190,149,3948
201806,10402,1332,144,187,149,204,212,83,2311
201806,11202,2864,536,448,356,362,560,236,5362
201806,11203,1053,137,89,99,117,95,54,1644
201806,11301,1676,178,254,256,239,341,189,3133
201806,11302,287,44,30,39,70,36,30,536
201806,10403,6229,721,695,488,458,518,214,9323
201806,11303,254,28,31,72,88,47,15,535
201806,11401,2779,416,281,373,288,470,272,4879
201806,13102,29879,6131,4872,4875,4917,7268,2337,60279
201806,10203,8169,1242,1138,878,750,738,388,13303
201806,10404,908,112,102,116,82,97,47,1464
201806,11402,1452,207,155,136,140,205,71,2366
201806,13103,69980,11765,9675,8482,8694,9806,2867,121269
201806,11101,24028,4696,3714,3532,3989,5497,3309,48765
201806,12101,34007,8974,7992,8499,9694,11532,4657,85355
201806,10204,2299,309,257,219,170,267,112,3633
201806,10205,8600,1360,1015,830,731,807,289,13632
201806,11102,534,52,80,67,68,48,16,865
201806,11201,12336,1929,1710,1574,1810,2187,1315,22861
201806,10206,2574,345,271,272,223,155,52,3892
201806,10207,3896,412,293,200,226,200,166,5393
201806,12102,37,5,5,5,21,37,10,126
201806,10107,9397,1611,1463,1229,1135,1091,354,16280
201806,10208,14702,2365,1936,1761,1524,1612,686,24586
201806,12103,18,5,5,10,12,10,5,62
201806,12104,79,10,20,25,28,61,34,257
201806,12201,400,68,130,152,287,303,180,1520
201806,12301,2002,389,427,503,679,841,533,5374
201806,10108,10810,1124,789,593,629,685,219,14849
201806,10304,6335,965,725,592,523,381,110,9631
201806,12302,118,43,32,36,61,78,35,403
201806,12303,22,15,5,14,25,20,5,102
201806,12401,9750,1790,1613,1626,1685,1920,1075,19459
201806,10109,16208,3152,2571,2314,2259,2821,1002,30327
201806,10209,5544,751,598,498,411,423,176,8401
201806,10305,9067,1199,942,770,552,619,171,13320
201806,12402,42,17,21,23,20,58,42,223
201806,10201,19308,4180,3464,3370,3147,4267,2391,40127
201806,10210,5180,617,538,375,400,451,232,7793
201806,10306,6858,465,275,203,140,177,37,8155
201806,14108,23918,2668,1993,1461,1305,1406,624,33375
201806,14201,22269,2964,2442,1935,1863,1942,696,34111
201806,14202,10161,1300,831,744,608,574,179,14397
201806,14203,7668,770,467,375,272,332,89,9973
201806,14204,19478,2779,2125,1712,1554,1544,519,29711
201806,15101,106627,13591,11266,9893,11424,14065,5163,172029
201806,14101,66388,10987,9376,9146,9347,11001,4681,120926
201806,14102,3587,450,372,351,300,273,107,5440
201806,14103,11412,1234,1084,881,826,924,264,16625
201806,15102,667,68,57,48,45,69,26,980
201806,15201,888,102,77,49,63,89,33,1301
201806,14104,12536,1773,1346,1052,950,831,313,18801
201806,15202,407,40,33,5,5,15,5,518
201806,14105,4558,597,517,397,324,380,75,6848
201806,14106,14301,1755,1280,974,890,886,306,20392
201806,14107,13309,1774,1289,1022,932,1016,295,19637
201806,13201,196470,40372,33116,32901,36122,45049,13059,397089
201806,13301,50714,8293,6519,5846,5561,7238,2152,86323
201806,13602,18609,2689,2210,1946,1780,2025,626,29885
201806,13603,15375,2831,2375,2237,1816,2118,702,27454
201806,13128,63660,13506,10565,9237,9840,11464,3326,121598
201806,13302,37439,6290,4568,4438,4151,6007,1452,64345
201806,13401,123703,23078,19425,17974,18210,22243,6600,231233
201806,13402,37991,6550,5034,5047,5185,5920,1604,67331
201806,13604,25167,5030,4097,3732,3816,4722,1311,47875
201806,13129,39916,6656,5333,5260,5579,7801,2569,73114
201806,13303,7663,1457,1122,1157,1092,1588,437,14516
201806,13605,33339,7912,6526,6342,6418,8124,2256,70917
201806,13403,7904,1877,1343,1269,1268,1397,464,15522
201806,13404,32371,5821,4650,4184,4052,4923,1448,57449
201806,13130,22842,4673,3668,3891,4177,7764,2956,49971
201806,13501,56771,9517,7713,7326,7357,9194,3312,101190
201806,13131,46016,7685,6162,5442,5234,6091,1598,78228
201806,13132,1760,519,458,498,584,2619,1213,7651
201806,13127,62836,11595,9265,8702,8635,11055,3104,115192
201806,13502,2555,427,323,265,397,708,370,5045
201806,13503,15601,2551,1971,1704,1922,2367,929,27045
201806,13202,7871,1941,1412,1291,1414,1945,699,16573
201806,13504,6749,1261,1045,958,819,929,270,12031
201806,13505,4805,884,497,533,469,622,151,7961
201806,13203,6148,1116,957,1024,1024,1279,435,11983
201806,13601,31160,5143,4552,4003,4229,5604,1723,56414
201812,1101,58244,11248,8995,8818,10042,15782,6899,120028
201812,2101,92602,22578,18705,19364,22686,42352,15649,233936
201812,1107,57195,8432,6240,5763,5835,8558,2843,94866
201812,1401,7253,930,767,755,888,1214,494,12301
201812,1402,901,139,46,25,19,78,12,1220
201812,1403,597,63,32,5,20,79,14,812
201812,1404,1587,166,115,97,83,119,68,2235
201812,1405,2811,500,338,312,320,415,174,4870
201812,2102,4267,821,773,768,991,1570,693,9883
201812,2103,555,111,98,79,69,226,149,1287
201812,2104,5600,991,697,760,900,1342,568,10858
201812,2201,42761,9090,7209,7917,9206,19773,8844,104800
201812,3101,60134,10843,8801,8441,10008,15395,6452,120074
201812,3102,9907,1581,1165,996,1116,1504,603,16872
201812,3103,7492,1101,917,736,906,1422,554,13128
201812,3201,6550,1084,828,834,856,1287,416,11855
201812,2202,89,5,12,16,22,11,20,179
201812,2203,3018,635,451,526,508,876,487,6501
201812,2301,13233,2020,1642,1369,1708,2817,1383,24172
201812,2302,1236,254,224,279,361,530,206,3090
201812,3303,3956,758,524,410,442,509,179,6778
201812,3304,5122,803,667,632,805,1179,597,9805
201812,4101,80513,13654,10744,10117,10350,14302,4529,144209
201812,3202,4512,941,913,871,1176,1595,629,10637
201812,3301,26353,3613,3025,2848,3281,4364,1776,45260
201812,3302,3228,482,330,251,185,286,75,4837
201812,4102,104113,18023,13596,11788,11966,14719,4820,179025
201812,4103,6685,1032,824,640,825,1201,452,11659
201812,4104,3237,417,293,244,237,216,82,4726
201812,4105,2878,464,360,271,267,256,77,4573
201812,4201,16915,2745,2318,2109,2244,2767,1287,30385
201812,4202,6577,654,437,461,421,516,165,9231
201812,4106,16299,2310,1596,1460,1424,1536,535,25160
201812,4301,59341,9333,7207,6504,6301,7196,2750,98632
201812,4203,12649,2261,1243,1019,1042,1524,532,20270
201812,4204,14235,2570,1994,2020,2152,2851,1458,27280
201812,4303,19683,3144,2235,1737,1463,1498,545,30305
201812,4304,7520,972,521,645,523,684,315,11180
201812,4305,3034,453,310,261,211,235,98,4602
201812,4302,9158,1110,837,761,702,755,285,13608
201812,5101,129893,20516,16380,14452,13798,15323,4943,215305
201812,5105,9858,1732,1337,1113,1064,1314,412,16830
201812,5107,16095,2251,1655,1459,1437,1826,608,25331
201812,5102,12067,2366,1984,1816,1771,2083,550,22637
201812,5103,13060,2546,1852,1881,1644,2519,732,24234
201812,5104,418,77,57,79,66,75,43,815
201812,5109,113040,21972,18290,16383,15785,18751,5462,209683
201812,5301,23317,4682,3944,3732,4086,6002,1913,47676
201812,5302,7214,1433,1105,1006,964,1242,354,13318
201812,5303,5119,909,657,469,560,575,160,8449
201812,5201,2649,511,441,472,433,709,285,5500
201812,5402,11360,1789,1290,1266,1243,1680,749,19377
201812,5403,2892,609,501,348,335,348,127,5160
201812,5404,6113,885,630,529,540,614,222,9533
201812,5304,8401,1670,1382,1129,1224,1278,465,15549
201812,5401,20145,3356,2285,2085,1697,2177,828,32573
201812,5502,28322,3638,3001,2716,2865,3589,1265,45396
201812,5503,10460,1926,1306,1084,856,1056,316,17004
201812,5504,7893,1469,1107,1177,1210,1940,607,15403
201812,5506,10717,1891,1550,1508,1436,2219,678,19999
201812,5405,3264,795,543,546,452,592,151,6343
201812,5501,42485,6578,5476,5148,4861,6077,1973,72598
201812,8103,36149,6553,5321,4877,4826,5848,2041,65615
201812,6310,21275,3335,2458,2260,2072,2513,1279,35192
201812,7101,93347,15242,11787,10900,10660,13742,5442,161120
201812,7301,70786,12101,9386,8758,7962,9588,3411,121992
201812,7403,19860,3069,2106,1662,1229,1107,356,29389
201812,7404,26945,3115,2173,1887,1698,2246,1002,39066
201812,8104,6441,963,698,505,409,343,115,9474
201812,7302,6849,743,451,468,397,586,192,9686
201812,7303,3993,632,375,404,362,507,201,6474
201812,7405,14564,1684,1173,973,734,719,255,20102
201812,8105,14428,2411,1814,1620,1291,1312,366,23242
201812,7304,26223,4425,3405,2884,2645,2395,704,42681
201812,7406,26081,3836,2763,2374,2056,2340,754,40204
201812,8108,45192,8231,6476,6121,5408,6900,2361,80689
201812,7102,25206,4418,3220,2831,2678,3423,1316,43092
201812,8110,63679,12048,10383,10110,10816,13516,5479,126031
201812,7103,6472,886,618,411,373,448,166,9374
201812,7305,6766,986,693,505,363,410,119,9842
201812,7407,10073,1496,963,936,852,883,295,15498
201812,8106,24898,5048,3954,3654,3387,3044,1077,45062
201812,7104,2841,442,232,148,127,227,62,4079
201812,7306,9390,1479,1027,794,678,681,255,14304
201812,7307,10602,2064,1392,1139,945,716,290,17148
201812,7408,12665,1605,1272,917,749,686,251,18145
201812,8109,9268,1221,993,766,672,582,249,13751
201812,7105,29514,3808,3032,2783,2481,3031,1114,45763
201812,7308,16302,2903,2232,1817,1646,1297,394,26591
201812,8101,66829,13878,11333,10511,11009,14180,5607,133347
201812,7106,5329,828,670,559,380,344,99,8209
201812,7107,5185,794,551,475,359,372,97,7833
201812,7309,2738,522,204,212,183,173,88,4120
201812,7401,52846,7485,5563,5127,4992,6189,2503,84705
201812,8107,25812,4406,3474,3029,2944,3577,1240,44482
201812,7108,8455,1384,1044,911,678,627,190,13289
201812,7109,28223,3380,2707,2125,1939,2030,659,41063
201812,7110,6281,950,716,462,503,480,147,9539
201812,7402,13922,1529,1270,1004,858,1062,405,20050
201812,7201,27048,3394,2435,1888,1924,2386,1065,40140
201812,8102,58380,10729,8348,7330,7483,8178,2676,103124
201812,6307,6509,1111,877,786,686,684,256,10909
201812,6308,4843,808,826,609,436,471,145,8138
201812,7202,6052,833,491,470,333,456,167,8802
201812,6309,2126,344,269,172,137,144,73,3265
201812,7203,5068,644,345,295,227,382,103,7064
201812,5801,60179,10437,8624,7852,8510,10551,3635,109788
201812,6117,23414,4293,3668,3042,2849,3528,1069,41863
201812,6201,9459,1385,1012,931,758,1000,437,14982
201812,5601,44065,8572,6507,6265,5878,6859,2229,80375
201812,5602,6256,1169,907,770,646,1065,239,11052
201812,5802,23941,3701,2811,2747,2454,2864,1052,39570
201812,6105,9434,1863,1600,1400,1402,1517,396,17612
201812,6106,16483,2655,2332,1996,2124,2766,931,29287
201812,6202,1651,283,231,188,143,188,84,2768
201812,5603,12834,1612,1203,952,861,851,205,18518
201812,6107,13788,2445,1683,1429,1358,1512,515,22730
201812,6203,3999,577,352,305,272,395,186,6086
201812,5604,8771,1361,936,736,621,874,211,13510
201812,5803,10009,1376,1083,836,669,923,221,15117
201812,6204,3902,662,607,529,495,556,179,6930
201812,6205,3932,514,327,238,227,337,129,5704
201812,5605,7416,1041,695,701,553,684,263,11353
201812,5804,49785,8775,7206,6735,6422,7761,2269,88953
201812,6108,14962,2269,1879,1991,2233,3802,1315,28451
201812,6301,34044,5956,4729,4387,4485,5240,1863,60704
201812,6302,9578,1323,1062,802,662,760,201,14388
201812,6101,101496,17716,14921,14812,15420,22886,8382,195633
201812,6109,7955,1380,1050,846,674,822,233,12960
201812,6304,4376,641,471,379,274,375,155,6671
201812,6305,9656,1851,1283,1078,1020,973,291,16152
201812,6306,6047,1405,1091,1031,912,841,261,11588
201812,5606,3623,975,812,753,698,942,371,8174
201812,5701,34672,5796,4557,4231,4321,5165,1975,60717
201812,6110,13838,2026,1649,1508,1348,1440,487,22296
201812,6111,6388,1111,900,775,822,1039,280,11315
201812,6303,19501,3280,2591,2115,1841,1856,541,31725
201812,6112,7129,1405,1024,1066,1049,991,301,12965
201812,6102,6258,1181,885,874,839,912,268,11217
201812,6113,10636,1996,1531,1382,1189,1145,378,18257
201812,5702,7464,1381,963,950,936,1076,405,13175
201812,6114,7611,1159,902,716,719,783,246,12136
201812,5703,13977,1981,1632,1578,1439,1957,816,23380
201812,6103,3744,631,500,384,374,589,220,6442
201812,6104,10224,2060,1616,1486,1293,1308,349,18336
201812,6115,30924,5255,4103,3716,3442,3974,1219,52633
201812,6206,4237,484,412,273,256,301,162,6125
201812,5704,3897,675,547,549,421,453,148,6690
201812,5705,9823,1305,1138,854,806,849,324,15099
201812,6116,11876,2558,2255,1973,1833,1974,568,23037
201812,5706,8316,1589,1261,1079,955,1006,333,14539
201812,10301,76141,12475,9744,8625,7965,9519,3223,127692
201812,9201,29122,4434,3531,3240,3078,3762,1521,48688
201812,10101,103954,18968,14972,13551,12806,15268,5164,184683
201812,10202,25100,3870,2855,2337,2049,2679,947,39837
201812,10302,5544,821,650,542,360,366,87,8370
201812,10303,12880,1820,1360,1059,919,901,346,19285
201812,10102,20149,3504,3142,2386,1945,2002,703,33831
201812,10304,6309,994,757,596,484,422,118,9680
201812,10305,9230,1119,918,730,587,628,209,13421
201812,9202,16614,2159,1468,1038,1076,1164,417,23936
201812,10203,8275,1305,1034,916,729,766,380,13405
201812,10306,6880,504,230,167,164,147,44,8136
201812,10307,7196,938,588,510,421,436,101,10190
201812,9203,11824,1447,852,767,785,855,360,16890
201812,10103,2673,327,234,241,227,231,122,4055
201812,10104,7915,1081,757,639,432,563,208,11595
201812,10204,2291,316,295,210,157,252,132,3653
201812,10401,2477,362,250,270,271,203,158,3991
201812,10402,1317,154,189,173,175,219,101,2328
201812,10403,6177,766,704,506,447,489,241,9330
201812,9204,7512,499,433,238,253,227,93,9255
201812,10105,11432,1591,1167,1036,964,1046,403,17639
201812,10205,8681,1379,1017,755,738,804,291,13665
201812,9205,8957,427,417,285,293,364,174,10917
201812,10106,11497,1409,995,786,702,905,357,16651
201812,10206,2537,366,357,176,216,141,52,3845
201812,9206,5277,600,492,375,269,333,103,7449
201812,9207,7092,642,449,347,232,296,106,9164
201812,10107,9398,1544,1388,1256,1149,1151,353,16239
201812,10207,3904,381,322,196,212,218,166,5399
201812,10404,915,129,84,113,86,108,52,1487
201812,9208,9552,778,477,415,439,489,278,12428
201812,10208,14662,2535,2019,1716,1452,1634,734,24752
201812,9209,6612,1048,842,604,589,470,129,10294
201812,10108,10845,1001,826,597,613,719,248,14849
201812,10109,16525,3192,2543,2302,2228,2981,1086,30857
201812,9210,13166,1334,969,788,761,986,331,18335
201812,10209,5507,785,558,488,409,442,172,8361
201812,9211,20558,2805,2335,1958,1773,2054,874,32357
201812,10201,19641,4226,3583,3162,3170,4338,2480,40600
201812,10210,5110,623,557,426,360,480,242,7798
201812,9120,34431,4534,3042,2770,2539,3221,1290,51827
201812,9121,10265,690,477,422,293,326,110,12583
201812,8207,9044,627,354,276,296,298,152,11047
201812,8301,96613,17492,13874,12407,11581,13907,5565,171439
201812,9109,15939,1854,1234,1008,945,1059,400,22439
201812,8111,30281,4610,3893,3320,3313,3446,1246,50109
201812,8302,2833,308,217,219,242,267,97,4183
201812,8312,9372,1189,990,778,869,756,391,14345
201812,9110,5281,449,296,204,183,224,94,6731
201812,9111,23168,2526,1725,1466,1371,1364,440,32060
201812,8112,41261,8265,7281,6948,7279,9008,3592,83634
201812,8303,16900,2574,1955,1772,1595,1690,553,27039
201812,8313,13571,1656,1349,1043,1015,948,328,19910
201812,9112,47222,7044,5039,3984,3475,4225,1541,72530
201812,8304,12185,2278,1719,1709,1666,1884,625,22066
201812,8314,5712,302,203,116,116,260,70,6779
201812,9101,118407,20522,16194,14228,13884,18530,7589,209354
201812,9115,14985,2610,1818,1523,1453,1742,571,24702
201812,8201,17035,2136,1548,1317,1263,1519,810,25628
201812,8305,18693,2332,1888,1578,1337,1371,395,27594
201812,9118,7787,542,365,292,265,415,159,9825
201812,9119,18893,2502,1624,1431,1272,1227,445,27394
201812,9113,5137,550,436,347,264,252,94,7080
201812,9114,15985,1933,1467,1145,1153,1314,492,23489
201812,8202,20159,3207,2739,2334,2253,2787,1127,34606
201812,8306,14054,2538,2225,1790,1860,2081,636,25184
201812,9116,10845,605,439,304,222,326,99,12840
201812,8307,6096,994,740,784,503,515,195,9827
201812,9102,19237,1706,1014,790,722,809,350,24628
201812,8203,23907,2673,1908,1418,1326,1670,628,33530
201812,8308,2845,285,209,157,145,150,47,3838
201812,8309,6307,866,823,560,495,472,167,9690
201812,9103,13407,1480,1032,738,576,637,240,18110
201812,9117,13179,924,465,421,321,432,152,15894
201812,8204,4325,457,255,223,212,223,98,5793
201812,8205,18521,3330,2774,2318,2237,2110,758,32048
201812,8310,2125,408,274,292,262,201,92,3654
201812,9104,6907,506,345,245,219,278,87,8587
201812,8311,9525,1311,811,697,678,784,290,14096
201812,9105,17629,2126,1452,1152,938,906,308,24511
201812,9106,10419,825,479,315,249,375,114,12776
201812,9107,10207,1105,880,698,613,752,282,14537
201812,8206,14130,2026,1507,1154,983,968,332,21100
201812,9108,23905,3150,2404,2117,1920,2065,821,36382
201812,13201,201346,40943,32971,32621,35042,45981,13729,402633
201812,13119,156905,37648,30538,31713,36701,60619,20590,374714
201812,13125,63899,14965,13159,13038,13997,20448,6575,146081
201812,13129,40693,6694,5328,5059,5192,7808,2632,73406
201812,13202,8106,2018,1500,1339,1317,1991,692,16963
201812,13120,23678,5740,4885,5272,5759,13423,5885,64642
201812,13130,23953,4586,3646,3950,3916,7948,3129,51128
201812,13203,6383,1152,947,923,1087,1231,456,12179
201812,13126,43899,9282,7247,6821,7279,10423,2974,87925
201812,13301,51778,8233,6354,5663,5466,7502,2274,87270
201812,13131,46305,7755,6001,5222,5273,6129,1727,78412
201812,13303,7945,1464,1134,1056,982,1631,473,14685
201812,13401,125870,23681,19023,17492,16945,22938,6862,232811
201812,13121,48715,10010,7779,7240,6791,9194,2777,92506
201812,13132,1824,528,455,521,607,2884,1240,8059
201812,13302,38648,6431,4698,4467,3958,6208,1570,65980
201812,13127,64846,11975,9027,8742,8459,11383,3239,117671
201812,13122,86431,15116,11538,10431,9295,11088,3110,147009
201812,13128,65498,13131,10238,9262,9150,11796,3473,122548
201812,13123,7309,1882,1574,1874,2033,6675,3444,24791
201812,13124,91592,19041,15520,14253,15661,20353,6405,182825
201812,13118,33031,7165,5971,5882,6266,10133,3570,72018
201812,13101,62335,12503,11029,11072,11761,18266,7079,134045
201812,13103,71035,11811,9195,8356,8338,9917,3014,121666
201812,13112,102510,18011,13707,11550,10544,10703,2638,169663
201812,11201,12574,1918,1634,1702,1634,2264,1350,23076
201812,11202,2952,543,385,353,399,492,257,5381
201812,13106,47981,9687,7983,7741,7974,11097,3337,95800
201812,13113,12418,3008,2606,2665,2814,5520,2090,31121
201812,11203,1092,131,91,81,103,113,66,1677
201812,11301,1680,234,260,245,242,349,196,3206
201812,13104,50600,10827,8852,8446,8192,10799,3001,100717
201812,13114,19502,5580,4956,6187,7226,27046,19986,90483
201812,11302,276,59,43,48,48,40,25,539
201812,11303,266,36,39,62,77,48,16,544
201812,11401,3044,421,274,316,245,399,243,4942
201812,13107,31815,6604,5453,5039,4787,7275,2793,63766
201812,11402,1493,219,137,164,137,192,69,2411
201812,13116,51824,9463,7427,5659,5545,6003,1508,87429
201812,13117,44420,8654,6915,6299,5853,8022,2663,82826
201812,12101,34928,9269,8008,8412,9498,11829,5011,86955
201812,13108,28589,5813,4897,4597,4765,6953,2246,57860
201812,13105,75290,13101,9809,8445,8336,10109,2659,127749
201812,13115,13997,3456,3131,2988,2852,4116,1379,31919
201812,13109,25506,5033,3962,4073,4352,6867,2082,51875
201812,13110,109979,21994,17610,17439,18669,28821,9627,224139
201812,12102,33,12,13,13,19,29,10,129
201812,12103,23,5,12,16,13,20,5,93
201812,12104,87,10,28,21,26,61,33,266
201812,12201,439,84,132,145,266,288,216,1570
201812,12301,2001,415,420,522,625,854,550,5387
201812,12302,110,42,41,46,48,78,34,399
201812,12303,15,23,10,12,14,21,5,104
201812,12401,9733,2067,1602,1557,1636,1957,1091,19643
201812,13111,58856,11483,9262,8256,8225,10382,3020,109484
201812,11101,24613,4762,3863,3517,3740,5479,3466,49440
201812,12402,61,14,13,23,26,65,36,238
201812,13102,30464,6041,4861,4686,4793,7180,2492,60517
201812,11102,532,62,79,70,47,53,21,864
201812,16303,8109,880,692,459,354,349,143,10986
201812,16304,3295,237,221,178,139,256,98,4424
201812,16305,8565,936,769,685,522,479,185,12141
201812,16301,33518,4328,3125,2591,2571,2863,1303,50299
201812,16302,18350,2139,1604,1131,859,919,273,25275
201812,14101,67623,11457,9316,8913,8934,11224,4874,122341
201812,14103,11473,1275,1026,886,775,921,286,16642
201812,14104,12503,1847,1365,1061,900,918,315,18909
201812,16108,12553,1084,702,585,490,493,169,16076
201812,16109,9989,1492,1223,1242,1289,1486,483,17204
201812,13403,8282,1761,1341,1192,1226,1460,479,15741
201812,13404,33238,5972,4675,4149,3912,4932,1523,58401
201812,14105,4648,609,506,341,335,337,67,6843
201812,15101,109820,13888,11059,9911,10528,14159,5458,174823
201812,14106,14531,1725,1282,989,865,899,320,20611
201812,16201,7668,824,565,527,590,606,266,11046
201812,13501,58227,9614,7679,7086,7133,9361,3577,102677
201812,14107,13309,1925,1274,995,872,1025,313,19713
201812,15102,654,86,43,38,45,66,26,958
201812,15201,912,97,73,46,61,92,39,1320
201812,16202,3683,283,214,222,156,222,88,4868
201812,14108,24114,2917,1880,1458,1284,1409,629,33691
201812,15202,419,34,33,5,15,14,5,521
201812,16101,86202,14613,11309,9812,9967,12664,5393,149960
201812,16204,4201,334,249,163,143,186,94,5370
201812,16205,3925,336,225,151,121,158,77,4993
201812,14201,22535,2971,2384,2006,1801,1945,760,34402
201812,16207,3931,376,347,222,200,201,83,5360
201812,14202,10400,1228,888,651,559,666,184,14576
201812,16203,9559,1653,1142,951,810,840,236,15191
201812,13502,2578,459,358,314,309,708,381,5107
201812,13503,16045,2491,1962,1759,1773,2370,977,27377
201812,14203,7850,764,442,371,241,362,89,10119
201812,16206,4123,406,338,322,278,243,93,5803
201812,13504,6873,1284,1032,914,819,913,267,12102
201812,14204,19646,2771,2140,1660,1415,1587,563,29782
201812,16102,13047,2123,1679,1386,1173,1366,509,21283
201812,13505,4916,787,560,483,465,635,167,8013
201812,13601,32011,5089,4337,3978,3987,5725,1827,56954
201812,16103,17373,2615,2034,1780,1718,1735,614,27869
201812,13602,19100,2736,2196,1832,1720,2143,635,30362
201812,16104,9266,989,702,479,481,527,167,12611
201812,13603,15710,2940,2322,2043,1763,2130,721,27629
201812,16105,5886,643,599,516,403,347,145,8539
