Periodo,Comuna,Cantidad_40%,Cantidad_41-50%,Cantidad_51-60%,Cantidad_61-70,Cantidad_71-80%,Cantidad_81-90%,Cantidad_91-100%,Totales_por_comuna
20240201,4202,7211,760,550,475,550,745,172,10463
20240201,4204,16633,2668,2069,2031,2380,3602,1471,30854
20240201,4203,15938,2471,1385,1259,1231,1902,654,24840
20240201,4301,70624,10218,7864,7367,8077,9729,3154,117033
20240201,4303,22125,2783,2096,1698,1856,1935,515,33008
20240201,4302,9808,994,845,705,725,865,219,14161
20240201,4304,8470,1027,631,590,765,903,278,12664
20240201,4305,3338,417,250,200,224,322,113,4864
20240201,5109,152911,27925,22771,22370,23089,35081,11017,295164
20240201,5101,165365,24733,20128,19557,21138,28269,8113,287303
20240201,5105,14343,2251,1382,1419,1370,2134,645,23544
20240201,5102,16279,2565,2113,2128,2212,2926,664,28887
20240201,5103,17379,3061,2518,2883,2836,6584,2324,37585
20240201,5107,22354,2923,2058,2016,2230,3052,946,35579
20240201,5701,44808,6436,4842,4993,5387,7496,2183,76145
20240201,5104,527,87,99,92,123,104,28,1060
20240201,5506,12687,2023,1650,1654,1683,2427,694,22818
20240201,5501,52090,8193,6484,6268,6745,9014,2523,91317
20240201,5502,33313,4435,3376,3294,3603,4974,1374,54369
20240201,5503,12525,1877,1260,1098,1191,1323,348,19622
20240201,5504,10689,1863,1466,1594,1935,3567,1107,22221
20240201,5606,5358,1313,840,885,856,1889,631,11772
20240201,5601,55147,9532,6566,6371,6639,8232,2428,94915
20240201,5602,9520,1584,1120,1192,958,2058,627,17059
20240201,5604,13784,2091,1290,1271,1058,1635,488,21617
20240201,5605,13525,1772,1167,1139,964,1393,439,20399
20240201,5302,8842,1451,1070,1060,1342,1899,577,16241
20240201,5303,6417,924,629,574,647,1081,302,10574
20240201,5301,29274,5419,4467,4343,5128,8128,2509,59268
20240201,5404,7029,1025,632,511,674,762,235,10868
20240201,5405,4707,992,710,659,588,971,338,8965
20240201,5304,10165,1620,1267,1181,1319,2205,663,18420
20240201,5401,25110,3882,2472,2236,2326,3012,955,39993
20240201,5402,12630,1881,1386,1116,1278,1857,581,20729
20240201,5403,4193,846,476,462,454,562,145,7138
20240201,5603,18618,2328,1408,1345,1150,1262,352,26463
20240201,5702,9123,1297,978,868,1003,1280,388,14937
20240201,5201,3414,796,607,646,758,983,301,7505
20240201,6106,20709,3103,2428,2341,2630,3391,858,35460
20240201,5801,78808,13592,11246,11726,12961,18990,5331,152654
20240201,6108,19150,3026,2550,3102,3968,10090,2964,44850
20240201,6109,9762,1406,859,803,723,906,217,14676
20240201,6110,16563,2554,1799,1653,1755,2036,566,26926
20240201,5803,12623,1605,1188,1027,1009,1640,458,19550
20240201,5804,66146,11265,9173,9597,10266,14155,3697,124299
20240201,5704,4716,673,495,472,537,541,146,7580
20240201,5705,11784,1581,907,990,1049,1198,351,17860
20240201,5706,9803,1641,1065,922,933,1086,256,15706
20240201,6107,18775,2620,1733,1695,1658,1739,521,28741
20240201,5802,31891,4735,3550,3184,3498,4896,1419,53173
20240201,6101,124407,20971,17730,18784,20681,30145,9129,241847
20240201,6102,7975,1327,944,889,919,1031,326,13411
20240201,5703,17417,2156,1585,1593,1940,2295,705,27691
20240201,6105,12348,2104,1527,1386,1556,2150,509,21580
20240201,7105,36459,4872,3554,3389,3946,5158,1403,58781
20240201,6111,7493,1294,925,878,875,1555,415,13435
20240201,6104,13519,2123,1368,1375,1255,1548,432,21620
20240201,6103,5157,708,430,448,440,732,213,8128
20240201,6308,6271,902,659,493,460,569,144,9498
20240201,6309,3025,395,296,230,222,275,77,4520
20240201,6301,44048,6769,5268,5175,5412,7028,1892,75592
20240201,6302,11316,1361,910,709,736,813,210,16055
20240201,6303,25113,3419,2358,2119,2099,2375,627,38110
20240201,6306,8077,1359,972,850,801,904,224,13187
20240201,7103,7599,904,469,506,530,545,165,10718
20240201,7104,3270,330,259,164,159,239,65,4486
20240201,6310,25872,3898,2557,2488,2535,3396,1140,41886
20240201,7101,118857,18953,13835,13628,15312,22584,7064,210233
20240201,6115,39403,5770,4044,4168,4177,5018,1335,63915
20240201,7107,6175,866,577,519,558,550,153,9398
20240201,7108,11050,1405,992,845,771,785,191,16039
20240201,6112,9239,1454,1146,1021,1093,1112,247,15312
20240201,6113,13396,2201,1490,1309,1204,1354,250,21204
20240201,6114,9372,1189,891,753,819,926,244,14194
20240201,6117,30195,4723,3491,3112,2884,3914,1135,49454
20240201,6201,13875,2103,1391,1394,1221,1879,540,22403
20240201,6204,5456,791,674,508,456,672,191,8748
20240201,6304,5358,728,455,425,391,485,162,8004
20240201,6307,7881,1159,823,771,803,913,243,12593
20240201,7102,31029,3851,3157,2889,3210,4136,1143,49415
20240201,6116,15678,2794,2178,2087,2106,2335,664,27842
20240201,6202,2794,448,299,215,240,326,93,4415
20240201,6205,5542,747,449,432,392,616,199,8377
20240201,6305,12436,1594,1188,1031,976,1105,296,18626
20240201,7106,7158,988,552,549,463,567,160,10437
20240201,7109,33951,3571,2556,2427,2692,2873,784,48854
20240201,6203,6053,882,527,374,480,588,222,9126
20240201,6206,5577,652,328,264,289,420,132,7662
20240201,7406,33361,4084,2529,2411,2743,3249,773,49150
20240201,7401,63374,8429,6384,5753,6214,8311,2776,101241
20240201,8101,87095,17679,14195,14897,17271,27713,9484,188334
20240201,7407,12614,1599,1053,948,992,1039,361,18606
20240201,7301,95528,14544,10298,9879,10450,13639,4281,158619
20240201,7201,31200,3606,2561,2334,2367,2982,970,46020
20240201,7304,31578,4953,3401,3014,2980,2936,698,49560
20240201,7305,7819,1027,583,527,524,550,161,11191
20240201,7307,12607,1970,1336,1226,1150,1108,293,19690
20240201,7308,20149,3041,2224,1852,1853,1894,498,31511
20240201,7403,25840,3039,1950,1675,1511,1502,381,35898
20240201,7404,32964,3652,2479,2229,2336,3092,903,47655
20240201,7405,17183,1823,1173,1027,1099,1015,300,23620
20240201,7408,15466,1737,1099,932,941,1036,289,21500
20240201,8206,17110,2035,1479,1200,1463,1485,402,25174
20240201,8102,70118,11771,8954,7981,9663,10330,2688,121505
20240201,7202,7192,771,435,395,369,457,130,9749
20240201,7402,17453,1782,1269,1270,1285,1558,431,25048
20240201,7302,8011,762,508,517,523,646,174,11141
20240201,7303,4777,600,458,429,451,635,190,7540
20240201,7203,6433,891,513,482,396,627,177,9519
20240201,7309,3110,481,268,242,188,286,78,4653
20240201,7110,7790,972,685,661,680,642,162,11592
20240201,7306,11683,1413,1182,1029,977,1049,288,17621
20240201,8201,18303,2505,1437,1346,1463,1774,529,27357
20240201,8110,69963,13634,11562,11720,14177,18404,5475,144935
20240201,8111,35204,5358,3839,3452,4222,4681,1356,58112
20240201,8112,45371,8771,7069,7319,8636,10385,3034,90585
20240201,8205,19907,3561,2597,2259,2356,2285,583,33548
20240201,8202,23081,3283,2480,2412,2835,3482,1082,38655
20240201,8203,27337,2663,1653,1639,1632,1987,668,37579
20240201,8104,8357,1002,655,589,601,772,187,12163
20240201,8207,9378,725,411,376,413,445,126,11874
20240201,8103,40480,7262,5791,5808,6377,9480,2715,77913
20240201,8105,17399,2488,1846,1586,1624,1623,349,26915
20240201,8107,28141,4722,3708,3281,3949,4479,1158,49438
20240201,8109,10472,1471,903,831,932,969,294,15872
20240201,8204,4723,512,307,280,280,332,110,6544
20240201,8301,120593,19344,14567,14365,16607,21232,6527,213235
20240201,8106,27116,4986,3634,3139,3263,3115,713,45966
20240201,8108,59150,10704,8083,8433,9772,16811,5356,118309
20240201,9103,15832,1603,1030,792,805,904,248,21214
20240201,8311,10167,1247,912,753,814,978,244,15115
20240201,8312,11388,1287,983,898,1031,1158,294,17039
20240201,9108,28863,3626,2687,2252,2465,2714,741,43348
20240201,9109,18596,2047,1457,1201,1197,1300,336,26134
20240201,9110,6182,527,350,259,307,340,112,8077
20240201,9104,7958,498,394,296,380,392,117,10035
20240201,9105,19879,2362,1418,1167,1153,1084,318,27381
20240201,8303,20410,2651,1970,1727,2013,2204,592,31567
20240201,8304,14018,2199,1642,1671,1928,2326,585,24369
20240201,8306,15449,2425,1896,1801,2160,2347,661,26739
20240201,8309,6961,963,661,514,537,528,129,10293
20240201,9101,148387,23540,17444,17551,19318,29717,10554,266511
20240201,8313,15979,1902,1429,1209,1408,1461,381,23769
20240201,9102,20499,1569,991,901,812,954,262,25988
20240201,9106,11126,907,494,399,366,401,116,13809
20240201,9107,11097,1217,700,708,765,876,261,15624
20240201,10102,22569,3701,2512,2240,2471,2583,665,36741
20240201,9111,25939,2770,1765,1490,1478,1554,424,35420
20240201,8307,7604,883,724,596,741,790,204,11542
20240201,8314,5987,323,180,202,221,229,66,7208
20240201,8305,20921,2289,1621,1582,1961,1697,424,30495
20240201,8310,2398,375,248,273,260,309,76,3939
20240201,8302,3067,342,205,229,265,311,109,4528
20240201,8308,3361,346,210,190,257,279,59,4702
20240201,9208,10210,732,509,446,561,688,203,13349
20240201,9201,32911,4769,3493,3336,3705,4498,1361,54073
20240201,9202,18359,2016,1330,1320,1293,1497,439,26254
20240201,9203,14001,1548,1000,933,979,1229,337,20027
20240201,9205,9967,527,358,394,452,565,208,12471
20240201,9206,5880,586,393,320,361,378,118,8036
20240201,10101,135735,22290,17876,17946,21324,28742,9206,253119
20240201,9210,14171,1506,910,928,916,1117,347,19895
20240201,9211,22738,3237,2176,1995,2190,2478,724,35538
20240201,9115,21916,2943,2024,1950,1862,2872,914,34481
20240201,9114,19396,2364,1692,1409,1466,1697,470,28494
20240201,9117,14089,845,468,437,437,510,153,16939
20240201,9119,22519,2609,1637,1609,1736,1773,467,32350
20240201,9120,46739,5619,3993,3893,3772,5461,1714,71191
20240201,9121,11888,849,589,446,401,457,111,14741
20240201,9209,7656,1051,771,646,695,684,191,11694
20240201,9207,7326,615,376,326,372,360,153,9528
20240201,10103,3163,281,242,206,261,372,107,4632
20240201,9112,55459,6937,4593,4036,4217,4418,1251,80911
20240201,9118,8286,625,404,387,377,422,126,10627
20240201,9204,7762,605,372,344,309,368,92,9852
20240201,10104,8825,1109,711,541,566,662,188,12602
20240201,9116,12052,679,406,338,332,455,97,14359
20240201,9113,5626,777,347,346,278,239,88,7701
20240201,10301,89675,14805,10568,10179,11053,14934,4582,155796
20240201,10204,2511,404,230,209,258,343,100,4055
20240201,10205,10638,1307,988,1059,980,1239,354,16565
20240201,10304,7883,1231,737,732,569,630,143,11925
20240201,10305,10192,1406,775,792,817,904,212,15098
20240201,10105,14154,2054,1459,1320,1333,1619,552,22491
20240201,10302,6337,764,586,497,505,593,146,9428
20240201,10109,22218,3874,2973,3076,3282,6613,2490,44526
20240201,10201,25177,4609,3821,3531,3747,5403,2274,48562
20240201,10106,12759,1501,955,781,845,1126,314,18281
20240201,10202,27345,4014,2864,2713,2620,3203,959,43718
20240201,10203,9697,1457,1133,999,1150,1195,381,16012
20240201,10208,17555,2819,2148,2101,2003,2490,715,29831
20240201,10209,6003,772,506,495,565,574,155,9070
20240201,10207,4116,393,344,344,344,345,98,5984
20240201,10210,5573,600,410,358,348,493,169,7951
20240201,10303,13881,1917,1217,1067,1103,1229,303,20717
20240201,13104,66705,12254,9736,9411,9928,12076,2824,122934
20240201,10107,10630,1955,1323,1286,1464,1454,429,18541
20240201,10206,2627,352,231,206,284,226,69,3995
20240201,10306,7856,562,352,255,282,326,90,9723
20240201,10108,11429,1105,702,642,855,996,277,16006
20240201,12401,12982,2357,2049,1930,2250,2857,1201,25626
20240201,12101,52584,11190,10059,10801,12797,17999,5953,121383
20240201,12201,620,112,127,171,349,358,193,1930
20240201,12301,2612,521,609,573,850,1109,454,6728
20240201,13103,86879,12663,9570,8846,9097,9239,2189,138483
20240201,13101,137342,27746,27053,30799,37251,58625,25323,344139
20240201,10403,7385,780,533,551,641,724,261,10875
20240201,10404,1157,141,148,126,145,203,80,2000
20240201,10401,2741,456,393,297,335,387,170,4779
20240201,11402,2017,286,180,142,156,226,85,3092
20240201,11101,31098,5077,3953,4007,4413,6855,3420,58823
20240201,11201,14170,2125,1634,1766,2137,2611,1163,25606
20240201,11301,2004,340,224,291,289,407,132,3687
20240201,11302,356,89,63,56,95,105,94,858
20240201,11303,341,29,40,41,59,55,30,595
20240201,12302,136,49,34,57,65,86,44,471
20240201,10307,8368,1002,619,586,576,499,113,11763
20240201,10402,1754,293,251,244,224,269,112,3147
20240201,11202,3463,498,438,371,443,612,281,6106
20240201,11401,3465,509,343,301,396,427,157,5598
20240201,12102,64,18,29,25,22,39,12,209
20240201,12303,51,17,27,28,20,19,20,182
20240201,12402,60,34,15,27,41,65,26,268
20240201,13102,41350,7272,5530,5557,6225,8788,2517,77239
20240201,13105,94688,14233,10630,9990,10852,12324,2920,155637
20240201,11102,581,74,63,47,73,70,34,942
20240201,12103,40,16,14,27,27,48,15,187
20240201,12104,127,20,35,39,39,53,25,338
20240201,11203,1117,162,129,95,79,138,76,1796
20240201,13117,54470,9268,6911,6799,6976,7988,2120,94532
20240201,13108,52080,10104,8744,9217,9819,12227,3426,105617
20240201,13119,206668,43121,35016,37772,44472,75414,20985,463448
20240201,13120,41569,10673,9343,11804,13363,40733,20051,147536
20240201,13110,152013,30314,24478,26346,28467,52111,16489,330218
20240201,13106,81458,14868,12766,13379,14310,18463,5493,160737
20240201,13118,46119,9705,7953,8578,9540,18882,6049,106826
20240201,13109,41797,7980,6445,6872,8010,12517,3500,87121
20240201,13114,33710,9493,8102,11157,11669,48335,34183,156649
20240201,13111,70839,11703,8516,8014,8431,9370,2242,119115
20240201,13112,120470,17618,12270,10318,10354,9230,1873,182133
20240201,13116,62699,8934,6557,5697,5823,6077,1239,97026
20240201,13201,266632,48448,37675,39413,44195,67636,17317,521316
20240201,13113,18697,4455,3584,4020,4605,12914,5615,53890
20240201,13107,40244,6690,4954,5188,5553,13486,6148,82263
20240201,13121,60867,9864,7213,6662,6894,8335,2139,101974
20240201,13115,19702,4196,3325,3391,3063,7948,4539,46164
20240201,13129,56374,8873,6762,6678,7564,10329,2940,99520
20240201,13127,88568,14577,11587,11080,11452,14612,4059,155935
20240201,13128,82811,13758,10569,9616,10731,12504,2968,142957
20240201,13130,43665,8856,7778,9230,11324,23583,9578,114014
20240201,13131,53638,7554,5702,5247,5438,6085,1433,85097
20240201,13123,15426,4011,3687,5214,5468,19311,11395,64512
20240201,13122,111590,18587,13916,13672,14216,23752,8470,204203
20240201,13126,62120,11680,9578,9343,10341,13107,3731,119900
20240201,13124,116373,19678,15024,15657,17454,26069,7172,217427
20240201,13125,92850,18864,14443,15584,18143,27995,6988,194867
20240201,13132,3756,1351,1123,1642,1468,9489,5895,24724
20240201,13601,42239,5954,4700,4691,5395,8246,2456,73681
20240201,13602,23537,3110,2323,2232,2440,2998,698,37338
20240201,13401,161516,26591,19634,19589,21686,30373,8070,287459
20240201,13605,44311,7944,6438,6112,6778,10727,2993,85303
20240201,14101,85086,13979,10875,11200,12407,18020,6044,157611
20240201,13403,11734,2117,1566,1338,1295,2465,883,21398
20240201,13404,45994,7123,5026,4782,4983,6922,1851,76681
20240201,13203,8874,1477,1060,1022,1155,1999,622,16209
20240201,13302,58203,8345,6470,6564,8004,14381,3988,105955
20240201,13303,10368,1697,1217,1129,1494,2438,735,19078
20240201,13603,21316,3180,2178,2175,2229,3262,948,35288
20240201,13402,56609,8891,6398,6659,7655,12651,3776,102639
20240201,13501,82355,11579,8362,8182,7949,11048,3246,132721
20240201,13505,6844,985,650,600,430,875,180,10564
20240201,13604,36623,6350,4523,4492,5716,8620,2555,68879
20240201,16106,9684,956,662,599,642,874,297,13714
20240201,16107,14697,1717,1064,1003,1004,1220,349,21054
20240201,13301,67069,9538,6885,7094,7426,14217,6193,118422
20240201,13503,21273,2833,2066,2141,2183,3317,1093,34906
20240201,13202,12841,2328,1670,1632,1725,3326,1173,24695
20240201,13504,9637,1356,932,854,944,1281,360,15364
20240201,13502,4095,659,405,416,495,1054,306,7430
20240201,16101,103911,16275,12752,12133,13406,18329,6190,182996
20240201,15101,138223,17675,13910,13377,16434,22865,7116,229600
20240201,15102,704,89,62,46,50,74,30,1055
20240201,16105,6532,738,520,468,481,450,152,9341
20240201,16102,15490,2185,1706,1382,1421,1508,488,24180
20240201,16104,10234,893,559,561,534,684,190,13655
20240201,14105,5427,637,482,399,444,485,100,7974
20240201,14106,17200,1961,1344,1326,1477,1565,351,25224
20240201,16108,13835,1161,804,716,669,836,228,18249
20240201,14103,13771,1410,1071,904,1051,1228,295,19730
20240201,14104,14666,1858,1357,1201,1116,1160,308,21666
20240201,14107,15334,1980,1194,1170,1136,1226,351,22391
20240201,14108,29153,3159,2050,1565,1674,1989,618,40208
20240201,14202,12268,1393,878,701,704,839,254,17037
20240201,14204,21564,3148,2027,1923,1799,2149,631,33241
20240201,15201,1104,160,82,60,97,119,48,1670
20240201,16103,21388,3003,2258,2109,2166,2369,640,33933
20240201,16109,12593,1643,1215,1144,1372,1593,400,19960
20240201,14102,4068,466,343,299,327,433,102,6038
20240201,14201,25000,3435,2532,2133,2340,3019,870,39329
20240201,14203,9320,919,557,530,456,547,154,12483
20240201,15202,428,38,24,23,14,16,5,545
20240201,16302,21187,2292,1319,1165,1297,1464,372,29096
20240201,16303,9688,984,588,491,545,635,129,13060
20240201,16304,4089,370,245,281,238,363,107,5693
20240201,16203,10382,1789,1163,994,1039,1070,249,16686
20240201,16201,8378,868,674,506,617,745,197,11985
20240201,16301,37769,4668,3350,2965,3116,3796,1152,56816
20240201,16202,4073,387,259,241,230,362,107,5659
20240201,16204,4661,342,205,233,210,270,90,6011
20240201,16305,10889,1282,935,811,765,768,216,15666
20240201,16205,4254,386,273,191,233,192,37,5566
20240201,16206,4830,555,378,305,330,415,102,6915
20240201,16207,4292,483,343,284,308,329,64,6103
20241001,1101,83044,13347,11921,12538,14735,24775,9666,170026
20241001,1107,77836,9863,7881,7741,8764,10664,3735,126484
20241001,1401,9485,1349,1165,1165,1211,1827,604,16806
20241001,1402,1157,109,54,61,62,75,26,1544
20241001,1403,1007,109,45,37,51,161,75,1485
20241001,1404,2218,236,146,162,150,202,84,3198
20241001,1405,4092,589,475,504,501,717,255,7133
20241001,2101,140572,27515,23857,26072,31988,60668,22713,333385
20241001,2102,6985,1295,1050,1183,1444,1926,789,14672
20241001,2103,812,161,154,143,153,211,186,1820
20241001,2104,7039,1073,795,822,886,1361,474,12450
20241001,2201,63965,11339,9878,10455,14933,28621,11037,150228
20241001,2202,106,24,28,13,27,37,21,256
20241001,2301,15282,1953,1444,1663,1786,3152,1145,26425
20241001,2203,5571,902,713,791,888,1327,596,10788
20241001,2302,1751,366,319,366,577,902,306,4587
20241001,3101,84073,10816,9045,10100,13184,22019,8235,157472
20241001,3102,12959,1595,1289,1362,1522,2231,928,21886
20241001,3103,9137,1058,871,849,992,1583,525,15015
20241001,3201,7847,1140,868,816,929,1475,490,13565
20241001,3202,5050,971,799,995,1358,2174,678,12025
20241001,3302,3620,435,271,218,303,300,122,5269
20241001,3301,31015,4060,3358,3462,4416,6585,2479,55375
20241001,3303,5018,670,463,524,535,678,215,8103
20241001,3304,6607,985,682,662,936,1356,538,11766
20241001,4101,112180,17531,13896,14561,16322,28570,8958,212018
20241001,4102,140687,20098,15258,14991,16717,24657,7963,240371
20241001,4103,7516,995,713,782,798,1352,420,12576
20241001,4104,4023,440,276,248,305,373,130,5795
20241001,4105,3843,451,315,298,324,308,98,5637
20241001,4106,19879,2445,1762,1723,1742,1932,561,30044
20241001,4201,19383,2940,2121,2327,2453,3243,1351,33818
20241001,4202,7387,761,494,506,502,668,200,10518
20241001,4203,16288,2327,1311,1261,1310,1821,665,24983
20241001,4204,16988,2719,1929,1970,2384,3383,1513,30886
20241001,4301,71817,9667,7413,7255,7796,9475,3147,116570
20241001,4302,9940,962,783,660,722,806,234,14107
20241001,4303,22577,2575,1867,1730,1661,1818,536,32764
20241001,4304,8617,947,621,603,736,819,298,12641
20241001,4305,3353,385,257,210,211,308,112,4836
20241001,5502,34191,4140,3217,3137,3557,4617,1374,54233
20241001,5503,12852,1677,1244,1125,1128,1306,340,19672
20241001,5506,13009,1988,1458,1565,1673,2449,671,22813
20241001,5701,45645,6207,4503,4807,5263,7119,2276,75820
20241001,5601,56252,8810,6432,6230,6475,8141,2480,94820
20241001,5602,9913,1501,1040,1217,948,2138,621,17378
20241001,5603,18917,2169,1464,1265,1128,1249,369,26561
20241001,5604,14159,2032,1319,1292,1146,1630,499,22077
20241001,5605,13889,1789,1202,1105,992,1402,449,20828
20241001,5304,10410,1571,1137,1144,1359,2101,641,18363
20241001,5109,154252,26461,21489,22393,22820,34723,11574,293712
20241001,5201,3485,701,639,627,745,981,334,7512
20241001,5301,30299,5292,4075,4462,4725,7909,2545,59307
20241001,5302,8985,1368,1117,1033,1293,1837,623,16256
20241001,5501,53373,8000,6024,6220,6594,8594,2548,91353
20241001,5401,25860,3690,2336,2171,2138,2965,958,40118
20241001,5402,12856,1862,1264,1102,1180,1825,556,20645
20241001,5404,7259,936,548,529,627,745,246,10890
20241001,5504,11071,1831,1381,1472,1991,3429,1137,22312
20241001,5606,5601,1291,888,857,862,1825,775,12099
20241001,5405,4944,951,635,744,530,984,359,9147
20241001,5403,4333,741,487,465,452,554,142,7174
20241001,5303,6616,786,648,594,637,1092,324,10697
20241001,5101,166655,23874,19425,19519,20614,27658,8557,286302
20241001,5102,16723,2602,1982,2108,2215,2875,707,29212
20241001,5105,15170,2196,1351,1345,1294,2072,616,24044
20241001,5104,532,103,97,84,109,94,25,1044
20241001,5103,17872,2943,2500,2870,2743,6336,2429,37693
20241001,5107,23079,2803,2046,1968,2058,2949,928,35831
20241001,6305,12566,1555,1200,1029,943,1072,295,18660
20241001,6306,8243,1437,834,864,769,861,208,13216
20241001,6308,6333,892,612,527,487,509,160,9520
20241001,7107,6445,787,560,516,527,570,160,9565
20241001,7101,122004,17840,13438,13243,14742,22020,7163,210450
20241001,7103,7782,790,451,473,472,565,138,10671
20241001,6117,30519,4538,3420,3007,2830,3914,1099,49327
20241001,6111,7617,1228,897,853,889,1559,395,13438
20241001,6113,13694,2035,1513,1242,1159,1322,257,21222
20241001,6115,40343,5551,4113,4091,4079,4878,1348,64403
20241001,6301,44536,6620,4912,5145,5343,6785,1970,75311
20241001,6302,11398,1258,960,677,717,812,211,16033
20241001,6201,14293,1989,1374,1296,1222,1899,560,22633
20241001,6203,6271,803,475,440,466,615,219,9289
20241001,6204,5663,786,605,461,529,670,183,8897
20241001,6206,5719,592,333,281,290,398,140,7753
20241001,6310,26443,3550,2428,2471,2444,3377,1143,41856
20241001,6303,25479,3410,2308,2002,2054,2194,671,38118
20241001,6309,3094,392,281,242,231,274,76,4590
20241001,7108,11010,1428,959,842,789,780,201,16009
20241001,7104,3281,337,233,175,145,239,60,4470
20241001,6112,9380,1446,1129,913,1041,1067,253,15229
20241001,6114,9667,1134,756,696,825,915,249,14242
20241001,6304,5500,696,455,343,387,450,156,7987
20241001,6307,7981,1156,809,702,816,919,253,12636
20241001,7105,37061,4730,3432,3413,3872,4960,1443,58911
20241001,7102,31689,3766,2922,2740,3073,3936,1091,49217
20241001,6116,15837,2715,2045,2020,2069,2422,658,27766
20241001,6202,2890,446,249,294,217,308,105,4509
20241001,6205,5699,680,433,426,421,619,228,8506
20241001,7106,7442,898,580,540,425,548,154,10587
20241001,5702,9574,1128,930,831,818,1239,377,14897
20241001,5706,9882,1571,1087,915,910,1044,289,15698
20241001,5801,79962,13009,10765,11448,12933,18351,5555,152023
20241001,5705,11945,1448,952,893,1015,1170,346,17769
20241001,6101,126573,20495,17125,18297,19870,29754,9124,241238
20241001,5802,32624,4532,3233,3371,3358,4658,1487,53263
20241001,6102,8059,1281,913,911,891,1044,321,13420
20241001,6103,5207,767,373,433,435,719,223,8157
20241001,5803,12727,1593,1196,1076,1014,1612,461,19679
20241001,5804,67610,10765,8786,9596,10034,14029,3818,124638
20241001,6106,21136,3039,2393,2224,2554,3323,885,35554
20241001,6107,19030,2596,1741,1623,1585,1721,502,28798
20241001,6108,19846,3054,2484,3140,3840,9841,3090,45295
20241001,5703,17818,2094,1548,1551,1840,2196,712,27759
20241001,5704,4835,616,488,443,500,532,153,7567
20241001,6104,13689,1979,1412,1338,1220,1536,450,21624
20241001,6105,12548,1912,1517,1424,1525,2070,541,21537
20241001,6110,16889,2372,1793,1638,1651,2110,596,27049
20241001,6109,9766,1300,842,782,723,902,252,14567
20241001,8112,46564,8781,6648,7261,8016,10107,2965,90342
20241001,8201,18452,2272,1467,1392,1401,1675,560,27219
20241001,8207,9363,726,391,383,405,468,133,11869
20241001,8203,27412,2588,1665,1657,1659,1898,647,37526
20241001,8204,4722,504,354,278,279,310,105,6552
20241001,8205,20406,3382,2524,2339,2149,2199,600,33599
20241001,8105,17952,2341,1734,1652,1507,1559,353,27098
20241001,8102,71817,11331,8539,7878,9168,9890,2715,121338
20241001,8103,41167,7169,5466,5536,6217,8979,2762,77296
20241001,8104,8637,1011,564,600,591,765,197,12365
20241001,8110,71545,13120,11062,11322,13286,17830,5284,143449
20241001,8107,28856,4288,3483,3385,3647,4319,1235,49213
20241001,8109,10839,1317,891,810,947,903,262,15969
20241001,8202,23770,3018,2493,2414,2701,3232,1004,38632
20241001,8111,36283,5146,3612,3350,4005,4453,1299,58148
20241001,8206,17603,1944,1473,1194,1370,1459,370,25413
20241001,8301,124138,18282,14062,14053,15910,20442,6587,213474
20241001,8106,27829,4872,3363,2976,3063,2849,688,45640
20241001,8108,61052,10188,7636,8513,9566,16163,5281,118399
20241001,7109,34615,3319,2569,2410,2693,2842,794,49242
20241001,7301,97212,13756,10002,9956,10200,13152,4378,158656
20241001,7203,6590,877,496,410,420,616,186,9595
20241001,7302,8207,747,521,480,516,606,177,11254
20241001,7304,32171,4651,3271,2974,2803,2885,720,49475
20241001,7403,26209,2828,1873,1657,1518,1509,394,35988
20241001,7306,11792,1515,1127,1002,950,1106,288,17780
20241001,7307,12895,1833,1238,1145,1130,1140,288,19669
20241001,7404,33366,3468,2321,2367,2268,2945,937,47672
20241001,7401,64696,8085,5992,5716,6156,8020,2767,101432
20241001,7402,17765,1701,1243,1181,1295,1548,434,25167
20241001,7405,17308,1801,1111,1118,1020,1000,303,23661
20241001,7406,34919,3867,2480,2318,2554,3106,781,50025
20241001,7407,12920,1511,1044,915,927,1034,337,18688
20241001,7408,15814,1661,1037,997,970,992,290,21761
20241001,8101,88898,17069,13523,14541,16690,26795,9809,187325
20241001,7201,31842,3574,2430,2232,2347,2913,950,46288
20241001,7303,4986,605,419,365,406,566,185,7532
20241001,7305,7949,981,606,528,447,569,141,11221
20241001,7308,20500,3013,2016,1931,1817,1857,488,31622
20241001,7309,3254,393,246,228,212,289,89,4711
20241001,7202,7291,683,420,408,375,435,146,9758
20241001,7110,7921,928,633,603,707,627,172,11591
20241001,9204,7878,550,397,285,346,330,95,9881
20241001,9205,10080,545,380,392,452,543,192,12584
20241001,9207,7254,649,390,341,328,368,135,9465
20241001,9208,10233,701,509,452,542,673,194,13304
20241001,10102,22718,3583,2388,2178,2523,2542,699,36631
20241001,9211,23396,3077,2019,1899,2100,2394,703,35588
20241001,10101,138065,21657,17178,18290,21199,28188,9453,254030
20241001,9116,11971,653,394,350,331,434,99,14232
20241001,9117,14048,869,525,470,428,504,161,17005
20241001,9111,26384,2585,1705,1449,1421,1517,453,35514
20241001,9112,56442,6656,4574,3804,3908,4298,1229,80911
20241001,9113,5718,666,408,310,276,243,81,7702
20241001,9115,22462,2869,1984,2000,1700,2787,957,34759
20241001,9201,33788,4510,3227,3166,3521,4456,1370,54038
20241001,9119,22860,2486,1649,1607,1661,1712,486,32461
20241001,9120,47935,5523,3944,3864,3658,5330,1750,72004
20241001,9121,12013,862,540,480,425,440,110,14870
