Código región,Código provincia,Código comuna,Grupos de edad,Años de escolaridad promedio
4,42.0,4202.0,25 a 29,13
4,42.0,4202.0,30 a 34,12.6
4,42.0,4202.0,35 a 39,12.1
4,42.0,4202.0,40 a 44,11
4,42.0,4202.0,45 a 49,10.2
4,42.0,4202.0,50 a 54,9.4
4,42.0,4202.0,55 a 59,8.3
4,42.0,4202.0,60 a 64,7.5
4,42.0,4202.0,65 a 69,7
4,42.0,4202.0,70 a 74,5.9
4,42.0,4202.0,75 a 79,4.7
4,42.0,4202.0,80 a 84,3.7
4,42.0,4202.0,85 o más,2.6
4,42.0,4203.0,0 a 4,0
4,42.0,4203.0,5 a 9,1.5
4,42.0,4203.0,10 a 14,6.1
4,42.0,4203.0,15 a 19,10.5
4,42.0,4203.0,20 a 24,12.6
4,42.0,4203.0,25 a 29,13
4,42.0,4203.0,30 a 34,13.3
4,42.0,4203.0,35 a 39,12.8
4,42.0,4203.0,40 a 44,12.3
4,42.0,4203.0,45 a 49,11.8
4,42.0,4203.0,50 a 54,10.8
4,42.0,4203.0,55 a 59,10
4,42.0,4203.0,60 a 64,9.5
4,42.0,4203.0,65 a 69,9.3
4,42.0,4203.0,70 a 74,8.4
4,42.0,4203.0,75 a 79,7.3
4,42.0,4203.0,80 a 84,6.1
4,42.0,4203.0,85 o más,5.3
4,42.0,4204.0,0 a 4,0
4,42.0,4204.0,5 a 9,1.5
4,42.0,4204.0,10 a 14,6.1
4,42.0,4204.0,15 a 19,10.4
4,42.0,4204.0,20 a 24,12.8
4,42.0,4204.0,25 a 29,13.2
4,42.0,4204.0,30 a 34,13.2
4,42.0,4204.0,35 a 39,12.7
4,42.0,4204.0,40 a 44,12.1
4,42.0,4204.0,45 a 49,11.3
4,42.0,4204.0,50 a 54,10.5
4,42.0,4204.0,55 a 59,9.6
4,42.0,4204.0,60 a 64,9.2
4,42.0,4204.0,65 a 69,8.5
4,42.0,4204.0,70 a 74,7.5
4,42.0,4204.0,75 a 79,6.1
4,42.0,4204.0,80 a 84,5.3
4,42.0,4204.0,85 o más,4
4,43.0,4301.0,0 a 4,0
4,43.0,4301.0,5 a 9,1.5
4,43.0,4301.0,10 a 14,6
4,43.0,4301.0,15 a 19,10.5
4,43.0,4301.0,20 a 24,12.8
4,43.0,4301.0,25 a 29,13.2
4,43.0,4301.0,30 a 34,13.1
4,43.0,4301.0,35 a 39,12.8
4,43.0,4301.0,40 a 44,12.2
4,43.0,4301.0,45 a 49,11.6
4,43.0,4301.0,50 a 54,11
4,43.0,4301.0,55 a 59,10.3
4,43.0,4301.0,60 a 64,9.8
4,43.0,4301.0,65 a 69,9.2
4,43.0,4301.0,70 a 74,8.4
4,43.0,4301.0,75 a 79,7
4,43.0,4301.0,80 a 84,6
4,43.0,4301.0,85 o más,5.3
4,43.0,4302.0,0 a 4,0
4,43.0,4302.0,5 a 9,1.5
4,43.0,4302.0,10 a 14,6.1
4,43.0,4302.0,15 a 19,10.6
4,43.0,4302.0,20 a 24,13.2
4,43.0,4302.0,25 a 29,13.4
4,43.0,4302.0,30 a 34,13.1
4,43.0,4302.0,35 a 39,12.4
4,43.0,4302.0,40 a 44,11.5
4,43.0,4302.0,45 a 49,10.5
4,43.0,4302.0,50 a 54,10
4,43.0,4302.0,55 a 59,9
4,43.0,4302.0,60 a 64,8.5
4,43.0,4302.0,65 a 69,8.1
4,43.0,4302.0,70 a 74,7
4,43.0,4302.0,75 a 79,6
4,43.0,4302.0,80 a 84,4.6
4,43.0,4302.0,85 o más,3.7
4,43.0,4303.0,0 a 4,0
4,43.0,4303.0,5 a 9,1.6
4,43.0,4303.0,10 a 14,6.1
4,43.0,4303.0,15 a 19,10.6
4,43.0,4303.0,20 a 24,12.6
4,43.0,4303.0,25 a 29,12.6
4,43.0,4303.0,30 a 34,12.1
4,43.0,4303.0,35 a 39,11.8
4,43.0,4303.0,40 a 44,10.9
4,43.0,4303.0,45 a 49,10.1
4,43.0,4303.0,50 a 54,9.4
4,43.0,4303.0,55 a 59,8.7
4,43.0,4303.0,60 a 64,7.8
4,43.0,4303.0,65 a 69,7.5
4,43.0,4303.0,70 a 74,6.3
4,43.0,4303.0,75 a 79,5
4,43.0,4303.0,80 a 84,4.3
4,43.0,4303.0,85 o más,3.6
4,43.0,4304.0,0 a 4,0
4,43.0,4304.0,5 a 9,1.6
4,43.0,4304.0,10 a 14,6.1
4,43.0,4304.0,15 a 19,10.6
4,43.0,4304.0,20 a 24,12.8
4,43.0,4304.0,25 a 29,12.8
4,43.0,4304.0,30 a 34,12.6
4,43.0,4304.0,35 a 39,11.9
4,43.0,4304.0,40 a 44,11.2
4,43.0,4304.0,45 a 49,10.3
4,43.0,4304.0,50 a 54,9.9
4,43.0,4304.0,55 a 59,9
4,43.0,4304.0,60 a 64,8.5
4,43.0,4304.0,65 a 69,7.9
4,43.0,4304.0,70 a 74,6.7
4,43.0,4304.0,75 a 79,5.7
4,43.0,4304.0,80 a 84,4.4
4,43.0,4304.0,85 o más,3.1
4,43.0,4305.0,0 a 4,0
4,43.0,4305.0,5 a 9,1.5
4,43.0,4305.0,10 a 14,6
4,43.0,4305.0,15 a 19,10.7
4,43.0,4305.0,20 a 24,13
4,43.0,4305.0,25 a 29,13
4,43.0,4305.0,30 a 34,12.1
4,43.0,4305.0,35 a 39,11.4
4,43.0,4305.0,40 a 44,11
4,43.0,4305.0,45 a 49,10.2
4,43.0,4305.0,50 a 54,10.1
4,43.0,4305.0,55 a 59,9.2
4,43.0,4305.0,60 a 64,7.9
4,43.0,4305.0,65 a 69,7.6
4,43.0,4305.0,70 a 74,6.2
4,43.0,4305.0,75 a 79,5.5
4,43.0,4305.0,80 a 84,4
4,43.0,4305.0,85 o más,3.1
5,51.0,5101.0,0 a 4,0
5,51.0,5101.0,5 a 9,1.5
5,51.0,5101.0,10 a 14,5.9
5,51.0,5101.0,15 a 19,10.7
5,51.0,5101.0,20 a 24,13.4
5,51.0,5101.0,25 a 29,14.1
5,51.0,5101.0,30 a 34,14.2
5,51.0,5101.0,35 a 39,14.1
5,51.0,5101.0,40 a 44,13.7
5,51.0,5101.0,45 a 49,13.3
5,51.0,5101.0,50 a 54,12.7
5,51.0,5101.0,55 a 59,11.9
5,51.0,5101.0,60 a 64,11.2
5,51.0,5101.0,65 a 69,10.8
5,51.0,5101.0,70 a 74,10.3
5,51.0,5101.0,75 a 79,9.5
5,51.0,5101.0,80 a 84,8.9
5,51.0,5101.0,85 o más,8.2
5,51.0,5102.0,0 a 4,0
5,51.0,5102.0,5 a 9,1.4
5,51.0,5102.0,10 a 14,6
5,51.0,5102.0,15 a 19,10.5
5,51.0,5102.0,20 a 24,13.1
5,51.0,5102.0,25 a 29,13.5
5,51.0,5102.0,30 a 34,13.5
5,51.0,5102.0,35 a 39,13.3
5,51.0,5102.0,40 a 44,12.7
5,51.0,5102.0,45 a 49,12.2
5,51.0,5102.0,50 a 54,11.7
5,51.0,5102.0,55 a 59,10.6
5,51.0,5102.0,60 a 64,10.2
5,51.0,5102.0,65 a 69,9.9
5,51.0,5102.0,70 a 74,8.9
5,51.0,5102.0,75 a 79,7.8
5,51.0,5102.0,80 a 84,6.9
5,51.0,5102.0,85 o más,6.2
5,51.0,5103.0,0 a 4,0
5,51.0,5103.0,5 a 9,1.4
5,51.0,5103.0,10 a 14,6
5,51.0,5103.0,15 a 19,10.6
5,51.0,5103.0,20 a 24,13.8
5,51.0,5103.0,25 a 29,15
5,51.0,5103.0,30 a 34,15.4
5,51.0,5103.0,35 a 39,15.4
5,51.0,5103.0,40 a 44,15.2
5,51.0,5103.0,45 a 49,14.8
5,51.0,5103.0,50 a 54,14.3
5,51.0,5103.0,55 a 59,13.6
5,51.0,5103.0,60 a 64,13
5,51.0,5103.0,65 a 69,12.7
5,51.0,5103.0,70 a 74,12.5
5,51.0,5103.0,75 a 79,11.4
5,51.0,5103.0,80 a 84,10.6
5,51.0,5103.0,85 o más,9.6
5,51.0,5104.0,0 a 4,0
5,51.0,5104.0,5 a 9,1.3
5,51.0,5104.0,10 a 14,5.5
5,51.0,5104.0,15 a 19,10
5,51.0,5104.0,20 a 24,14.3
5,51.0,5104.0,25 a 29,14
5,51.0,5104.0,30 a 34,14.3
5,51.0,5104.0,35 a 39,14.1
5,51.0,5104.0,40 a 44,14
5,51.0,5104.0,45 a 49,13.1
5,51.0,5104.0,50 a 54,12.8
5,51.0,5104.0,55 a 59,11.8
5,51.0,5104.0,60 a 64,10.6
5,51.0,5104.0,65 a 69,10.1
5,51.0,5104.0,70 a 74,9.5
5,51.0,5104.0,75 a 79,7.1
5,51.0,5104.0,80 a 84,5.1
5,51.0,5104.0,85 o más,5.5
5,51.0,5105.0,0 a 4,0
5,51.0,5105.0,5 a 9,1.6
5,51.0,5105.0,10 a 14,6
5,51.0,5105.0,15 a 19,10.4
5,51.0,5105.0,20 a 24,12.9
5,51.0,5105.0,25 a 29,13.2
5,51.0,5105.0,30 a 34,13.4
5,51.0,5105.0,35 a 39,13.3
5,51.0,5105.0,40 a 44,13.1
5,51.0,5105.0,45 a 49,12.2
5,51.0,5105.0,50 a 54,11.8
5,51.0,5105.0,55 a 59,11.1
5,51.0,5105.0,60 a 64,10.4
5,51.0,5105.0,65 a 69,10.3
5,51.0,5105.0,70 a 74,9.3
5,51.0,5105.0,75 a 79,8.9
5,51.0,5105.0,80 a 84,8.2
5,51.0,5105.0,85 o más,6.9
5,51.0,5107.0,0 a 4,0
5,51.0,5107.0,5 a 9,1.4
5,51.0,5107.0,10 a 14,6
5,51.0,5107.0,15 a 19,10.5
5,51.0,5107.0,20 a 24,12.9
5,51.0,5107.0,25 a 29,13.4
5,51.0,5107.0,30 a 34,13.3
5,51.0,5107.0,35 a 39,13.1
5,51.0,5107.0,40 a 44,12.9
5,51.0,5107.0,45 a 49,12.6
5,51.0,5107.0,50 a 54,12.1
5,51.0,5107.0,55 a 59,11.5
5,51.0,5107.0,60 a 64,10.9
5,51.0,5107.0,65 a 69,10.4
5,51.0,5107.0,70 a 74,9.6
5,51.0,5107.0,75 a 79,8.9
5,51.0,5107.0,80 a 84,7.9
5,51.0,5107.0,85 o más,6.8
5,51.0,5109.0,0 a 4,0
5,51.0,5109.0,5 a 9,1.5
5,51.0,5109.0,10 a 14,6
5,51.0,5109.0,15 a 19,10.8
5,51.0,5109.0,20 a 24,13.6
5,51.0,5109.0,25 a 29,14.5
5,51.0,5109.0,30 a 34,14.7
5,51.0,5109.0,35 a 39,14.6
5,51.0,5109.0,40 a 44,14.3
5,51.0,5109.0,45 a 49,13.9
5,51.0,5109.0,50 a 54,13.4
5,51.0,5109.0,55 a 59,12.6
5,51.0,5109.0,60 a 64,12.1
5,51.0,5109.0,65 a 69,12
5,51.0,5109.0,70 a 74,11.5
5,51.0,5109.0,75 a 79,11
5,51.0,5109.0,80 a 84,10.2
5,51.0,5109.0,85 o más,9.5
5,52.0,5201.0,0 a 4,0
5,52.0,5201.0,5 a 9,1.5
5,52.0,5201.0,10 a 14,6.2
5,52.0,5201.0,15 a 19,9.7
5,52.0,5201.0,20 a 24,12.4
5,52.0,5201.0,25 a 29,13.1
5,52.0,5201.0,30 a 34,13.9
5,52.0,5201.0,35 a 39,13.9
5,52.0,5201.0,40 a 44,14
5,52.0,5201.0,45 a 49,13.4
5,52.0,5201.0,50 a 54,12.5
5,52.0,5201.0,55 a 59,12.5
5,52.0,5201.0,60 a 64,11.3
5,52.0,5201.0,65 a 69,10.7
5,52.0,5201.0,70 a 74,10.1
5,52.0,5201.0,75 a 79,10.1
5,52.0,5201.0,80 a 84,10.2
5,52.0,5201.0,85 o más,8.3
5,53.0,5301.0,0 a 4,0
5,53.0,5301.0,5 a 9,1.5
5,53.0,5301.0,10 a 14,6
5,53.0,5301.0,15 a 19,10.5
5,53.0,5301.0,20 a 24,13.1
5,53.0,5301.0,25 a 29,13.8
5,53.0,5301.0,30 a 34,14
5,53.0,5301.0,35 a 39,13.6
5,53.0,5301.0,40 a 44,13.5
5,53.0,5301.0,45 a 49,13.1
5,53.0,5301.0,50 a 54,12.7
5,53.0,5301.0,55 a 59,11.8
5,53.0,5301.0,60 a 64,11.1
5,53.0,5301.0,65 a 69,10.6
5,53.0,5301.0,70 a 74,10
5,53.0,5301.0,75 a 79,9.3
5,53.0,5301.0,80 a 84,8.6
5,53.0,5301.0,85 o más,7.6
5,53.0,5302.0,0 a 4,0
5,53.0,5302.0,5 a 9,1.3
5,53.0,5302.0,10 a 14,6
5,53.0,5302.0,15 a 19,10.5
5,53.0,5302.0,20 a 24,12.9
5,53.0,5302.0,25 a 29,13.4
5,53.0,5302.0,30 a 34,13.6
5,53.0,5302.0,35 a 39,13.5
5,53.0,5302.0,40 a 44,13.4
5,53.0,5302.0,45 a 49,12.8
5,53.0,5302.0,50 a 54,11.9
5,53.0,5302.0,55 a 59,10.7
5,53.0,5302.0,60 a 64,10
5,53.0,5302.0,65 a 69,9.6
5,53.0,5302.0,70 a 74,8.2
5,53.0,5302.0,75 a 79,7.6
5,53.0,5302.0,80 a 84,6.5
5,53.0,5302.0,85 o más,6.8
5,53.0,5303.0,0 a 4,0
5,53.0,5303.0,5 a 9,1.5
5,53.0,5303.0,10 a 14,6.2
5,53.0,5303.0,15 a 19,10.7
5,53.0,5303.0,20 a 24,13
5,53.0,5303.0,25 a 29,13.7
5,53.0,5303.0,30 a 34,13.4
5,53.0,5303.0,35 a 39,13.8
5,53.0,5303.0,40 a 44,13.4
5,53.0,5303.0,45 a 49,13
5,53.0,5303.0,50 a 54,11.8
5,53.0,5303.0,55 a 59,10.8
5,53.0,5303.0,60 a 64,9.6
5,53.0,5303.0,65 a 69,9.2
5,53.0,5303.0,70 a 74,8.9
5,53.0,5303.0,75 a 79,7.3
5,53.0,5303.0,80 a 84,6.9
5,53.0,5303.0,85 o más,6.2
5,53.0,5304.0,0 a 4,0
5,53.0,5304.0,5 a 9,1.6
5,53.0,5304.0,10 a 14,6.1
5,53.0,5304.0,15 a 19,10.7
5,53.0,5304.0,20 a 24,13.4
5,53.0,5304.0,25 a 29,13.7
5,53.0,5304.0,30 a 34,13.7
5,53.0,5304.0,35 a 39,13.7
5,53.0,5304.0,40 a 44,13.4
5,53.0,5304.0,45 a 49,12.6
5,53.0,5304.0,50 a 54,11.8
5,53.0,5304.0,55 a 59,10.7
5,53.0,5304.0,60 a 64,9.6
5,53.0,5304.0,65 a 69,9.1
5,53.0,5304.0,70 a 74,8.3
5,53.0,5304.0,75 a 79,7
5,53.0,5304.0,80 a 84,6.1
5,53.0,5304.0,85 o más,5.1
5,54.0,5401.0,0 a 4,0
5,54.0,5401.0,5 a 9,1.4
5,54.0,5401.0,10 a 14,6
5,54.0,5401.0,15 a 19,10.6
5,54.0,5401.0,20 a 24,13
5,54.0,5401.0,25 a 29,13.5
5,54.0,5401.0,30 a 34,13.4
5,54.0,5401.0,35 a 39,13.1
5,54.0,5401.0,40 a 44,12.5
5,54.0,5401.0,45 a 49,11.7
5,54.0,5401.0,50 a 54,11
5,54.0,5401.0,55 a 59,10.4
5,54.0,5401.0,60 a 64,9.8
5,54.0,5401.0,65 a 69,9.2
5,54.0,5401.0,70 a 74,8.2
5,54.0,5401.0,75 a 79,7.1
5,54.0,5401.0,80 a 84,6
5,54.0,5401.0,85 o más,5.1
5,54.0,5402.0,0 a 4,0
5,54.0,5402.0,5 a 9,1.4
5,54.0,5402.0,10 a 14,6.2
5,54.0,5402.0,15 a 19,10.7
5,54.0,5402.0,20 a 24,13.2
5,54.0,5402.0,25 a 29,13.4
5,54.0,5402.0,30 a 34,13
5,54.0,5402.0,35 a 39,12.5
5,54.0,5402.0,40 a 44,11.8
5,54.0,5402.0,45 a 49,11.4
5,54.0,5402.0,50 a 54,10.5
5,54.0,5402.0,55 a 59,9.7
5,54.0,5402.0,60 a 64,9
5,54.0,5402.0,65 a 69,8.5
5,54.0,5402.0,70 a 74,6.9
5,54.0,5402.0,75 a 79,5.7
5,54.0,5402.0,80 a 84,4.9
5,54.0,5402.0,85 o más,3.5
5,54.0,5403.0,0 a 4,0
5,54.0,5403.0,5 a 9,1.5
5,54.0,5403.0,10 a 14,6
5,54.0,5403.0,15 a 19,10.3
5,54.0,5403.0,20 a 24,12.7
5,54.0,5403.0,25 a 29,13.6
5,54.0,5403.0,30 a 34,13.4
5,54.0,5403.0,35 a 39,12.8
5,54.0,5403.0,40 a 44,12.8
5,54.0,5403.0,45 a 49,12
5,54.0,5403.0,50 a 54,11.3
5,54.0,5403.0,55 a 59,10.7
5,54.0,5403.0,60 a 64,10.3
5,54.0,5403.0,65 a 69,10
5,54.0,5403.0,70 a 74,9.6
5,54.0,5403.0,75 a 79,8.7
5,54.0,5403.0,80 a 84,7.7
5,54.0,5403.0,85 o más,6.3
5,54.0,5404.0,0 a 4,0
5,54.0,5404.0,5 a 9,1.6
5,54.0,5404.0,10 a 14,6.4
5,54.0,5404.0,15 a 19,10.9
5,54.0,5404.0,20 a 24,13.4
5,54.0,5404.0,25 a 29,13.5
5,54.0,5404.0,30 a 34,13.3
5,54.0,5404.0,35 a 39,12.7
5,54.0,5404.0,40 a 44,12.2
5,54.0,5404.0,45 a 49,11.1
5,54.0,5404.0,50 a 54,10.3
5,54.0,5404.0,55 a 59,9.5
5,54.0,5404.0,60 a 64,8.8
5,54.0,5404.0,65 a 69,8.7
5,54.0,5404.0,70 a 74,7.2
5,54.0,5404.0,75 a 79,6
5,54.0,5404.0,80 a 84,4.8
5,54.0,5404.0,85 o más,4.6
5,54.0,5405.0,0 a 4,0
5,54.0,5405.0,5 a 9,1.6
5,54.0,5405.0,10 a 14,6.1
5,54.0,5405.0,15 a 19,10.6
5,54.0,5405.0,20 a 24,13
5,54.0,5405.0,25 a 29,13.6
5,54.0,5405.0,30 a 34,13.8
5,54.0,5405.0,35 a 39,13.7
5,54.0,5405.0,40 a 44,13.3
5,54.0,5405.0,45 a 49,12.7
5,54.0,5405.0,50 a 54,11.8
5,54.0,5405.0,55 a 59,10.9
5,54.0,5405.0,60 a 64,10.1
5,54.0,5405.0,65 a 69,10.2
5,54.0,5405.0,70 a 74,9.8
5,54.0,5405.0,75 a 79,9
5,54.0,5405.0,80 a 84,8.4
5,54.0,5405.0,85 o más,6.8
5,55.0,5501.0,0 a 4,0
5,55.0,5501.0,5 a 9,1.4
5,55.0,5501.0,10 a 14,6
5,55.0,5501.0,15 a 19,10.5
5,55.0,5501.0,20 a 24,13
5,55.0,5501.0,25 a 29,13.8
5,55.0,5501.0,30 a 34,13.8
5,55.0,5501.0,35 a 39,13.6
5,55.0,5501.0,40 a 44,13.3
5,55.0,5501.0,45 a 49,12.8
5,55.0,5501.0,50 a 54,12.1
5,55.0,5501.0,55 a 59,11.3
5,55.0,5501.0,60 a 64,10.7
5,55.0,5501.0,65 a 69,10.3
5,55.0,5501.0,70 a 74,9.7
5,55.0,5501.0,75 a 79,8.8
5,55.0,5501.0,80 a 84,8
5,55.0,5501.0,85 o más,7.3
5,55.0,5502.0,0 a 4,0
5,55.0,5502.0,5 a 9,1.5
5,55.0,5502.0,10 a 14,6.1
5,55.0,5502.0,15 a 19,10.7
5,55.0,5502.0,20 a 24,13.1
5,55.0,5502.0,25 a 29,13.4
5,55.0,5502.0,30 a 34,13.4
5,55.0,5502.0,35 a 39,12.8
5,55.0,5502.0,40 a 44,12.4
5,55.0,5502.0,45 a 49,12
5,55.0,5502.0,50 a 54,11.6
5,55.0,5502.0,55 a 59,10.7
5,55.0,5502.0,60 a 64,10
5,55.0,5502.0,65 a 69,9.5
5,55.0,5502.0,70 a 74,8.6
5,55.0,5502.0,75 a 79,7.6
5,55.0,5502.0,80 a 84,7.2
5,55.0,5502.0,85 o más,6.3
5,55.0,5503.0,0 a 4,0
5,55.0,5503.0,5 a 9,1.4
5,55.0,5503.0,10 a 14,6.2
5,55.0,5503.0,15 a 19,10.7
5,55.0,5503.0,20 a 24,13
5,55.0,5503.0,25 a 29,13.3
5,55.0,5503.0,30 a 34,13.1
5,55.0,5503.0,35 a 39,12.6
5,55.0,5503.0,40 a 44,12
5,55.0,5503.0,45 a 49,11.3
5,55.0,5503.0,50 a 54,10.4
5,55.0,5503.0,55 a 59,9.3
5,55.0,5503.0,60 a 64,8.6
5,55.0,5503.0,65 a 69,8
5,55.0,5503.0,70 a 74,7.4
5,55.0,5503.0,75 a 79,6.5
5,55.0,5503.0,80 a 84,5.4
5,55.0,5503.0,85 o más,4.9
5,55.0,5504.0,0 a 4,0
5,55.0,5504.0,5 a 9,1.4
5,55.0,5504.0,10 a 14,6.1
5,55.0,5504.0,15 a 19,10.7
5,55.0,5504.0,20 a 24,13.7
5,55.0,5504.0,25 a 29,14.6
5,55.0,5504.0,30 a 34,14.5
5,55.0,5504.0,35 a 39,14.5
5,55.0,5504.0,40 a 44,14.4
5,55.0,5504.0,45 a 49,13.7
5,55.0,5504.0,50 a 54,12.9
5,55.0,5504.0,55 a 59,11.9
5,55.0,5504.0,60 a 64,11
5,55.0,5504.0,65 a 69,10.5
5,55.0,5504.0,70 a 74,9.7
5,55.0,5504.0,75 a 79,8.7
5,55.0,5504.0,80 a 84,7.7
5,55.0,5504.0,85 o más,7.5
5,55.0,5506.0,0 a 4,0
5,55.0,5506.0,5 a 9,1.6
5,55.0,5506.0,10 a 14,6.2
5,55.0,5506.0,15 a 19,10.8
5,55.0,5506.0,20 a 24,13.2
5,55.0,5506.0,25 a 29,13.4
5,55.0,5506.0,30 a 34,13.1
5,55.0,5506.0,35 a 39,12.7
5,55.0,5506.0,40 a 44,12.1
5,55.0,5506.0,45 a 49,11.7
5,55.0,5506.0,50 a 54,11
5,55.0,5506.0,55 a 59,10
5,55.0,5506.0,60 a 64,9.2
5,55.0,5506.0,65 a 69,8.5
5,55.0,5506.0,70 a 74,7.8
5,55.0,5506.0,75 a 79,6.7
5,55.0,5506.0,80 a 84,5.6
5,55.0,5506.0,85 o más,5
5,56.0,5601.0,0 a 4,0
5,56.0,5601.0,5 a 9,1.5
5,56.0,5601.0,10 a 14,6
5,56.0,5601.0,15 a 19,10.6
5,56.0,5601.0,20 a 24,12.9
5,56.0,5601.0,25 a 29,13.3
5,56.0,5601.0,30 a 34,13.3
5,56.0,5601.0,35 a 39,13
5,56.0,5601.0,40 a 44,12.5
5,56.0,5601.0,45 a 49,12.1
5,56.0,5601.0,50 a 54,11.6
5,56.0,5601.0,55 a 59,11
5,56.0,5601.0,60 a 64,10.3
5,56.0,5601.0,65 a 69,9.9
5,56.0,5601.0,70 a 74,9.2
5,56.0,5601.0,75 a 79,8.2
5,56.0,5601.0,80 a 84,7.2
5,56.0,5601.0,85 o más,6.8
5,56.0,5602.0,0 a 4,0
5,56.0,5602.0,5 a 9,1.4
5,56.0,5602.0,10 a 14,5.9
5,56.0,5602.0,15 a 19,10.5
5,56.0,5602.0,20 a 24,12.8
5,56.0,5602.0,25 a 29,13.9
5,56.0,5602.0,30 a 34,14
5,56.0,5602.0,35 a 39,14.5
5,56.0,5602.0,40 a 44,14.1
5,56.0,5602.0,45 a 49,13.6
5,56.0,5602.0,50 a 54,12.9
5,56.0,5602.0,55 a 59,12.3
5,56.0,5602.0,60 a 64,12.1
5,56.0,5602.0,65 a 69,12
5,56.0,5602.0,70 a 74,12.2
5,56.0,5602.0,75 a 79,11.5
5,56.0,5602.0,80 a 84,10.9
5,56.0,5602.0,85 o más,9.1
5,56.0,5603.0,0 a 4,0
5,56.0,5603.0,5 a 9,1.6
5,56.0,5603.0,10 a 14,6.1
5,56.0,5603.0,15 a 19,10.5
5,56.0,5603.0,20 a 24,12.6
5,56.0,5603.0,25 a 29,12.7
5,56.0,5603.0,30 a 34,12.6
5,56.0,5603.0,35 a 39,12.4
5,56.0,5603.0,40 a 44,12.1
5,56.0,5603.0,45 a 49,11.6
5,56.0,5603.0,50 a 54,11.2
5,56.0,5603.0,55 a 59,10.4
5,56.0,5603.0,60 a 64,9.8
5,56.0,5603.0,65 a 69,9.3
5,56.0,5603.0,70 a 74,8.9
5,56.0,5603.0,75 a 79,8.1
5,56.0,5603.0,80 a 84,7.6
5,56.0,5603.0,85 o más,7
5,56.0,5604.0,0 a 4,0
5,56.0,5604.0,5 a 9,1.5
5,56.0,5604.0,10 a 14,6
5,56.0,5604.0,15 a 19,10.5
5,56.0,5604.0,20 a 24,12.8
5,56.0,5604.0,25 a 29,13.5
5,56.0,5604.0,30 a 34,13.8
5,56.0,5604.0,35 a 39,13.7
5,56.0,5604.0,40 a 44,13.5
5,56.0,5604.0,45 a 49,13
5,56.0,5604.0,50 a 54,12.5
5,56.0,5604.0,55 a 59,12
5,56.0,5604.0,60 a 64,11.4
5,56.0,5604.0,65 a 69,11.5
5,56.0,5604.0,70 a 74,11
5,56.0,5604.0,75 a 79,10.4
5,56.0,5604.0,80 a 84,9.3
5,56.0,5604.0,85 o más,8.6
5,56.0,5605.0,0 a 4,0
5,56.0,5605.0,5 a 9,1.6
5,56.0,5605.0,10 a 14,5.9
5,56.0,5605.0,15 a 19,10.6
5,56.0,5605.0,20 a 24,12.8
5,56.0,5605.0,25 a 29,13.3
5,56.0,5605.0,30 a 34,13.5
5,56.0,5605.0,35 a 39,13.3
5,56.0,5605.0,40 a 44,12.7
5,56.0,5605.0,45 a 49,12.7
5,56.0,5605.0,50 a 54,12.1
5,56.0,5605.0,55 a 59,11.5
5,56.0,5605.0,60 a 64,11.1
5,56.0,5605.0,65 a 69,10.8
5,56.0,5605.0,70 a 74,10.3
5,56.0,5605.0,75 a 79,9.5
5,56.0,5605.0,80 a 84,9.1
5,56.0,5605.0,85 o más,8.2
5,56.0,5606.0,0 a 4,0
5,56.0,5606.0,5 a 9,1.4
5,56.0,5606.0,10 a 14,6
5,56.0,5606.0,15 a 19,10.5
5,56.0,5606.0,20 a 24,13.5
5,56.0,5606.0,25 a 29,14.3
5,56.0,5606.0,30 a 34,14.4
5,56.0,5606.0,35 a 39,14.6
5,56.0,5606.0,40 a 44,14.3
5,56.0,5606.0,45 a 49,13.3
5,56.0,5606.0,50 a 54,12.3
5,56.0,5606.0,55 a 59,11.7
5,56.0,5606.0,60 a 64,11.3
5,56.0,5606.0,65 a 69,11.4
5,56.0,5606.0,70 a 74,11
5,56.0,5606.0,75 a 79,10.4
5,56.0,5606.0,80 a 84,9.3
5,56.0,5606.0,85 o más,8.4
5,57.0,5701.0,0 a 4,0
5,57.0,5701.0,5 a 9,1.4
5,57.0,5701.0,10 a 14,5.9
5,57.0,5701.0,15 a 19,10.4
5,57.0,5701.0,20 a 24,12.9
5,57.0,5701.0,25 a 29,13.4
5,57.0,5701.0,30 a 34,13.4
5,57.0,5701.0,35 a 39,13.2
5,57.0,5701.0,40 a 44,13
5,57.0,5701.0,45 a 49,12.5
5,57.0,5701.0,50 a 54,12
5,57.0,5701.0,55 a 59,11.3
5,57.0,5701.0,60 a 64,10.7
5,57.0,5701.0,65 a 69,10.2
5,57.0,5701.0,70 a 74,9.5
5,57.0,5701.0,75 a 79,8.6
5,57.0,5701.0,80 a 84,7.8
5,57.0,5701.0,85 o más,7.3
5,57.0,5702.0,0 a 4,0
5,57.0,5702.0,5 a 9,1.7
5,57.0,5702.0,10 a 14,6.1
5,57.0,5702.0,15 a 19,10.7
5,57.0,5702.0,20 a 24,13
5,57.0,5702.0,25 a 29,13.1
5,57.0,5702.0,30 a 34,12.6
5,57.0,5702.0,35 a 39,12.2
5,57.0,5702.0,40 a 44,11.6
5,57.0,5702.0,45 a 49,11.1
5,57.0,5702.0,50 a 54,10.6
5,57.0,5702.0,55 a 59,9.7
5,57.0,5702.0,60 a 64,8.8
5,57.0,5702.0,65 a 69,7.9
5,57.0,5702.0,70 a 74,7.2
5,57.0,5702.0,75 a 79,5.8
