Código región,Código provincia,Código comuna,Grupos de edad,Años de escolaridad promedio
13,131.0,13130.0,40 a 44,15.3
13,131.0,13130.0,45 a 49,14.8
13,131.0,13130.0,50 a 54,14.4
13,131.0,13130.0,55 a 59,13.7
13,131.0,13130.0,60 a 64,13
13,131.0,13130.0,65 a 69,12.7
13,131.0,13130.0,70 a 74,12.1
13,131.0,13130.0,75 a 79,11.2
13,131.0,13130.0,80 a 84,10.3
13,131.0,13130.0,85 o más,9.1
13,131.0,13131.0,0 a 4,0
13,131.0,13131.0,5 a 9,1.4
13,131.0,13131.0,10 a 14,6
13,131.0,13131.0,15 a 19,10.6
13,131.0,13131.0,20 a 24,12.9
13,131.0,13131.0,25 a 29,13.2
13,131.0,13131.0,30 a 34,12.9
13,131.0,13131.0,35 a 39,12.6
13,131.0,13131.0,40 a 44,12
13,131.0,13131.0,45 a 49,11.5
13,131.0,13131.0,50 a 54,11.1
13,131.0,13131.0,55 a 59,10.3
13,131.0,13131.0,60 a 64,9.7
13,131.0,13131.0,65 a 69,8.9
13,131.0,13131.0,70 a 74,7.7
13,131.0,13131.0,75 a 79,6.8
13,131.0,13131.0,80 a 84,6.2
13,131.0,13131.0,85 o más,5.3
13,131.0,13132.0,0 a 4,0
13,131.0,13132.0,5 a 9,1.2
13,131.0,13132.0,10 a 14,5.8
13,131.0,13132.0,15 a 19,10.5
13,131.0,13132.0,20 a 24,14.6
13,131.0,13132.0,25 a 29,16.7
13,131.0,13132.0,30 a 34,17.1
13,131.0,13132.0,35 a 39,17.3
13,131.0,13132.0,40 a 44,17.3
13,131.0,13132.0,45 a 49,17
13,131.0,13132.0,50 a 54,16.6
13,131.0,13132.0,55 a 59,16.1
13,131.0,13132.0,60 a 64,15.7
13,131.0,13132.0,65 a 69,15.7
13,131.0,13132.0,70 a 74,15.6
13,131.0,13132.0,75 a 79,15.2
13,131.0,13132.0,80 a 84,14.7
13,131.0,13132.0,85 o más,13.8
13,132.0,13201.0,0 a 4,0
13,132.0,13201.0,5 a 9,1.4
13,132.0,13201.0,10 a 14,6
13,132.0,13201.0,15 a 19,10.6
13,132.0,13201.0,20 a 24,13.3
13,132.0,13201.0,25 a 29,13.9
13,132.0,13201.0,30 a 34,13.8
13,132.0,13201.0,35 a 39,13.6
13,132.0,13201.0,40 a 44,13.3
13,132.0,13201.0,45 a 49,12.7
13,132.0,13201.0,50 a 54,12.1
13,132.0,13201.0,55 a 59,11.4
13,132.0,13201.0,60 a 64,10.8
13,132.0,13201.0,65 a 69,10.2
13,132.0,13201.0,70 a 74,9.4
13,132.0,13201.0,75 a 79,8.4
13,132.0,13201.0,80 a 84,7.7
13,132.0,13201.0,85 o más,6.9
13,132.0,13202.0,0 a 4,0
13,132.0,13202.0,5 a 9,1.4
13,132.0,13202.0,10 a 14,6
13,132.0,13202.0,15 a 19,10.7
13,132.0,13202.0,20 a 24,13.4
13,132.0,13202.0,25 a 29,14.1
13,132.0,13202.0,30 a 34,14
13,132.0,13202.0,35 a 39,14.1
13,132.0,13202.0,40 a 44,13.9
13,132.0,13202.0,45 a 49,13.4
13,132.0,13202.0,50 a 54,12.5
13,132.0,13202.0,55 a 59,11.8
13,132.0,13202.0,60 a 64,11.2
13,132.0,13202.0,65 a 69,10.6
13,132.0,13202.0,70 a 74,9.8
13,132.0,13202.0,75 a 79,9.2
13,132.0,13202.0,80 a 84,8.1
13,132.0,13202.0,85 o más,8.2
13,132.0,13203.0,0 a 4,0
13,132.0,13203.0,5 a 9,1.5
13,132.0,13203.0,10 a 14,6
13,132.0,13203.0,15 a 19,10.6
13,132.0,13203.0,20 a 24,13.1
13,132.0,13203.0,25 a 29,13.6
13,132.0,13203.0,30 a 34,13.8
13,132.0,13203.0,35 a 39,13.8
13,132.0,13203.0,40 a 44,13.5
13,132.0,13203.0,45 a 49,13.3
13,132.0,13203.0,50 a 54,12.6
13,132.0,13203.0,55 a 59,11.8
13,132.0,13203.0,60 a 64,11.2
13,132.0,13203.0,65 a 69,10.8
13,132.0,13203.0,70 a 74,10.3
13,132.0,13203.0,75 a 79,9.6
13,132.0,13203.0,80 a 84,8.6
13,132.0,13203.0,85 o más,8.7
13,133.0,13301.0,0 a 4,0
13,133.0,13301.0,5 a 9,1.4
13,133.0,13301.0,10 a 14,5.9
13,133.0,13301.0,15 a 19,10.5
13,133.0,13301.0,20 a 24,13.1
13,133.0,13301.0,25 a 29,13
13,133.0,13301.0,30 a 34,13.2
13,133.0,13301.0,35 a 39,13.9
13,133.0,13301.0,40 a 44,14.1
13,133.0,13301.0,45 a 49,13.8
13,133.0,13301.0,50 a 54,12.9
13,133.0,13301.0,55 a 59,11.6
13,133.0,13301.0,60 a 64,10.4
13,133.0,13301.0,65 a 69,9.9
13,133.0,13301.0,70 a 74,9.2
13,133.0,13301.0,75 a 79,8.5
13,133.0,13301.0,80 a 84,8.1
13,133.0,13301.0,85 o más,7.2
13,133.0,13302.0,0 a 4,0
13,133.0,13302.0,5 a 9,1.4
13,133.0,13302.0,10 a 14,5.9
13,133.0,13302.0,15 a 19,10.4
13,133.0,13302.0,20 a 24,12.8
13,133.0,13302.0,25 a 29,13.1
13,133.0,13302.0,30 a 34,13.5
13,133.0,13302.0,35 a 39,13.6
13,133.0,13302.0,40 a 44,13.2
13,133.0,13302.0,45 a 49,12.6
13,133.0,13302.0,50 a 54,11.7
13,133.0,13302.0,55 a 59,10.7
13,133.0,13302.0,60 a 64,9.9
13,133.0,13302.0,65 a 69,9.4
13,133.0,13302.0,70 a 74,8.6
13,133.0,13302.0,75 a 79,7.5
13,133.0,13302.0,80 a 84,7
13,133.0,13302.0,85 o más,6.3
13,133.0,13303.0,0 a 4,0
13,133.0,13303.0,5 a 9,1.4
13,133.0,13303.0,10 a 14,6
13,133.0,13303.0,15 a 19,10.6
13,133.0,13303.0,20 a 24,13
13,133.0,13303.0,25 a 29,13.2
13,133.0,13303.0,30 a 34,13.3
13,133.0,13303.0,35 a 39,13.4
13,133.0,13303.0,40 a 44,12.9
13,133.0,13303.0,45 a 49,12.2
13,133.0,13303.0,50 a 54,11.3
13,133.0,13303.0,55 a 59,10.5
13,133.0,13303.0,60 a 64,9.8
13,133.0,13303.0,65 a 69,9.3
13,133.0,13303.0,70 a 74,8.7
13,133.0,13303.0,75 a 79,7.5
13,133.0,13303.0,80 a 84,6.8
13,133.0,13303.0,85 o más,6.1
13,134.0,13401.0,0 a 4,0
13,134.0,13401.0,5 a 9,1.4
13,134.0,13401.0,10 a 14,6
13,134.0,13401.0,15 a 19,10.5
13,134.0,13401.0,20 a 24,13
13,134.0,13401.0,25 a 29,13.4
13,134.0,13401.0,30 a 34,13.2
13,134.0,13401.0,35 a 39,13.1
13,134.0,13401.0,40 a 44,12.6
13,134.0,13401.0,45 a 49,12.1
13,134.0,13401.0,50 a 54,11.6
13,134.0,13401.0,55 a 59,10.8
13,134.0,13401.0,60 a 64,10.1
13,134.0,13401.0,65 a 69,9.6
13,134.0,13401.0,70 a 74,8.8
13,134.0,13401.0,75 a 79,8.1
13,134.0,13401.0,80 a 84,7.6
13,134.0,13401.0,85 o más,7.2
13,134.0,13402.0,0 a 4,0
13,134.0,13402.0,5 a 9,1.4
13,134.0,13402.0,10 a 14,6
13,134.0,13402.0,15 a 19,10.6
13,134.0,13402.0,20 a 24,13.3
13,134.0,13402.0,25 a 29,13.8
13,134.0,13402.0,30 a 34,14.1
13,134.0,13402.0,35 a 39,14.1
13,134.0,13402.0,40 a 44,13.5
13,134.0,13402.0,45 a 49,12.7
13,134.0,13402.0,50 a 54,11.7
13,134.0,13402.0,55 a 59,10.8
13,134.0,13402.0,60 a 64,10.3
13,134.0,13402.0,65 a 69,9.9
13,134.0,13402.0,70 a 74,9.1
13,134.0,13402.0,75 a 79,8
13,134.0,13402.0,80 a 84,7.2
13,134.0,13402.0,85 o más,6.6
13,134.0,13403.0,0 a 4,0
13,134.0,13403.0,5 a 9,1.5
13,134.0,13403.0,10 a 14,6.1
13,134.0,13403.0,15 a 19,10.7
13,134.0,13403.0,20 a 24,13.4
13,134.0,13403.0,25 a 29,14
13,134.0,13403.0,30 a 34,13.5
13,134.0,13403.0,35 a 39,13.4
13,134.0,13403.0,40 a 44,13
13,134.0,13403.0,45 a 49,12.8
13,134.0,13403.0,50 a 54,12.3
13,134.0,13403.0,55 a 59,11.4
13,134.0,13403.0,60 a 64,10.8
13,134.0,13403.0,65 a 69,10.1
13,134.0,13403.0,70 a 74,9.4
13,134.0,13403.0,75 a 79,8.5
13,134.0,13403.0,80 a 84,8
13,134.0,13403.0,85 o más,7.9
13,134.0,13404.0,0 a 4,0
13,134.0,13404.0,5 a 9,1.4
13,134.0,13404.0,10 a 14,6
13,134.0,13404.0,15 a 19,10.6
13,134.0,13404.0,20 a 24,13.1
13,134.0,13404.0,25 a 29,13.2
13,134.0,13404.0,30 a 34,13.1
13,134.0,13404.0,35 a 39,12.8
13,134.0,13404.0,40 a 44,12.3
13,134.0,13404.0,45 a 49,11.6
13,134.0,13404.0,50 a 54,11.1
13,134.0,13404.0,55 a 59,10.2
13,134.0,13404.0,60 a 64,9.5
13,134.0,13404.0,65 a 69,9.3
13,134.0,13404.0,70 a 74,8.5
13,134.0,13404.0,75 a 79,7.6
13,134.0,13404.0,80 a 84,7
13,134.0,13404.0,85 o más,5.9
13,135.0,13501.0,0 a 4,0
13,135.0,13501.0,5 a 9,1.4
13,135.0,13501.0,10 a 14,6
13,135.0,13501.0,15 a 19,10.6
13,135.0,13501.0,20 a 24,12.8
13,135.0,13501.0,25 a 29,13.1
13,135.0,13501.0,30 a 34,13.1
13,135.0,13501.0,35 a 39,12.9
13,135.0,13501.0,40 a 44,12.3
13,135.0,13501.0,45 a 49,11.6
13,135.0,13501.0,50 a 54,11.1
13,135.0,13501.0,55 a 59,10.4
13,135.0,13501.0,60 a 64,9.7
13,135.0,13501.0,65 a 69,9.2
13,135.0,13501.0,70 a 74,8.4
13,135.0,13501.0,75 a 79,7.4
13,135.0,13501.0,80 a 84,6.6
13,135.0,13501.0,85 o más,5.7
13,135.0,13502.0,0 a 4,0
13,135.0,13502.0,5 a 9,1.5
13,135.0,13502.0,10 a 14,6.2
13,135.0,13502.0,15 a 19,10.8
13,135.0,13502.0,20 a 24,12.6
13,135.0,13502.0,25 a 29,12.9
13,135.0,13502.0,30 a 34,12.8
13,135.0,13502.0,35 a 39,12.7
13,135.0,13502.0,40 a 44,11.9
13,135.0,13502.0,45 a 49,11.3
13,135.0,13502.0,50 a 54,10.8
13,135.0,13502.0,55 a 59,10.1
13,135.0,13502.0,60 a 64,9.4
13,135.0,13502.0,65 a 69,8.2
13,135.0,13502.0,70 a 74,6.9
13,135.0,13502.0,75 a 79,5.1
13,135.0,13502.0,80 a 84,5
13,135.0,13502.0,85 o más,4.1
13,135.0,13503.0,0 a 4,0
13,135.0,13503.0,5 a 9,1.5
13,135.0,13503.0,10 a 14,6.1
13,135.0,13503.0,15 a 19,10.6
13,135.0,13503.0,20 a 24,13.1
13,135.0,13503.0,25 a 29,13.6
13,135.0,13503.0,30 a 34,13.4
13,135.0,13503.0,35 a 39,13.3
13,135.0,13503.0,40 a 44,13
13,135.0,13503.0,45 a 49,12.2
13,135.0,13503.0,50 a 54,11.7
13,135.0,13503.0,55 a 59,10.9
13,135.0,13503.0,60 a 64,10.2
13,135.0,13503.0,65 a 69,9.9
13,135.0,13503.0,70 a 74,9.3
13,135.0,13503.0,75 a 79,8.4
13,135.0,13503.0,80 a 84,7.2
13,135.0,13503.0,85 o más,6.3
13,135.0,13504.0,0 a 4,0
13,135.0,13504.0,5 a 9,1.4
13,135.0,13504.0,10 a 14,6.1
13,135.0,13504.0,15 a 19,10.6
13,135.0,13504.0,20 a 24,13
13,135.0,13504.0,25 a 29,13.4
13,135.0,13504.0,30 a 34,13
13,135.0,13504.0,35 a 39,12.8
13,135.0,13504.0,40 a 44,12.1
13,135.0,13504.0,45 a 49,11.1
13,135.0,13504.0,50 a 54,10.5
13,135.0,13504.0,55 a 59,9.8
13,135.0,13504.0,60 a 64,8.9
13,135.0,13504.0,65 a 69,8.8
13,135.0,13504.0,70 a 74,8
13,135.0,13504.0,75 a 79,6.8
13,135.0,13504.0,80 a 84,6.2
13,135.0,13504.0,85 o más,5
13,135.0,13505.0,0 a 4,0
13,135.0,13505.0,5 a 9,1.6
13,135.0,13505.0,10 a 14,6.1
13,135.0,13505.0,15 a 19,10.8
13,135.0,13505.0,20 a 24,12.3
13,135.0,13505.0,25 a 29,12.3
13,135.0,13505.0,30 a 34,11.9
13,135.0,13505.0,35 a 39,11.8
13,135.0,13505.0,40 a 44,11.2
13,135.0,13505.0,45 a 49,10.4
13,135.0,13505.0,50 a 54,10.1
13,135.0,13505.0,55 a 59,9.4
13,135.0,13505.0,60 a 64,8.5
13,135.0,13505.0,65 a 69,8
13,135.0,13505.0,70 a 74,7.2
13,135.0,13505.0,75 a 79,6.1
13,135.0,13505.0,80 a 84,5
13,135.0,13505.0,85 o más,3.9
13,136.0,13601.0,0 a 4,0
13,136.0,13601.0,5 a 9,1.4
13,136.0,13601.0,10 a 14,6
13,136.0,13601.0,15 a 19,10.6
13,136.0,13601.0,20 a 24,13.2
13,136.0,13601.0,25 a 29,13.5
13,136.0,13601.0,30 a 34,13.5
13,136.0,13601.0,35 a 39,13.2
13,136.0,13601.0,40 a 44,12.9
13,136.0,13601.0,45 a 49,12.5
13,136.0,13601.0,50 a 54,12
13,136.0,13601.0,55 a 59,11.3
13,136.0,13601.0,60 a 64,10.6
13,136.0,13601.0,65 a 69,10.1
13,136.0,13601.0,70 a 74,9.4
13,136.0,13601.0,75 a 79,8.2
13,136.0,13601.0,80 a 84,7.7
13,136.0,13601.0,85 o más,7.3
13,136.0,13602.0,0 a 4,0
13,136.0,13602.0,5 a 9,1.4
13,136.0,13602.0,10 a 14,6
13,136.0,13602.0,15 a 19,10.5
13,136.0,13602.0,20 a 24,12.9
13,136.0,13602.0,25 a 29,13.1
13,136.0,13602.0,30 a 34,12.9
13,136.0,13602.0,35 a 39,12.8
13,136.0,13602.0,40 a 44,12.1
13,136.0,13602.0,45 a 49,11.5
13,136.0,13602.0,50 a 54,10.9
13,136.0,13602.0,55 a 59,10.2
13,136.0,13602.0,60 a 64,9.6
13,136.0,13602.0,65 a 69,8.8
13,136.0,13602.0,70 a 74,8
13,136.0,13602.0,75 a 79,7.1
13,136.0,13602.0,80 a 84,6.3
13,136.0,13602.0,85 o más,5.9
13,136.0,13603.0,0 a 4,0
13,136.0,13603.0,5 a 9,1.5
13,136.0,13603.0,10 a 14,6
13,136.0,13603.0,15 a 19,10.5
13,136.0,13603.0,20 a 24,13
13,136.0,13603.0,25 a 29,13.2
13,136.0,13603.0,30 a 34,13.2
13,136.0,13603.0,35 a 39,13.1
13,136.0,13603.0,40 a 44,12.7
13,136.0,13603.0,45 a 49,11.8
13,136.0,13603.0,50 a 54,11.3
13,136.0,13603.0,55 a 59,10.2
13,136.0,13603.0,60 a 64,9.7
13,136.0,13603.0,65 a 69,9.2
13,136.0,13603.0,70 a 74,8.1
13,136.0,13603.0,75 a 79,7
13,136.0,13603.0,80 a 84,6.3
13,136.0,13603.0,85 o más,5.6
13,136.0,13604.0,0 a 4,0
13,136.0,13604.0,5 a 9,1.4
13,136.0,13604.0,10 a 14,5.9
13,136.0,13604.0,15 a 19,10.6
13,136.0,13604.0,20 a 24,13.2
13,136.0,13604.0,25 a 29,13.9
13,136.0,13604.0,30 a 34,14.1
13,136.0,13604.0,35 a 39,14.1
13,136.0,13604.0,40 a 44,13.5
13,136.0,13604.0,45 a 49,12.6
13,136.0,13604.0,50 a 54,11.8
13,136.0,13604.0,55 a 59,10.9
13,136.0,13604.0,60 a 64,10
13,136.0,13604.0,65 a 69,9.3
13,136.0,13604.0,70 a 74,8
13,136.0,13604.0,75 a 79,7.1
13,136.0,13604.0,80 a 84,6.4
13,136.0,13604.0,85 o más,5.4
13,136.0,13605.0,0 a 4,0
13,136.0,13605.0,5 a 9,1.5
13,136.0,13605.0,10 a 14,6.1
13,136.0,13605.0,15 a 19,10.7
13,136.0,13605.0,20 a 24,13.4
13,136.0,13605.0,25 a 29,13.8
13,136.0,13605.0,30 a 34,13.7
13,136.0,13605.0,35 a 39,13.8
13,136.0,13605.0,40 a 44,13.2
13,136.0,13605.0,45 a 49,12.7
13,136.0,13605.0,50 a 54,12.2
13,136.0,13605.0,55 a 59,11.4
13,136.0,13605.0,60 a 64,10.7
13,136.0,13605.0,65 a 69,9.9
13,136.0,13605.0,70 a 74,9.1
13,136.0,13605.0,75 a 79,8.2
13,136.0,13605.0,80 a 84,7.5
13,136.0,13605.0,85 o más,6.9
6,61.0,6101.0,0 a 4,0
6,61.0,6101.0,5 a 9,1.4
6,61.0,6101.0,10 a 14,5.9
6,61.0,6101.0,15 a 19,10.6
6,61.0,6101.0,20 a 24,13.1
6,61.0,6101.0,25 a 29,13.8
6,61.0,6101.0,30 a 34,14
6,61.0,6101.0,35 a 39,13.8
6,61.0,6101.0,40 a 44,13.3
6,61.0,6101.0,45 a 49,12.7
6,61.0,6101.0,50 a 54,12.2
6,61.0,6101.0,55 a 59,11.3
6,61.0,6101.0,60 a 64,10.7
6,61.0,6101.0,65 a 69,10.4
6,61.0,6101.0,70 a 74,9.9
6,61.0,6101.0,75 a 79,8.9
6,61.0,6101.0,80 a 84,8.3
6,61.0,6101.0,85 o más,7.5
6,61.0,6102.0,0 a 4,0
6,61.0,6102.0,5 a 9,1.6
6,61.0,6102.0,10 a 14,6.2
6,61.0,6102.0,15 a 19,10.8
6,61.0,6102.0,20 a 24,13.2
6,61.0,6102.0,25 a 29,13.4
6,61.0,6102.0,30 a 34,13.2
6,61.0,6102.0,35 a 39,12.7
6,61.0,6102.0,40 a 44,12.2
6,61.0,6102.0,45 a 49,11.3
6,61.0,6102.0,50 a 54,10.7
6,61.0,6102.0,55 a 59,9.1
6,61.0,6102.0,60 a 64,8.6
6,61.0,6102.0,65 a 69,8.1
6,61.0,6102.0,70 a 74,7.5
6,61.0,6102.0,75 a 79,6.3
6,61.0,6102.0,80 a 84,5.8
6,61.0,6102.0,85 o más,4.3
6,61.0,6103.0,0 a 4,0
6,61.0,6103.0,5 a 9,1.6
6,61.0,6103.0,10 a 14,6.2
6,61.0,6103.0,15 a 19,10.3
6,61.0,6103.0,20 a 24,12.9
6,61.0,6103.0,25 a 29,13.5
6,61.0,6103.0,30 a 34,13.1
6,61.0,6103.0,35 a 39,12.6
6,61.0,6103.0,40 a 44,12.2
6,61.0,6103.0,45 a 49,11.2
6,61.0,6103.0,50 a 54,10.8
6,61.0,6103.0,55 a 59,9.6
6,61.0,6103.0,60 a 64,9
6,61.0,6103.0,65 a 69,8.5
6,61.0,6103.0,70 a 74,8.1
6,61.0,6103.0,75 a 79,6.3
6,61.0,6103.0,80 a 84,6.4
6,61.0,6103.0,85 o más,4.9
6,61.0,6104.0,0 a 4,0
6,61.0,6104.0,5 a 9,1.5
6,61.0,6104.0,10 a 14,6.1
6,61.0,6104.0,15 a 19,10.5
6,61.0,6104.0,20 a 24,12.7
6,61.0,6104.0,25 a 29,12.9
6,61.0,6104.0,30 a 34,12.6
6,61.0,6104.0,35 a 39,12.4
6,61.0,6104.0,40 a 44,11.7
6,61.0,6104.0,45 a 49,10.8
6,61.0,6104.0,50 a 54,10.1
6,61.0,6104.0,55 a 59,9.1
6,61.0,6104.0,60 a 64,8.4
6,61.0,6104.0,65 a 69,8
6,61.0,6104.0,70 a 74,7
6,61.0,6104.0,75 a 79,6
6,61.0,6104.0,80 a 84,5.2
6,61.0,6104.0,85 o más,4.6
6,61.0,6105.0,0 a 4,0
6,61.0,6105.0,5 a 9,1.5
6,61.0,6105.0,10 a 14,6.1
6,61.0,6105.0,15 a 19,10.7
6,61.0,6105.0,20 a 24,13.3
6,61.0,6105.0,25 a 29,13.6
6,61.0,6105.0,30 a 34,13.4
6,61.0,6105.0,35 a 39,13
6,61.0,6105.0,40 a 44,12.6
6,61.0,6105.0,45 a 49,11.9
6,61.0,6105.0,50 a 54,11.4
6,61.0,6105.0,55 a 59,10.4
6,61.0,6105.0,60 a 64,9.4
6,61.0,6105.0,65 a 69,9.3
6,61.0,6105.0,70 a 74,8
6,61.0,6105.0,75 a 79,6.8
6,61.0,6105.0,80 a 84,5.7
6,61.0,6105.0,85 o más,5.3
6,61.0,6106.0,0 a 4,0
6,61.0,6106.0,5 a 9,1.6
6,61.0,6106.0,10 a 14,6.1
6,61.0,6106.0,15 a 19,10.6
6,61.0,6106.0,20 a 24,13
6,61.0,6106.0,25 a 29,13.4
6,61.0,6106.0,30 a 34,13.3
6,61.0,6106.0,35 a 39,13.2
6,61.0,6106.0,40 a 44,12.6
6,61.0,6106.0,45 a 49,12
6,61.0,6106.0,50 a 54,11.2
6,61.0,6106.0,55 a 59,10.2
6,61.0,6106.0,60 a 64,9.7
6,61.0,6106.0,65 a 69,9.2
6,61.0,6106.0,70 a 74,8.5
6,61.0,6106.0,75 a 79,7.3
6,61.0,6106.0,80 a 84,6.7
6,61.0,6106.0,85 o más,5.8
6,61.0,6107.0,0 a 4,0
6,61.0,6107.0,5 a 9,1.4
6,61.0,6107.0,10 a 14,6.1
6,61.0,6107.0,15 a 19,10.5
6,61.0,6107.0,20 a 24,12.6
6,61.0,6107.0,25 a 29,12.8
6,61.0,6107.0,30 a 34,12.5
6,61.0,6107.0,35 a 39,12.3
6,61.0,6107.0,40 a 44,11.5
6,61.0,6107.0,45 a 49,10.8
6,61.0,6107.0,50 a 54,10.2
6,61.0,6107.0,55 a 59,9.3
6,61.0,6107.0,60 a 64,8.5
6,61.0,6107.0,65 a 69,8.4
6,61.0,6107.0,70 a 74,7.1
6,61.0,6107.0,75 a 79,6
6,61.0,6107.0,80 a 84,4.9
6,61.0,6107.0,85 o más,4.3
6,61.0,6108.0,0 a 4,0
6,61.0,6108.0,5 a 9,1.4
6,61.0,6108.0,10 a 14,6
6,61.0,6108.0,15 a 19,10.4
6,61.0,6108.0,20 a 24,13.6
6,61.0,6108.0,25 a 29,14.5
6,61.0,6108.0,30 a 34,14.9
6,61.0,6108.0,35 a 39,15.2
6,61.0,6108.0,40 a 44,15.1
6,61.0,6108.0,45 a 49,14.5
6,61.0,6108.0,50 a 54,13.7
6,61.0,6108.0,55 a 59,12.6
6,61.0,6108.0,60 a 64,11.7
6,61.0,6108.0,65 a 69,10.9
6,61.0,6108.0,70 a 74,10.4
6,61.0,6108.0,75 a 79,9
6,61.0,6108.0,80 a 84,8.3
6,61.0,6108.0,85 o más,7.7
6,61.0,6109.0,0 a 4,0
6,61.0,6109.0,5 a 9,1.5
6,61.0,6109.0,10 a 14,6.1
6,61.0,6109.0,15 a 19,10.6
6,61.0,6109.0,20 a 24,12.9
6,61.0,6109.0,25 a 29,13
6,61.0,6109.0,30 a 34,12.7
6,61.0,6109.0,35 a 39,12.3
6,61.0,6109.0,40 a 44,11.8
6,61.0,6109.0,45 a 49,10.6
6,61.0,6109.0,50 a 54,9.9
6,61.0,6109.0,55 a 59,9
6,61.0,6109.0,60 a 64,8.6
6,61.0,6109.0,65 a 69,8.4
6,61.0,6109.0,70 a 74,7.6
6,61.0,6109.0,75 a 79,6.2
6,61.0,6109.0,80 a 84,5.5
6,61.0,6109.0,85 o más,5.1
6,61.0,6110.0,0 a 4,0
6,61.0,6110.0,5 a 9,1.5
6,61.0,6110.0,10 a 14,6.1
6,61.0,6110.0,15 a 19,10.6
6,61.0,6110.0,20 a 24,12.9
6,61.0,6110.0,25 a 29,13.1
6,61.0,6110.0,30 a 34,13
6,61.0,6110.0,35 a 39,12.7
6,61.0,6110.0,40 a 44,12.2
6,61.0,6110.0,45 a 49,11.4
6,61.0,6110.0,50 a 54,10.9
6,61.0,6110.0,55 a 59,9.9
6,61.0,6110.0,60 a 64,9.2
6,61.0,6110.0,65 a 69,8.7
6,61.0,6110.0,70 a 74,7.7
6,61.0,6110.0,75 a 79,7
6,61.0,6110.0,80 a 84,5.5
6,61.0,6110.0,85 o más,5.3
6,61.0,6111.0,0 a 4,0
6,61.0,6111.0,5 a 9,1.5
6,61.0,6111.0,10 a 14,6
6,61.0,6111.0,15 a 19,10.6
6,61.0,6111.0,20 a 24,13.3
6,61.0,6111.0,25 a 29,13.6
6,61.0,6111.0,30 a 34,13.5
6,61.0,6111.0,35 a 39,13.2
6,61.0,6111.0,40 a 44,12.7
6,61.0,6111.0,45 a 49,12.1
6,61.0,6111.0,50 a 54,11.2
6,61.0,6111.0,55 a 59,9.6
6,61.0,6111.0,60 a 64,9
6,61.0,6111.0,65 a 69,8.8
6,61.0,6111.0,70 a 74,8
6,61.0,6111.0,75 a 79,6.8
6,61.0,6111.0,80 a 84,6.2
6,61.0,6111.0,85 o más,5.7
6,61.0,6112.0,0 a 4,0
6,61.0,6112.0,5 a 9,1.5
6,61.0,6112.0,10 a 14,6.1
6,61.0,6112.0,15 a 19,10.5
6,61.0,6112.0,20 a 24,12.6
6,61.0,6112.0,25 a 29,13.1
6,61.0,6112.0,30 a 34,13
6,61.0,6112.0,35 a 39,12.5
6,61.0,6112.0,40 a 44,11.9
6,61.0,6112.0,45 a 49,10.9
6,61.0,6112.0,50 a 54,10.3
6,61.0,6112.0,55 a 59,9.4
6,61.0,6112.0,60 a 64,8.5
6,61.0,6112.0,65 a 69,8.4
6,61.0,6112.0,70 a 74,7.5
6,61.0,6112.0,75 a 79,6.3
6,61.0,6112.0,80 a 84,5.4
6,61.0,6112.0,85 o más,4.8
6,61.0,6113.0,0 a 4,0
6,61.0,6113.0,5 a 9,1.4
6,61.0,6113.0,10 a 14,6.2
6,61.0,6113.0,15 a 19,10.5
6,61.0,6113.0,20 a 24,12.7
6,61.0,6113.0,25 a 29,12.8
6,61.0,6113.0,30 a 34,12.7
6,61.0,6113.0,35 a 39,12.4
6,61.0,6113.0,40 a 44,11.6
6,61.0,6113.0,45 a 49,10.6
6,61.0,6113.0,50 a 54,10
6,61.0,6113.0,55 a 59,8.8
6,61.0,6113.0,60 a 64,8.4
6,61.0,6113.0,65 a 69,7.4
6,61.0,6113.0,70 a 74,6.5
6,61.0,6113.0,75 a 79,5.6
6,61.0,6113.0,80 a 84,4.7
6,61.0,6113.0,85 o más,4.6
6,61.0,6114.0,0 a 4,0
6,61.0,6114.0,5 a 9,1.5
6,61.0,6114.0,10 a 14,6.1
6,61.0,6114.0,15 a 19,10.5
6,61.0,6114.0,20 a 24,13.2
6,61.0,6114.0,25 a 29,13.5
6,61.0,6114.0,30 a 34,13.2
6,61.0,6114.0,35 a 39,12.6
6,61.0,6114.0,40 a 44,11.6
6,61.0,6114.0,45 a 49,11
6,61.0,6114.0,50 a 54,10.1
6,61.0,6114.0,55 a 59,9.4
6,61.0,6114.0,60 a 64,8.4
6,61.0,6114.0,65 a 69,8.2
6,61.0,6114.0,70 a 74,7.1
6,61.0,6114.0,75 a 79,6
6,61.0,6114.0,80 a 84,5.5
6,61.0,6114.0,85 o más,4.7
6,61.0,6115.0,0 a 4,0
6,61.0,6115.0,5 a 9,1.4
6,61.0,6115.0,10 a 14,6.1
6,61.0,6115.0,15 a 19,10.6
6,61.0,6115.0,20 a 24,12.8
6,61.0,6115.0,25 a 29,13.3
6,61.0,6115.0,30 a 34,13.1
6,61.0,6115.0,35 a 39,12.9
6,61.0,6115.0,40 a 44,12.3
6,61.0,6115.0,45 a 49,11.2
6,61.0,6115.0,50 a 54,10.6
6,61.0,6115.0,55 a 59,9.8
6,61.0,6115.0,60 a 64,9.3
6,61.0,6115.0,65 a 69,9
6,61.0,6115.0,70 a 74,8.4
6,61.0,6115.0,75 a 79,7.2
6,61.0,6115.0,80 a 84,6.3
6,61.0,6115.0,85 o más,5.7
